Arm,Family,OutputBasis,Group,Qubits,GatesPerPair,Seed,Reps,Status,Time_min_s,Time_median_s,Time_max_s,Time_stdev_s,Peak_RSS_MB,Baseline_RSS_MB,RSS_Delta_MB,RSS_Samples,TraceMalloc_Peak_MB,Gates_total,Gates_2q,Depth,Fallbacks,Equiv_Infidelity,Platform,Python,Qiskit,StartMethod,CPU
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,3,5,success,0.0149155,0.0153199,0.0163401,0.000556261,237.4609375,235.0273438,2.43359375,40,0.118712425,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,3,5,success,0.0044851,0.0048873,0.0053867,0.000402451,159.5507813,158.0625,1.48828125,72,0.259840012,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,3,5,success,0.0301956,0.0311755,0.035491,0.002102891,158.7851563,157.8828125,0.90234375,18,0.2665205,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,4,5,success,0.0145134,0.0153961,0.0171622,0.000995131,234.8125,230.8007813,4.01171875,41,0.118802071,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,4,5,success,0.0045388,0.004862,0.0051135,0.000245072,159.4492188,157.9257813,1.5234375,71,0.259886742,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,4,5,success,0.0314075,0.0360969,0.0386618,0.003354242,158.8671875,157.9570313,0.91015625,42,0.2665205,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,5,5,success,0.0153564,0.0163539,0.0170918,0.000709938,237.6210938,234.2460938,3.375,42,0.119740486,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,5,5,success,0.0047236,0.0049875,0.0051609,0.000158862,159.0039063,157.65625,1.34765625,70,0.260508537,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,5,5,success,0.0314045,0.0323569,0.0332547,0.000769536,159.1601563,158.3164063,0.84375,11,0.268168449,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,6,5,success,0.0156381,0.0157529,0.0178459,0.000929129,235.4140625,231.4257813,3.98828125,44,0.119031906,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,6,5,success,0.0043954,0.0049612,0.0062925,0.000760347,159.671875,158.2070313,1.46484375,72,0.260447502,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,6,5,success,0.031809,0.0360443,0.0401948,0.003099672,159.078125,158.2695313,0.80859375,48,0.268168449,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,7,5,success,0.0153654,0.0155696,0.0182953,0.001234711,236.8476563,233.8945313,2.953125,43,0.119702339,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,7,5,success,0.004579,0.0049146,0.0060965,0.000730106,159.4101563,157.9921875,1.41796875,59,0.256983757,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,7,5,success,0.031164,0.0322733,0.0370638,0.002418111,159.0351563,158.140625,0.89453125,35,0.266516685,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,8,5,success,0.0151259,0.015623,0.0165861,0.000667941,232.7382813,231.5429688,1.1953125,12,0.118990898,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,8,5,success,0.0045457,0.0050243,0.0062928,0.000821541,159.4023438,157.8828125,1.51953125,68,0.257655144,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,8,5,success,0.0301736,0.0323677,0.0338283,0.001406863,159.0273438,158.21875,0.80859375,11,0.266516685,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,9,5,success,0.0156284,0.016088,0.016589,0.00045095,234.5273438,232.5078125,2.01953125,43,0.119398117,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,9,5,success,0.0057676,0.0058353,0.0062957,0.000232037,159.28125,157.7890625,1.4921875,65,0.260508537,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,9,5,success,0.0361349,0.0386089,0.0406392,0.001773759,159.1367188,158.328125,0.80859375,18,0.268168449,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,10,5,success,0.0165256,0.0169302,0.0174298,0.000398082,237.0703125,234.4492188,2.62109375,33,0.121589661,1400,150,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,10,5,success,0.0051294,0.0054569,0.0076911,0.001228388,159.5273438,158.0546875,1.47265625,58,0.260508537,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,10,5,success,0.0346453,0.03513,0.0370959,0.001002518,159.0351563,158.2304688,0.8046875,20,0.268168449,750,150,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,1,5,success,0.0290873,0.0324337,0.0956048,0.028916569,258.8867188,253.0859375,5.80078125,28,0.12984848,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,1,5,success,0.0103969,0.0136638,0.0144347,0.001576234,163.5664063,162.375,1.19140625,78,0.417887688,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,1,5,success,0.0542875,0.0592531,0.0672042,0.005309669,162.984375,162.4492188,0.53515625,31,0.409052849,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,2,5,success,0.0217343,0.0235497,0.0733689,0.022381053,266.0507813,261.5664063,4.484375,39,0.130629539,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,2,5,success,0.0070969,0.0076593,0.0097071,0.001138107,164.1015625,162.40625,1.6953125,70,0.417544365,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,2,5,success,0.0494884,0.0526754,0.0553752,0.002370108,162.9335938,162.4453125,0.48828125,17,0.409052849,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,3,5,success,0.0203707,0.0240721,0.0966487,0.033080925,251.3515625,247.015625,4.3359375,40,0.129023552,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,3,5,success,0.0071381,0.0083515,0.0101169,0.001164498,166.2539063,163.6445313,2.609375,82,0.415896416,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,3,5,success,0.047546,0.0484761,0.0508765,0.001238476,163.4257813,162.9101563,0.515625,7,0.409052849,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,4,5,success,0.0206377,0.0221478,0.0770671,0.024430817,258.078125,253.046875,5.03125,43,0.130269051,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,4,5,success,0.0072303,0.0075173,0.009318,0.000846992,165.8359375,163.6289063,2.20703125,76,0.417887688,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,4,5,success,0.0492517,0.0499947,0.0528719,0.001795251,165.4296875,164.8242188,0.60546875,17,0.404789925,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,5,5,success,0.0207628,0.0244127,0.0781289,0.024761258,265.9140625,252.3515625,13.5625,39,0.130652428,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,5,5,success,0.0075677,0.0078676,0.0092819,0.000696628,164.34375,162.6992188,1.64453125,68,0.415896416,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,5,5,success,0.0503983,0.0518439,0.0528514,0.001145716,163.3164063,162.7070313,0.609375,27,0.409052849,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,6,5,success,0.0232454,0.0306303,0.0717983,0.020144211,260.7773438,257.9257813,2.8515625,38,0.12918663,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,6,5,success,0.0072434,0.0073946,0.0084543,0.000579549,164.1445313,162.3125,1.83203125,69,0.417887688,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,6,5,success,0.0490242,0.0496117,0.0547483,0.002344555,163.203125,162.5234375,0.6796875,38,0.409052849,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,7,5,success,0.0211185,0.0234354,0.0769897,0.023982034,257.8242188,253.2578125,4.56640625,40,0.130606651,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,7,5,success,0.007293,0.007554,0.0088588,0.000652496,163.9492188,162.2695313,1.6796875,70,0.417883873,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,7,5,success,0.0462148,0.0506725,0.0537387,0.002738941,163.4609375,163.015625,0.4453125,29,0.409049034,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,8,5,success,0.0207033,0.0223618,0.0766317,0.02438801,258.28125,250.0703125,8.2109375,41,0.132059097,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,8,5,success,0.0073338,0.0084413,0.0090864,0.00081306,163.8046875,162.2460938,1.55859375,72,0.415896416,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,8,5,success,0.0473574,0.0478523,0.0565337,0.003857272,163.515625,162.9453125,0.5703125,15,0.409049034,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,9,5,success,0.0210102,0.022242,0.0760029,0.024107538,245.34375,243.078125,2.265625,37,0.130758286,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,9,5,success,0.0071764,0.0084902,0.014151,0.002854757,163.8046875,162.375,1.4296875,58,0.417544365,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,9,5,success,0.0453161,0.0457513,0.049712,0.001808048,162.84375,162.3085938,0.53515625,26,0.409052849,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,10,5,success,0.0207602,0.0227649,0.0728629,0.022815792,261.0078125,255.0117188,5.99609375,37,0.130459785,2184,234,16,,3.77E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,10,5,success,0.0072268,0.0080504,0.0088333,0.000693437,164.2304688,162.6914063,1.5390625,65,0.417544365,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,10,5,success,0.0446464,0.0502071,0.053883,0.003421805,163.4101563,162.78125,0.62890625,22,0.409045219,1170,234,9,,3.33E-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
