run,seed,iteration,loss
A_deep_red,1,24,-6.494376353999507
A_deep_red,1,25,-6.5670934370861405
A_deep_red,1,26,-6.581640772296179
A_deep_red,1,27,-6.596784300882404
A_deep_red,1,28,-6.598821563158651
A_deep_red,1,29,-6.635448120312073
A_deep_red,1,30,-6.681509918974495
A_deep_red,1,31,-6.670550717788323
A_deep_red,1,32,-6.697303308839431
A_deep_red,1,33,-6.7175664025357005
A_deep_red,1,34,-6.736432430633966
A_deep_red,1,35,-6.752321630856178
A_deep_red,1,36,-6.771305156944713
A_deep_red,1,37,-6.78195917312209
A_deep_red,1,38,-6.789014723509269
A_deep_red,1,39,-6.796281270529483
A_deep_red,2,0,0.32964161543921805
A_deep_red,2,1,-0.9015915426094572
A_deep_red,2,2,-1.3092700843415683
A_deep_red,2,3,-2.155080993925354
A_deep_red,2,4,-2.65324433972843
A_deep_red,2,5,-3.889189390393055
A_deep_red,2,6,-4.589901302764511
A_deep_red,2,7,-4.733707440269665
A_deep_red,2,8,-4.934289104120634
A_deep_red,2,9,-5.230009777561538
A_deep_red,2,10,-5.382690446764338
A_deep_red,2,11,-5.469064357963309
A_deep_red,2,12,-5.752519864147798
A_deep_red,2,13,-5.928869042521344
A_deep_red,2,14,-5.992694205678694
A_deep_red,2,15,-6.133442399166149
A_deep_red,2,16,-6.107824052953746
A_deep_red,2,17,-6.1347937630110545
A_deep_red,2,18,-6.277449775701326
A_deep_red,2,19,-6.336237805003349
A_deep_red,2,20,-6.458557501687272
A_deep_red,2,21,-6.520209551656278
A_deep_red,2,22,-6.527022224601976
A_deep_red,2,23,-6.6345421051519216
A_deep_red,2,24,-6.675339979743928
A_deep_red,2,25,-6.700678769563029
A_deep_red,2,26,-6.720095886686553
A_deep_red,2,27,-6.756845618524824
A_deep_red,2,28,-6.766327895724756
A_deep_red,2,29,-6.808266247264136
A_deep_red,2,30,-6.8269965521538305
A_deep_red,2,31,-6.854266894145977
A_deep_red,2,32,-6.877797850827191
A_deep_red,2,33,-6.895133891118042
A_deep_red,2,34,-6.910136146551036
A_deep_red,2,35,-6.923899387964446
A_deep_red,2,36,-6.936368565042202
A_deep_red,2,37,-6.946021586955977
A_deep_red,2,38,-6.955136720560795
A_deep_red,2,39,-6.967006712042247
D_deep_red,0,0,0.28000567790241976
D_deep_red,0,1,-1.0525773632311042
D_deep_red,0,2,-1.4793533401964674
D_deep_red,0,3,-2.4010416561535712
D_deep_red,0,4,-3.3699232657366025
D_deep_red,0,5,-4.913668591290077
D_deep_red,0,6,-6.342010653344435
D_deep_red,0,7,-6.428778102581938
D_deep_red,0,8,-6.703218319994487
D_deep_red,0,9,-7.055121676020761
D_deep_red,0,10,-7.723607696908365
D_deep_red,0,11,-7.8135930286593585
D_deep_red,0,12,-7.560772408884691
D_deep_red,0,13,-7.831322142213969
D_deep_red,0,14,-8.087955864925354
D_deep_red,0,15,-8.232721355332421
D_deep_red,0,16,-8.259912525829911
D_deep_red,0,17,-8.326347787356722
D_deep_red,0,18,-8.425090533847467
D_deep_red,0,19,-8.482799852992901
D_deep_red,0,20,-8.516408252568018
D_deep_red,0,21,-8.522660128045668
D_deep_red,0,22,-8.5924936562003
D_deep_red,0,23,-8.635741072479682
D_deep_red,0,24,-8.682277331499463
D_deep_red,0,25,-8.73641054628288
D_deep_red,0,26,-8.76543985741483
D_deep_red,0,27,-8.801941326339733
D_deep_red,0,28,-8.842733719195586
D_deep_red,0,29,-8.846644617079884
D_deep_red,0,30,-8.863245564265405
D_deep_red,0,31,-8.905469527661719
D_deep_red,0,32,-8.923289732687044
D_deep_red,0,33,-8.947877869055558
D_deep_red,0,34,-8.992454046335547
D_deep_red,0,35,-9.01746746049185
D_deep_red,0,36,-9.042618080282512
D_deep_red,0,37,-9.07597984181775
D_deep_red,0,38,-9.114244443913845
D_deep_red,0,39,-9.153122802213911
D_deep_red,1,0,0.22034879809940464
D_deep_red,1,1,-1.3758707144904585
D_deep_red,1,2,-2.3994888675810184
D_deep_red,1,3,-4.335477526364872
D_deep_red,1,4,-5.798887044164125
D_deep_red,1,5,-5.772798788576453
D_deep_red,1,6,-6.376719107194377
D_deep_red,1,7,-6.819415941204434
D_deep_red,1,8,-6.987695757776972
D_deep_red,1,9,-7.150334291121925
D_deep_red,1,10,-7.412939584352953
D_deep_red,1,11,-7.5328407747295865
D_deep_red,1,12,-7.542088670599849
D_deep_red,1,13,-7.767859444729641
D_deep_red,1,14,-7.993749077652664
D_deep_red,1,15,-8.014439388767851
D_deep_red,1,16,-8.118922221462576
D_deep_red,1,17,-8.34263018177144
D_deep_red,1,18,-8.40378301355745
D_deep_red,1,19,-8.502711371920098
D_deep_red,1,20,-8.618351391237844
D_deep_red,1,21,-8.644151286622785
D_deep_red,1,22,-8.62902272387311
D_deep_red,1,23,-8.754177771932673
D_deep_red,1,24,-8.780264516362701
D_deep_red,1,25,-8.783011327166541
D_deep_red,1,26,-8.801304690423768
D_deep_red,1,27,-8.887628652641363
D_deep_red,1,28,-8.933756345767154
D_deep_red,1,29,-8.963548426023689
D_deep_red,1,30,-9.002415808806532
D_deep_red,1,31,-9.003685070446537
D_deep_red,1,32,-9.035928818265505
D_deep_red,1,33,-9.055003891034918
D_deep_red,1,34,-9.089644302086267
D_deep_red,1,35,-9.11180134325502
D_deep_red,1,36,-9.095163455828239
D_deep_red,1,37,-9.109780249944624
D_deep_red,1,38,-9.162293078241234
D_deep_red,1,39,-9.165990338685326
D_deep_red,2,0,0.4635276198410333
D_deep_red,2,1,-1.242569623309059
D_deep_red,2,2,-2.3029804635571685
D_deep_red,2,3,-3.3619221216529573
D_deep_red,2,4,-5.098138297842435
D_deep_red,2,5,-5.517134514485287
D_deep_red,2,6,-6.063006167961295
D_deep_red,2,7,-6.311381777293674
D_deep_red,2,8,-6.763801364483933
D_deep_red,2,9,-7.3469764361727234
D_deep_red,2,10,-7.379731648862934
D_deep_red,2,11,-7.363804996857239
D_deep_red,2,12,-7.495065684479464
D_deep_red,2,13,-7.788143746714779
D_deep_red,2,14,-8.026436068394577
D_deep_red,2,15,-7.9806223462581976
D_deep_red,2,16,-8.059724895589785
D_deep_red,2,17,-8.266618860783558
D_deep_red,2,18,-8.316078908144101
D_deep_red,2,19,-8.303164113149144
D_deep_red,2,20,-8.367673493378524
D_deep_red,2,21,-8.501781125815643
D_deep_red,2,22,-8.612280962316548
D_deep_red,2,23,-8.635906683384366
D_deep_red,2,24,-8.712151239687802
D_deep_red,2,25,-8.786276029551114
D_deep_red,2,26,-8.793080981077882
D_deep_red,2,27,-8.83534600637391
D_deep_red,2,28,-8.91039596415969
D_deep_red,2,29,-8.913174101395137
D_deep_red,2,30,-8.921361922956821
D_deep_red,2,31,-9.001712283100353
D_deep_red,2,32,-9.048357307484698
D_deep_red,2,33,-9.041816903061484
D_deep_red,2,34,-9.0909545134999
D_deep_red,2,35,-9.11744079904888
D_deep_red,2,36,-9.12957517281492
D_deep_red,2,37,-9.13214179134564
D_deep_red,2,38,-9.147269288042201
D_deep_red,2,39,-9.148956301321926
A_deep_opt,0,0,-0.14639573196350036
A_deep_opt,0,1,-1.652138857170133
A_deep_opt,0,2,-3.601079047436162
A_deep_opt,0,3,-5.7343909336520476
A_deep_opt,0,4,-6.121108781825291
A_deep_opt,0,5,-5.8571776233780435
A_deep_opt,0,6,-6.582287990596355
A_deep_opt,0,7,-6.813658768462492
A_deep_opt,0,8,-6.92654390657762
A_deep_opt,0,9,-7.086658629244034
A_deep_opt,0,10,-7.225609566067775
A_deep_opt,0,11,-7.443825308042777
A_deep_opt,0,12,-7.53901264804644
A_deep_opt,0,13,-7.669650138200942
A_deep_opt,0,14,-7.932827454320485
A_deep_opt,0,15,-8.079820726318498
A_deep_opt,0,16,-8.089277892698506
A_deep_opt,0,17,-8.168283984536515
A_deep_opt,0,18,-8.268679852207573
A_deep_opt,0,19,-8.376201907995721
A_deep_opt,0,20,-8.454729995801271
A_deep_opt,0,21,-8.470805273644123
A_deep_opt,0,22,-8.526233400335439
A_deep_opt,0,23,-8.568986656736215
A_deep_opt,0,24,-8.535015363859138
A_deep_opt,0,25,-8.526376304497731
A_deep_opt,0,26,-8.553569054050806
A_deep_opt,0,27,-8.587660740435092
A_deep_opt,0,28,-8.60338713851616
A_deep_opt,0,29,-8.63449572185537
A_deep_opt,0,30,-8.673474822038752
