Run,Machine,Qubits,GatesPerPair,Iterations,Pairs,Qiskit_median_ms,Qiskit_min_ms,Qiskit_mean_ms,VerifyTrue_median_ms,VerifyTrue_min_ms,VerifyTrue_mean_ms,VerifyFalse_median_ms,VerifyFalse_min_ms,VerifyFalse_mean_ms,Ratio_medians,Ratio_mins,PairedDiff_median_ms,PairedDiff_mean_ms,QuietDecile_diff_ms,QuietDecile_us_per_block,MinBased_us_per_block
2026-09-10,Intel64 Family 6 Model 181,15,20,50000,7,8.261299999503535,5.696500000340166,9.2094428959948,1.4910999998392072,0.831499997730134,1.494015345992666,1.2076999992132187,0.6926999994902872,1.2215506379979342,1.2346609263977937,1.200375340467707,0.23890000011306256,0.2724647079947317,0.3016500031662872,43.09285759518389,19.828571177120985
2026-09-14,Intel64 Family 6 Model 181,15,20,50000,7,13.914550000208692,5.453800000395859,14.478309959999514,1.8188000003647176,0.8066000000326312,2.461648440002027,1.8193500000052154,0.6813999998485087,2.2883409899993605,0.9996976944290564,1.183739360451948,0.221800000872463,0.1733074500026669,0.2246500002911489,32.09285718444984,17.885714312017495
