family,k,m,order,j,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
uniform_2q,,,,,18,1,0,64,1.0,32,0,3,0,1.9766743000000133,32,32,True,True,0,47.74639999959618,33.59079360961914,0.0,35.59613227844238,0.7035251581250783,33.59079360961914,0.0,0.0,0.0,VF2Layout,33.59079360961914,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
uniform_2q,,,,,18,1,0,64,1.0,32,0,3,1,2.026577399999951,32,32,True,True,0,58.3334000002651,54.68010902404785,0.0,57.343482971191406,0.9373722262683017,54.68010902404785,0.0,0.0,0.0,VF2Layout,54.68010902404785,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
uniform_2q,,,,,18,1,0,64,1.0,32,1,3,0,2.2570142000004125,32,32,True,True,0,49.50060000192025,37.00089454650879,0.0,38.005828857421875,0.7474837586831965,37.00089454650879,0.0,0.0,0.0,VF2Layout,37.00089454650879,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
uniform_2q,,,,,18,1,0,64,1.0,32,1,3,1,2.3085647000007157,32,32,True,True,0,53.108799998881295,34.18755531311035,0.0,49.425363540649414,0.6437267517592281,34.18755531311035,0.0,0.0,0.0,VF2Layout,34.18755531311035,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
uniform_2q,,,,,18,1,0,64,1.0,32,2,3,0,2.4609283999998297,32,32,True,True,0,47.36780000166618,24.830341339111328,0.0,24.830341339111328,0.5242029678017115,24.830341339111328,0.0,0.0,0.0,VF2Layout,24.830341339111328,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
uniform_2q,,,,,18,1,0,64,1.0,32,2,3,1,2.5095338999999512,32,32,True,True,0,50.76840000037919,38.815975189208984,0.0,38.815975189208984,0.764569598193346,38.815975189208984,0.0,0.0,0.0,VF2Layout,38.815975189208984,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
balanced_3q4q,,,,,46,2,0,64,1.0,32,0,3,0,25.4396951000017,32,32,True,True,0,13623.807600000873,13588.89102935791,0.0,13588.89102935791,0.997437091621658,8621.56629562378,0.0,4967.324733734131,0.0,VF2Layout,8621.56629562378,25,nonexistent solution,no better solution found,True,True,141,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
balanced_3q4q,,,,,46,2,0,64,1.0,32,0,3,1,39.06624980000197,32,32,True,True,0,10275.969800000894,10266.944169998169,0.0,10272.725343704224,0.9991216760871832,5216.118574142456,0.0,5050.825595855713,0.0,VF2Layout,5216.118574142456,25,nonexistent solution,no better solution found,True,True,141,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
balanced_3q4q,,,,,46,2,0,64,1.0,32,1,3,0,59.764236600000004,32,32,True,True,0,10125.155300000188,10105.26442527771,0.0,10117.2776222229,0.9980354992952575,5134.0296268463135,13.742446899414062,4957.492351531982,0.0,VF2Layout,5134.0296268463135,25,nonexistent solution,no better solution found,True,True,141,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
balanced_3q4q,,,,,46,2,0,64,1.0,32,1,3,1,69.89212100000077,32,32,True,True,0,10212.713599998096,10196.428298950195,0.0,10216.161489486694,0.9984053894306892,5087.97025680542,11.806964874267578,5096.651077270508,0.0,VF2PostLayout,5096.651077270508,25,nonexistent solution,no better solution found,True,True,141,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
balanced_3q4q,,,,,46,2,0,64,1.0,32,2,3,0,90.2303931000024,32,32,True,True,0,10107.973300000594,10083.764791488647,0.0,10101.273775100708,0.9976050086606436,4932.830333709717,15.405893325805664,5135.528564453125,0.0,VF2PostLayout,5135.528564453125,25,nonexistent solution,no better solution found,True,True,141,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
balanced_3q4q,,,,,46,2,0,64,1.0,32,2,3,1,100.34131500000149,32,32,True,True,0,10253.280499997345,10236.953496932983,0.0,10250.309944152832,0.9984076312879214,5133.903741836548,0.0,5103.049755096436,0.0,VF2Layout,5133.903741836548,25,nonexistent solution,no better solution found,True,True,141,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
mixed_uneven,,,,,46,2,0,64,1.0,32,0,3,0,110.75813610000114,32,32,True,True,0,29.753300001175376,4.682302474975586,0.0,32.497406005859375,0.15737086221664878,3.451824188232422,0.0,1.230478286743164,0.0,BasisTranslator,13.01884651184082,26,solution found,no better solution found,True,True,138,324,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
mixed_uneven,,,,,46,2,0,64,1.0,32,0,3,1,110.79081340000266,32,32,True,True,0,30.457300003035925,17.316102981567383,0.0,32.91940689086914,0.5685370331526874,16.239166259765625,0.0,1.0769367218017578,0.0,VF2Layout,16.239166259765625,26,solution found,no better solution found,True,True,138,324,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
mixed_uneven,,,,,46,2,0,64,1.0,32,1,3,0,110.98881299999994,32,32,True,True,0,27.467700001579942,16.497135162353516,0.0,16.497135162353516,0.6006012575281003,16.497135162353516,0.0,0.0,0.0,VF2Layout,16.497135162353516,26,solution found,no better solution found,True,True,138,324,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
mixed_uneven,,,,,46,2,0,64,1.0,32,1,3,1,111.02031910000005,32,32,True,True,0,33.39370000321651,17.316102981567383,0.0,31.825542449951172,0.5185440062017531,17.316102981567383,0.0,0.0,0.0,VF2Layout,17.316102981567383,26,solution found,no better solution found,True,True,138,324,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
mixed_uneven,,,,,46,2,0,64,1.0,32,2,3,0,111.22086929999932,32,32,True,True,0,30.321700000058627,29.866933822631836,0.0,29.866933822631836,0.9850019564395824,17.333269119262695,0.0,12.53366470336914,0.0,VF2Layout,17.333269119262695,26,solution found,no better solution found,True,True,138,324,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
mixed_uneven,,,,,46,2,0,64,1.0,32,2,3,1,111.2541670999999,32,32,True,True,0,30.00400000018999,16.688108444213867,0.0,16.688108444213867,0.5561961219873416,16.688108444213867,0.0,0.0,0.0,VF2Layout,16.688108444213867,26,solution found,no better solution found,True,True,138,324,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
