family,k,m,order,j,n_bare,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
n_bare_edges,,,,,17,37,2,0,64,1.0,32,0,3,0,10.702253800000108,32,32,True,True,0,9253.80899999982,9234.943151473999,0.0,9242.041826248169,0.9979612883164305,4595.865488052368,2.2253990173339844,4636.852264404297,0.0,VF2PostLayout,4636.852264404297,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,0,3,1,19.95952700000089,32,32,True,True,0,9168.413299999884,9151.229858398438,0.0,9156.246662139893,0.9981257998478923,4573.809862136841,2.3720264434814453,4575.047969818115,0.0,VF2PostLayout,4575.047969818115,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,1,3,0,38.52715840000019,32,32,True,True,0,9142.517599999337,9123.843908309937,0.0,9131.267786026001,0.9979574891177238,4539.633512496948,2.0132064819335938,4582.197189331055,0.0,VF2PostLayout,4582.197189331055,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,1,3,1,47.673144800000955,32,32,True,True,0,9240.14519999946,9221.501111984253,0.0,9228.598833084106,0.99798227326393,4643.794775009155,3.010272979736328,4574.696063995361,0.0,VF2Layout,4643.794775009155,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,2,3,0,66.36462740000024,32,32,True,True,0,9218.644900000072,9197.960138320923,0.0,9205.413103103638,0.9977562036607843,4611.664056777954,1.0025501251220703,4585.293531417847,0.0,VF2Layout,4611.664056777954,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,2,3,1,75.58675190000031,32,32,True,True,0,9213.218799999595,9194.02027130127,0.0,9201.338291168213,0.9979161974641994,4624.242305755615,2.1169185638427734,4567.6610469818115,0.0,VF2Layout,4624.242305755615,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,3,3,0,94.28233650000038,32,32,True,True,0,9240.401600000041,9220.617294311523,0.0,9229.56371307373,0.9978589344332699,4632.535934448242,1.1327266693115234,4586.94863319397,0.0,VF2Layout,4632.535934448242,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,3,3,1,103.52629380000144,32,32,True,True,0,9016.876300000149,8996.433019638062,0.0,9004.84824180603,0.9977327757771184,4560.282468795776,2.0017623901367188,4434.148788452148,0.0,VF2Layout,4560.282468795776,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,4,3,0,122.15304780000042,32,32,True,True,0,9378.126199999315,9358.84428024292,0.0,9366.922855377197,0.9979439475066569,4727.432727813721,2.0051002502441406,4629.406452178955,0.0,VF2Layout,4727.432727813721,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,17,37,2,0,64,1.0,32,4,3,1,131.5351537000006,32,32,True,True,0,9491.316100000404,9469.562292098999,0.0,9478.299856185913,0.9977080304067205,4719.188690185547,1.5740394592285156,4748.799562454224,0.0,VF2PostLayout,4748.799562454224,25,nonexistent solution,no better solution found,True,True,114,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
