iteration,qiskit,psf_true,psf_false
0,0.0072029000002657995,0.0009160999998130137,0.0007734999999229331
1,0.008563300000332674,0.000905999999758933,0.0007816999996066443
2,0.00881759999992937,0.0013731999997617095,0.001193900000089343
3,0.007550199999968754,0.000923999999940861,0.0007691000000704662
4,0.0073735999999371415,0.0009168000001409382,0.0007812000003468711
5,0.008252599999650556,0.001394099999743048,0.0012195999997857143
6,0.007421300000260089,0.000901000000339991,0.0007666999999855761
7,0.007272199999988516,0.0009058999999069783,0.0007746999999653781
8,0.00687130000005709,0.0008935000000747095,0.0007765000000290456
9,0.006926900000053138,0.0016912999999476597,0.0008296999999402033
10,0.008159399999840389,0.0009184999998979038,0.0007578999998258951
11,0.006425600000056875,0.0014962000000195985,0.0008176999999705004
12,0.006986700000197743,0.0015103999999155349,0.0008775999999670603
13,0.006785100000342936,0.0013739999999415886,0.0011880000001838198
14,0.006889299999784271,0.0009310000000368746,0.0007685999999011983
15,0.009330400000180816,0.000994300000002113,0.000802300000032119
16,0.008609700000306475,0.0014664000000266242,0.0008240000001933367
17,0.007118699999864475,0.0009316999999100517,0.0007767000001877022
18,0.008117699999729666,0.0009294999999838183,0.0007709999999860884
19,0.00793759999987742,0.0008861999999680847,0.0007808999998815125
20,0.006831599999713944,0.0009394000003339897,0.0007830999998077459
21,0.008275000000139698,0.0015893999998297659,0.0008198999998967338
22,0.00988680000000386,0.0009299999996983388,0.0007649999997738632
23,0.0069035000001349545,0.0008884999997462728,0.0007502000003114517
24,0.007561899999927846,0.0024763999999777297,0.0014565000001312
25,0.0066221000001860375,0.0015318000000661414,0.0013320999996722094
26,0.006520299999920098,0.0009577000000717817,0.0007944999997562263
27,0.007464400000117166,0.001017399999909685,0.0007510000000365835
28,0.00680850000026112,0.0014342999998007144,0.0011924000000362867
29,0.008931399999710266,0.0009671000002526853,0.0007734999999229331
30,0.00877119999995557,0.0009225999997397594,0.0007590000000163855
31,0.008415700000114157,0.0015152999999372696,0.0008004000001164968
32,0.007267899999988003,0.0009519000000182132,0.0007716999998592655
33,0.00738359999968452,0.0009273000000575848,0.000764699999763252
34,0.008274299999811774,0.0018605999998726475,0.0010535000001254957
35,0.007704799999828538,0.0009207000002788845,0.0007663000001230102
36,0.007292899999811198,0.0009195000002364395,0.0007921000001260836
37,0.008332899999913934,0.0015456000000995118,0.0008701000001565262
38,0.008271700000022975,0.001000599999770202,0.0007762000000184344
39,0.009001299999908952,0.000923999999940861,0.0007679999998799758
40,0.00864259999980277,0.0009400999997524195,0.000759499999730906
41,0.006936099999620637,0.0009853999999904772,0.0008432999998149171
42,0.007497099999909551,0.0009448999999221996,0.0007705000002715678
43,0.007015400000000227,0.0016342999997505103,0.0011976000000686327
44,0.010778400000162947,0.0009546999999656691,0.0007703000001129112
45,0.007429200000387937,0.0010279999996782863,0.0007848000000194588
46,0.009073199999875214,0.0009693000001789187,0.0007703000001129112
47,0.00826969999980065,0.0015880999999353662,0.0011463999999250518
48,0.007035000000087166,0.0009417999999641324,0.0007721000001765788
49,0.008132800000112184,0.0015720000001238077,0.0012395000003380119
50,0.006701000000248314,0.0017826000002969522,0.0011961000000155764
51,0.009186100000079023,0.0009489999997640552,0.0007881999999881373
52,0.008792999999968742,0.0009549999999762804,0.000778699999955279
53,0.007378200000403012,0.0015143000000534812,0.0008171000004040252
54,0.007292499999948632,0.0009261000000151398,0.000763499999720807
55,0.006960300000173447,0.0008932999999160529,0.0007645999999112973
56,0.00682409999990341,0.000921700000162673,0.000766000000112399
57,0.007235599999603437,0.0015511999999944237,0.0008310999996865576
58,0.00828109999974913,0.000978599999598373,0.0007941999997456151
59,0.008763599999838334,0.0017705000000205473,0.0012231999999130494
60,0.009276799999952345,0.0009757000002537097,0.000778800000261981
61,0.00835030000007464,0.0009185999997498584,0.0007696999996369414
62,0.0072054999995998514,0.0009543000001031032,0.000802300000032119
63,0.008540099999663653,0.0009669000000940287,0.0007728000000497559
64,0.007309999999961292,0.0016708999996808416,0.0008322999997290026
65,0.007386199999928067,0.0012655000000449945,0.0008296000000882486
66,0.007412000000385888,0.0009568999998919026,0.0007964999999785505
67,0.006741799999872455,0.0009392000001753331,0.0007817000000613916
68,0.007168199999796343,0.000978300000042509,0.000766000000112399
69,0.00791399999980058,0.0009561000001667708,0.0007915999999568157
70,0.008729700000003504,0.0009221000000252388,0.0007637000003342109
71,0.007891299999755574,0.0009254999999939173,0.0007823999999345688
72,0.006698200000300858,0.0011048000001210312,0.0007899000001998502
73,0.006987799999933486,0.001390700000229117,0.0012257999997018487
74,0.005860500000380853,0.000912399999833724,0.0007688999999118096
75,0.007080599999881088,0.0009248000001207402,0.000775200000134646
76,0.006876099999772123,0.0009432000001652341,0.0007835000001250592
77,0.0076060000001234584,0.0009359999999105639,0.0007807000001776032
78,0.007176300000082847,0.0009439000000384112,0.0007872000001043489
79,0.007643200000075012,0.0009826000000430213,0.0008508999999321532
80,0.007556200000180979,0.0009288000001106411,0.000768400000197289
81,0.007199300000138464,0.0009738000003380876,0.0007927999999992608
82,0.007488600000215229,0.000913599999876169,0.0007742999996480648
83,0.05440249999992375,0.0009223000001838955,0.0007748999996692874
84,0.007846299999982875,0.0014953999998397194,0.0007883999996920465
85,0.008084999999937281,0.0009049000000231899,0.000767099999848142
86,0.008208700000068347,0.0009960000002138258,0.000771200000144745
87,0.007171199999902456,0.0009264999998777057,0.0007733000002190238
88,0.008444499999768595,0.0014704000000165252,0.0007970000001478184
89,0.008359099999779573,0.0009368999999423977,0.0007836999998289684
90,0.008978400000160036,0.0009339999996882398,0.0007820999999239575
91,0.008538799999769253,0.001000300000214338,0.0008122000003822905
92,0.008055300000251009,0.0009595000001354492,0.0008170999999492778
93,0.00822969999990164,0.0015576999999211694,0.0012997999997423904
94,0.008771499999966181,0.0009299999996983388,0.0007815000003574823
95,0.009202499999901192,0.0009889000002658577,0.000853000000006432
96,0.007008799999766779,0.001447599999664817,0.0012234999999236607
97,0.007901800000126968,0.0014019000000189408,0.0012490999997680774
98,0.007415000000037253,0.000940900000387046,0.0007820000000720029
99,0.008590400000230147,0.0009555999999975029,0.0007922999998299929
100,0.007691199999953824,0.001421699999809789,0.0011917000001631095
101,0.0065641000001051,0.0009596999998393585,0.0007885999998507032
102,0.006824499999765976,0.0009586999999555701,0.000765899999805697
103,0.008114799999930256,0.0009906000000228232,0.0007890000001680164
104,0.008657599999878585,0.000947600000017701,0.0007800999997016334
105,0.007963800000197807,0.0018012000000453554,0.0011946999998144747
106,0.007211699999970733,0.0015027999997982988,0.0008628000000499014
107,0.007272699999703036,0.0009150000000772707,0.0007419999997182458
108,0.008291799999824434,0.0009139000003415276,0.0007584999998471176
109,0.008420500000283937,0.0009768000004442001,0.0007755000001452572
110,0.008404899999732152,0.0009235000002263405,0.0007748999996692874
111,0.007979299999988143,0.0009328999999524967,0.0007786000001033244
112,0.008071300000210613,0.0019204000000172528,0.0009921000000758795
113,0.008060799999839219,0.0009202000001096167,0.0007714000003034016
114,0.0070719000000281085,0.001393000000007305,0.0012209000001348613
115,0.00953319999962332,0.0009534999999232241,0.0007949999999254942
116,0.007274799999777315,0.0009195000002364395,0.000764800000069954
117,0.007798000000093452,0.0015659999999115826,0.0008082000003923895
118,0.007464799999979732,0.0009340999999949418,0.0007626999999956752
119,0.009003099999972619,0.0009162000001197157,0.000775200000134646
120,0.00784380000004603,0.000934299999698851,0.0007792000001245469
121,0.0068965999998908956,0.0009511999996902887,0.0007836999998289684
122,0.007773699999688688,0.000925300000290008,0.0007654999999431311
123,0.008602200000041194,0.0009974999998121348,0.0008230000003095483
124,0.009199900000112393,0.0009456000002501241,0.0007689999997637642
125,0.007644299999810755,0.0009282000000894186,0.0007623000001331093
126,0.008172500000000582,0.0009729000003062538,0.0007805000000189466
127,0.007976399999733985,0.0009653000001890177,0.000791799999660725
128,0.0077756000000590575,0.000977600000169332,0.0007850000001781154
129,0.008075599999756378,0.00201660000038828,0.0012140000003455498
130,0.009095199999592296,0.0009205000001202279,0.0007765000000290456
131,0.007381200000054378,0.0009329999998044514,0.0007711000002927904
132,0.0073154000001522945,0.0009172000000035041,0.0007868999996389903
133,0.0075527999997575535,0.0009740000000419968,0.0007731999999123218
134,0.008961100000306033,0.0009373000002597109,0.0007695999997849867
135,0.007654300000012881,0.0009552999999868916,0.0007934999998724379
136,0.007060800000090239,0.000962800000252173,0.0008106999998744868
137,0.008058399999754329,0.0009352000001854321,0.0009039000001394015
138,0.007321599999613682,0.0009774000000106753,0.0007805000000189466
139,0.006571399999756977,0.000934500000312255,0.0007694000000810775
140,0.007654199999706179,0.0017050999999810301,0.0012156000002505607
141,0.008245699999861245,0.0012265999998817279,0.000798199999735516
142,0.009844900000189227,0.0010903000002144836,0.0008342999999513268
143,0.00799090000009528,0.0014740999999958149,0.0011921000000256754
144,0.007866199999625678,0.0010064999996757251,0.0007810000001882145
145,0.006774700000278244,0.0009704999997666164,0.000773899999785499
146,0.007499800000005052,0.0009895000002870802,0.0007985000002008746
147,0.007311300000310439,0.0009171999995487568,0.0008074000002125103
148,0.007782399999996414,0.0009759999998095736,0.0007863000000725151
149,0.006605999999919732,0.000971899999967718,0.000811500000054366
150,0.007537799999681738,0.0014275000003181049,0.0012169000001449604
151,0.007399900000109483,0.0014654000001428358,0.0012136000000282365
152,0.007390099999611266,0.0009429000001546228,0.0007784999997966224
153,0.006446899999900779,0.0014113000001998444,0.0012230999996063474
154,0.006607399999666086,0.0009481000001869688,0.0007690000002185116
155,0.007367600000179664,0.0011406000003262307,0.0007662000002710556
156,0.006776900000204478,0.0014053999998395739,0.0012198999997963256
157,0.006990200000018376,0.0015132000003177382,0.001330000000052678
158,0.0075383999997029605,0.0010023999998338695,0.0008229000000028464
159,0.00833039999997709,0.001065400000243244,0.0008329000002049725
160,0.006648800000220945,0.0009479000000283122,0.0007834000002731045
161,0.006243299999823648,0.0013802999997096776,0.0012098000001969922
162,0.006043700000191166,0.001403299999765295,0.0012295999999878404
163,0.007053900000300928,0.0014835000001767185,0.0012443999999049993
164,0.006450599999880069,0.0009372999998049636,0.0007882999998400919
165,0.0077599999999620195,0.0013962000002720742,0.0012031999999635445
166,0.009441600000172912,0.0009685999998509942,0.0008055000002968882
167,0.010129799999958777,0.0009435000001758453,0.0007679000000280212
168,0.008058800000071642,0.0010286000001542561,0.0007975999997142935
169,0.006379299999935029,0.0014691000001221255,0.0011527999999998428
170,0.00665900000012698,0.0009306000001743087,0.0007779999996273546
171,0.00648540000020148,0.001012199999877339,0.0008050000001276203
172,0.00671829999964757,0.0014538000000356988,0.0012252999999873282
173,0.006646499999988009,0.0014422999997805164,0.001220499999817548
174,0.006988099999944097,0.001555499999994936,0.0008299000000988599
175,0.007138100000247505,0.0014427000000978296,0.0012471999998524552
176,0.006417800000235729,0.0009208999999827938,0.0007248000001709443
177,0.006891199999699893,0.001574599999912607,0.0007703000001129112
178,0.007149999999910506,0.0015279999997801497,0.001248099999884289
179,0.00797839999995631,0.001000700000076904,0.0007207999997262959
