p2,seed,iteration,loss
0.01,0,147,0.0015659498174373401
0.01,0,148,0.001565488030239208
0.01,0,149,0.001565041498310693
0.01,0,150,0.0015646099774246755
0.01,0,151,0.0015641930769291679
0.01,0,152,0.0015637902832715718
0.01,0,153,0.0015634010033836112
0.01,0,154,0.0015630246143691821
0.01,0,155,0.001562660508216164
0.01,0,156,0.0015623081246461065
0.01,0,157,0.001561966969873924
0.01,0,158,0.0015616366225847732
0.01,0,159,0.00156131673025633
0.01,0,160,0.0015610069992228115
0.01,0,161,0.0015607071812407092
0.01,0,162,0.0015604170584889632
0.01,0,163,0.0015601364284195136
0.01,0,164,0.0015598650897715007
0.01,0,165,0.0015596028311715615
0.01,0,166,0.0015593494237210474
0.01,0,167,0.0015591046185515682
0.01,0,168,0.0015588681494821453
0.01,0,169,0.0015586397398353502
0.01,0,170,0.0015584191115273957
0.01,0,171,0.0015582059940842047
0.01,0,172,0.0015580001314280463
0.01,0,173,0.0015578012850833098
0.01,0,174,0.0015576092335859268
0.01,0,175,0.0015574237689780866
0.01,0,176,0.0015572446919814476
0.01,0,177,0.0015570718075793386
0.01,0,178,0.0015569049223213074
0.01,0,179,0.0015567438438866448
0.01,0,180,0.0015565883826175546
0.01,0,181,0.0015564383541180225
0.01,0,182,0.0015562935817939744
0.01,0,183,0.0015561538983943806
0.01,0,184,0.0015560191460754313
0.01,0,185,0.0015558891750613515
0.01,0,186,0.0015557638414128742
0.01,0,187,0.0015556430046211069
0.01,0,188,0.0015555265256876377
0.01,0,189,0.0015554142661023207
0.01,0,190,0.001555306087801882
0.01,0,191,0.0015552018539059422
0.01,0,192,0.0015551014298670308
0.01,0,193,0.0015550046846478914
0.01,0,194,0.0015549114916387822
0.01,0,195,0.0015548217291734895
0.01,0,196,0.0015547352806447342
0.01,0,197,0.0015546520343091932
0.01,0,198,0.001554571882904445
0.01,0,199,0.0015544947231854033
0.01,1,0,1.3666837711996318
0.01,1,1,1.1620996015805156
0.01,1,2,0.9208273206398802
0.01,1,3,0.6737379428456013
0.01,1,4,0.4634828283795052
0.01,1,5,0.3269098103193361
0.01,1,6,0.27535006419296804
0.01,1,7,0.27499335307128187
0.01,1,8,0.28318928455781034
0.01,1,9,0.28698091805906056
0.01,1,10,0.2851948751079865
0.01,1,11,0.27828692743766825
0.01,1,12,0.26737256340858334
0.01,1,13,0.2523696115457333
0.01,1,14,0.23070027176689245
0.01,1,15,0.20003132075633323
0.01,1,16,0.16184057311315908
0.01,1,17,0.12120428033716005
0.01,1,18,0.08396534497796047
0.01,1,19,0.054239015979838094
0.01,1,20,0.03340114891541924
0.01,1,21,0.020481975952226453
0.01,1,22,0.013381882553204764
0.01,1,23,0.01004798754791931
0.01,1,24,0.009056467657026524
0.01,1,25,0.009622010269556964
0.01,1,26,0.011330052219144047
0.01,1,27,0.013846683336719633
0.01,1,28,0.01674069755300967
0.01,1,29,0.019461388692041153
0.01,1,30,0.021447509562461324
0.01,1,31,0.022289300911022034
0.01,1,32,0.021848929576947628
0.01,1,33,0.020278303254571986
0.01,1,34,0.01793473872581145
0.01,1,35,0.01524517324022811
0.01,1,36,0.01258293131730909
0.01,1,37,0.010198755104716448
0.01,1,38,0.00821160719537484
0.01,1,39,0.006638561937180496
0.01,1,40,0.0054369279887218885
0.01,1,41,0.00454004729886246
0.01,1,42,0.003879944587644686
0.01,1,43,0.003397994544760605
0.01,1,44,0.003047755950233342
0.01,1,45,0.002793915687883627
0.01,1,46,0.0026099533164272324
0.01,1,47,0.0024758572562252465
0.01,1,48,0.0023763743025885277
0.01,1,49,0.002299830179346227
0.01,1,50,0.002237382816188026
0.01,1,51,0.0021825384627549883
0.01,1,52,0.002130793012722512
0.01,1,53,0.0020793120063351926
0.01,1,54,0.0020266102537282284
0.01,1,55,0.001972226397099133
0.01,1,56,0.0019164069379723398
0.01,1,57,0.0018598203849817408
0.01,1,58,0.0018033192818561494
0.01,1,59,0.001747760353252269
0.01,1,60,0.0016938845102756235
0.01,1,61,0.0016422513699382332
0.01,1,62,0.0015932183489001171
0.01,1,63,0.0015469523781100802
0.01,1,64,0.0015034623543410746
0.01,1,65,0.001462641889909814
0.01,1,66,0.001424314076306092
0.01,1,67,0.0013882723332415412
0.01,1,68,0.0013543136431094305
0.01,1,69,0.0013222623901644405
0.01,1,70,0.0012919845519104817
0.01,1,71,0.001263393105956769
0.01,1,72,0.0012364462339953253
0.01,1,73,0.0012111402648645312
0.01,1,74,0.001187499358733777
0.01,1,75,0.001165563765665518
0.01,1,76,0.0011453781723168247
0.01,1,77,0.0011269812566150525
0.01,1,78,0.0011103971678140246
0.01,1,79,0.0010956292877041134
0.01,1,80,0.0010826563377912372
0.01,1,81,0.001071430688310833
0.01,1,82,0.0010618785945611855
0.01,1,83,0.00105390202110741
0.01,1,84,0.0010473816974387964
0.01,1,85,0.0010421810621100572
0.01,1,86,0.0010381507815886435
0.01,1,87,0.0010351335645595885
0.01,1,88,0.001032969026393547
0.01,1,89,0.001031498389691384
0.01,1,90,0.001030568835758397
0.01,1,91,0.0010300373503649065
0.01,1,92,0.001029773937275327
0.01,1,93,0.0010296641062170838
0.01,1,94,0.0010296105785616684
0.01,1,95,0.0010295341931128468
0.01,1,96,0.001029374034095146
0.01,1,97,0.0010290868411171558
0.01,1,98,0.001028645793758599
0.01,1,99,0.0010280387890420873
0.01,1,100,0.0010272663466452086
0.01,1,101,0.001026339283481086
0.01,1,102,0.00102527629641556
0.01,1,103,0.0010241015805171616
0.01,1,104,0.0010228425921220358
0.01,1,105,0.001021528043338821
0.01,1,106,0.0010201861896923991
0.01,1,107,0.0010188434475388647
0.01,1,108,0.0010175233544599514
0.01,1,109,0.0010162458653855877
0.01,1,110,0.0010150269605528398
0.01,1,111,0.0010138785289725365
0.01,1,112,0.0010128084828574379
0.01,1,113,0.0010118210541892971
0.01,1,114,0.001010917223779845
0.01,1,115,0.0010100952352285436
0.01,1,116,0.0010093511504462717
0.01,1,117,0.0010086794092600481
0.01,1,118,0.0010080733624395087
0.01,1,119,0.0010075257547448439
0.01,1,120,0.0010070291418202465
0.01,1,121,0.0010065762315585656
0.01,1,122,0.0010061601466463317
0.01,1,123,0.0010057746101419776
0.01,1,124,0.001005414060017469
0.01,1,125,0.0010050737015590608
0.01,1,126,0.0010047495083861178
0.01,1,127,0.0010044381837002257
0.01,1,128,0.0010041370933430963
0.01,1,129,0.0010038441814853275
0.01,1,130,0.0010035578784685505
0.01,1,131,0.0010032770086689483
0.01,1,132,0.0010030007044111626
0.01,1,133,0.0010027283301039598
0.01,1,134,0.0010024594190174636
0.01,1,135,0.001002193623577484
0.01,1,136,0.001001930678789555
0.01,1,137,0.0010016703774503334
0.01,1,138,0.001001412555169414
0.01,1,139,0.0010011570828957074
0.01,1,140,0.0010009038645743035
0.01,1,141,0.0010006528377133929
0.01,1,142,0.00100040397495139
0.01,1,143,0.0010001572851309455
0.01,1,144,0.0009999128128491506
0.01,1,145,0.0009996706359142846
0.01,1,146,0.000999430860563286
0.01,1,147,0.0009991936146443916
0.01,1,148,0.000998959039236361
0.01,1,149,0.000998727279343497
0.01,1,150,0.000998498474383644
0.01,1,151,0.000998272749176888
0.01,1,152,0.000998050206063882
0.01,1,153,0.0009978309186545215
0.01,1,154,0.000997614927543259
0.01,1,155,0.000997402238153477
0.01,1,156,0.0009971928207011742
0.01,1,157,0.0009969866121161664
0.01,1,158,0.0009967835196330575
0.01,1,159,0.0009965834256772358
0.01,1,160,0.0009963861936205204
0.01,1,161,0.0009961916739655617
0.01,1,162,0.000995999710541973
0.01,1,163,0.0009958101463425624
0.01,1,164,0.0009956228286977374
0.01,1,165,0.0009954376135672797
0.01,1,166,0.0009952543688145586
0.01,1,167,0.0009950729764124041
0.01,1,168,0.000994893333605312
0.01,1,169,0.0009947153531163426
0.01,1,170,0.0009945389625345454
0.01,1,171,0.000994364103051441
0.01,1,172,0.000994190727729321
0.01,1,173,0.0009940187994843472
0.01,1,174,0.0009938482889558875
0.01,1,175,0.0009936791724111894
0.01,1,176,0.0009935114298048535
0.01,1,177,0.0009933450430813697
0.01,1,178,0.000993179994777484
0.01,1,179,0.000993016266947357
0.01,1,180,0.0009928538404109844
0.01,1,181,0.0009926926943006177
0.01,1,182,0.0009925328058682393
0.01,1,183,0.0009923741505036567
0.01,1,184,0.0009922167019117186
0.01,1,185,0.0009920604323954874
0.01,1,186,0.0009919053131981
0.01,1,187,0.0009917513148618407
0.01,1,188,0.0009915984075737952
0.01,1,189,0.0009914465614735573
0.01,1,190,0.000991295746910782
0.01,1,191,0.0009911459346460493
0.01,1,192,0.0009909970959959269
0.01,1,193,0.0009908492029277222
0.01,1,194,0.000990702228112492
0.01,1,195,0.0009905561449465112
0.01,1,196,0.0009904109275508935
0.01,1,197,0.0009902665507585341
0.01,1,198,0.0009901229900963736
0.01,1,199,0.0009899802217667414
0.01,2,0,0.6078233132928605
0.01,2,1,0.4528647547624463
0.01,2,2,0.32380999479596034
0.01,2,3,0.2214955558760115
0.01,2,4,0.1500385947938176
0.01,2,5,0.1029843743522585
0.01,2,6,0.07039021901574796
0.01,2,7,0.04705939913499931
0.01,2,8,0.030572271921142532
0.01,2,9,0.019482002967466078
0.01,2,10,0.012446898490664507
0.01,2,11,0.008174648163977755
0.01,2,12,0.005619763526234077
0.01,2,13,0.004072628283666938
0.01,2,14,0.0031076330986532473
0.01,2,15,0.002486349978243883
0.01,2,16,0.0020789466649429765
0.01,2,17,0.0018154984170869353
0.01,2,18,0.0016586710247677194
0.01,2,19,0.0015886173865035892
0.01,2,20,0.0015945593213726305
0.01,2,21,0.0016699834380867378
0.01,2,22,0.001809562579497949
0.01,2,23,0.002006688705124384
0.01,2,24,0.0022512903787931544
0.01,2,25,0.0025283903715314516
0.01,2,26,0.002818314077342136
0.01,2,27,0.0030991415389091106
0.01,2,28,0.003350857557315802
0.01,2,29,0.003559464471286416
0.01,2,30,0.003719144033952028
0.01,2,31,0.0038316379748458704
0.01,2,32,0.003903510825430339
0.01,2,33,0.00394281310374252
0.01,2,34,0.003956534731707397
0.01,2,35,0.003949490521636451
0.01,2,36,0.003924460940873607
0.01,2,37,0.003882928126483911
0.01,2,38,0.0038257681129774007
0.01,2,39,0.003753643071481852
0.01,2,40,0.0036672052758092467
0.01,2,41,0.0035672992448467326
0.01,2,42,0.0034551935068586758
0.01,2,43,0.003332744464515586
0.01,2,44,0.0032024179690516444
0.01,2,45,0.0030671760602822814
0.01,2,46,0.002930258408048426
0.01,2,47,0.002794869622305631
0.01,2,48,0.0026638046028337717
0.01,2,49,0.0025391016341345988
0.01,2,50,0.002421836798649832
0.01,2,51,0.002312130942328664
0.01,2,52,0.002209363585406517
0.01,2,53,0.002112522350509388
0.01,2,54,0.0020205839555295577
0.01,2,55,0.0019328249195805678
0.01,2,56,0.0018489902428469522
0.01,2,57,0.0017692960424393828
0.01,2,58,0.0016942923303764174
0.01,2,59,0.001624648021215993
0.01,2,60,0.0015609310861886409
0.01,2,61,0.0015034432275854363
0.01,2,62,0.0014521408052831396
0.01,2,63,0.0014066446791983058
0.01,2,64,0.0013663198491615245
0.01,2,65,0.0013303942501446092
0.01,2,66,0.0012980839335992517
0.01,2,67,0.0012686969450350404
0.01,2,68,0.0012416981164172988
0.01,2,69,0.0012167290993067212
0.01,2,70,0.0011935893032539106
0.01,2,71,0.0011721912624996305
0.01,2,72,0.0011525068245414757
0.01,2,73,0.0011345186503371868
0.01,2,74,0.0011181864620832915
0.01,2,75,0.0011034314314741817
0.01,2,76,0.0010901369043795782
0.01,2,77,0.0010781603578981437
0.01,2,78,0.0010673503240068562
0.01,2,79,0.0010575626440290362
0.01,2,80,0.001048672184341332
0.01,2,81,0.0010405783205966088
0.01,2,82,0.001033204465392006
0.01,2,83,0.0010264932681559868
0.01,2,84,0.0010203997058792057
0.01,2,85,0.0010148841836902477
0.01,2,86,0.0010099071949306194
0.01,2,87,0.0010054263199978006
0.01,2,88,0.0010013956083864484
0.01,2,89,0.0009977668461709375
0.01,2,90,0.0009944919270772385
0.01,2,91,0.0009915255068504015
0.01,2,92,0.0009888272647532049
0.01,2,93,0.0009863633390812675
0.01,2,94,0.0009841067668056066
0.01,2,95,0.0009820369835519022
0.01,2,96,0.0009801385992262441
0.01,2,97,0.0009783997508872435
0.01,2,98,0.0009768103571888367
0.01,2,99,0.0009753605721926524
0.01,2,100,0.0009740396733009232
0.01,2,101,0.0009728355279271675
0.01,2,102,0.0009717346751556273
0.01,2,103,0.0009707229442788536
0.01,2,104,0.0009697864295296209
0.01,2,105,0.0009689125708872545
0.01,2,106,0.0009680910735045937
0.01,2,107,0.0009673144420575015
0.01,2,108,0.0009665780044294917
0.01,2,109,0.0009658794285389481
0.01,2,110,0.0009652178628677888
0.01,2,111,0.0009645929207184882
0.01,2,112,0.0009640037561790835
0.01,2,113,0.0009634484402526464
0.01,2,114,0.0009629237526941288
0.01,2,115,0.0009624253880048363
0.01,2,116,0.000961948467411624
0.01,2,117,0.0009614881817154391
0.01,2,118,0.000961040377847917
0.01,2,119,0.0009606019425578026
0.01,2,120,0.0009601709123530731
0.01,2,121,0.000959746323704962
0.01,2,122,0.0009593278859999227
0.01,2,123,0.0009589155943558395
0.01,2,124,0.0009585093951757476
0.01,2,125,0.0009581089815204158
0.01,2,126,0.0009577137436963217
0.01,2,127,0.0009573228508709131
0.01,2,128,0.0009569354064369446
0.01,2,129,0.0009565506102124523
0.01,2,130,0.0009561678729360675
0.01,2,131,0.0009557868549550057
0.01,2,132,0.0009554074306467019
0.01,2,133,0.0009550296031718283
0.01,2,134,0.0009546534047716736
0.01,2,135,0.0009542788152348211
0.01,2,136,0.0009539057189389149
0.01,2,137,0.0009535339049164769
0.01,2,138,0.0009531631005359536
0.01,2,139,0.0009527930215149036
0.01,2,140,0.0009524234201735911
0.01,2,141,0.0009520541186644632
0.01,2,142,0.000951685021463123
0.01,2,143,0.0009513161086406472
0.01,2,144,0.0009509474162155967
0.01,2,145,0.0009505790114615249
0.01,2,146,0.0009502109699434569
0.01,2,147,0.0009498433584919216
0.01,2,148,0.0009494762255986124
0.01,2,149,0.0009491095986841405
0.01,2,150,0.0009487434866310282
0.01,2,151,0.0009483778856862455
0.01,2,152,0.0009480127869388478
0.01,2,153,0.0009476481837581229
0.01,2,154,0.0009472840777541587
0.01,2,155,0.0009469204820879372
0.01,2,156,0.0009465574214594255
0.01,2,157,0.0009461949288592726
0.01,2,158,0.0009458330400437885
0.01,2,159,0.0009454717873882141
0.01,2,160,0.0009451111950030751
0.01,2,161,0.0009447512766193854
0.01,2,162,0.0009443920368460943
0.01,2,163,0.0009440334752841199
0.01,2,164,0.0009436755920423701
0.01,2,165,0.0009433183927873413
0.01,2,166,0.0009429618916973074
0.01,2,167,0.0009426061114879588
0.01,2,168,0.000942251080704569
0.01,2,169,0.0009418968293682246
0.01,2,170,0.0009415433845095461
0.01,2,171,0.0009411907670055952
0.01,2,172,0.0009408389905534947
0.01,2,173,0.000940488062815065
0.01,2,174,0.0009401379880602657
0.01,2,175,0.0009397887702488419
0.01,2,176,0.000939440415515199
0.01,2,177,0.0009390929333905967
0.01,2,178,0.0009387463366232461
0.01,2,179,0.0009384006399398724
0.01,2,180,0.0009380558583703975
0.01,2,181,0.0009377120057712262
0.01,2,182,0.0009373690939800722
0.01,2,183,0.000937027132734204
0.01,2,184,0.0009366861301996924
0.01,2,185,0.0009363460937984539
0.01,2,186,0.0009360070309994411
0.01,2,187,0.0009356689498365485
0.01,2,188,0.0009353318590711248
0.01,2,189,0.0009349957680506514
0.01,2,190,0.0009346606863973341
0.01,2,191,0.0009343266236723974
0.01,2,192,0.0009339935891210759
0.01,2,193,0.0009336615915444461
0.01,2,194,0.0009333306392899178
0.01,2,195,0.0009330007403227869
0.01,2,196,0.0009326719023341667
0.01,2,197,0.0009323441328507927
0.01,2,198,0.0009320174393243916
0.01,2,199,0.0009316918291901461
0.01,3,0,0.6521489251488384
0.01,3,1,0.4578381963882186
0.01,3,2,0.30081530646726173
0.01,3,3,0.17831950822527326
0.01,3,4,0.0922139364574342
0.01,3,5,0.043986745149759934
0.01,3,6,0.022757749821543213
0.01,3,7,0.01582658834997626
0.01,3,8,0.015596927058889582
0.01,3,9,0.01866944782254429
0.01,3,10,0.023221989955086654
0.01,3,11,0.027829523219316615
0.01,3,12,0.03118746425811156
0.01,3,13,0.03232339886784186
0.01,3,14,0.031187294731582313
0.01,3,15,0.028546531002900687
0.01,3,16,0.025314184902149935
0.01,3,17,0.0221132179288533
0.01,3,18,0.019243109875851424
0.01,3,19,0.01683496250719079
0.01,3,20,0.014960755351840806
0.01,3,21,0.013640035929613813
0.01,3,22,0.012802907915456109
0.01,3,23,0.012265725757831381
0.01,3,24,0.011764661341379356
0.01,3,25,0.01106588643774778
0.01,3,26,0.010084720271386825
0.01,3,27,0.008905906480558107
0.01,3,28,0.007695054606020521
0.01,3,29,0.00659290900172914
0.01,3,30,0.005667780035919797
0.01,3,31,0.004926861537988126
0.01,3,32,0.00434806224206681
0.01,3,33,0.0039038673273032584
0.01,3,34,0.0035712932369268684
0.01,3,35,0.0033330611025287004
0.01,3,36,0.003175312248833044
0.01,3,37,0.00308445007637005
0.01,3,38,0.003044224697773458
0.01,3,39,0.0030341853508902665
0.01,3,40,0.0030307865704623915
0.01,3,41,0.003011544722386518
0.01,3,42,0.0029606625862706234
0.01,3,43,0.002873001852387381
0.01,3,44,0.0027539720848373233
0.01,3,45,0.002615575530428096
0.01,3,46,0.0024711427330866313
0.01,3,47,0.0023314104245123783
0.01,3,48,0.0022030354611072976
0.01,3,49,0.0020890674763394974
0.01,3,50,0.001990277945148743
0.01,3,51,0.0019064339850890849
0.01,3,52,0.0018370803883904462
0.01,3,53,0.001781788346795375
0.01,3,54,0.0017400372080441785
0.01,3,55,0.0017109490809933245
0.01,3,56,0.001693063667703096
0.01,3,57,0.001684276414155719
0.01,3,58,0.0016819909525808358
0.01,3,59,0.0016834603216885503
0.01,3,60,0.0016862173367778884
0.01,3,61,0.0016884479087300045
0.01,3,62,0.0016891732818733914
0.01,3,63,0.0016881839812620267
0.01,3,64,0.0016857737569604503
0.01,3,65,0.0016823989860516048
0.01,3,66,0.0016784005012967975
0.01,3,67,0.0016738750554428448
0.01,3,68,0.0016687070972980977
0.01,3,69,0.0016627062037975883
0.01,3,70,0.0016557648475421924
0.01,3,71,0.0016479601558546983
0.01,3,72,0.001639561522320978
0.01,3,73,0.0016309533341061044
0.01,3,74,0.0016225175088797653
0.01,3,75,0.0016145308985147512
0.01,3,76,0.001607117760301322
0.01,3,77,0.0016002680393305481
0.01,3,78,0.001593902867957849
0.01,3,79,0.0015879516091067071
0.01,3,80,0.0015824053269595196
0.01,3,81,0.0015773271606067997
0.01,3,82,0.0015728219355944486
0.01,3,83,0.0015689849581161006
0.01,3,84,0.0015658561046300533
0.01,3,85,0.001563399114314578
0.01,3,86,0.0015615121313541018
0.01,3,87,0.001560061240161727
0.01,3,88,0.0015589201532564512
0.01,3,89,0.00155799912898835
0.01,3,90,0.0015572534080127323
0.01,3,91,0.0015566717910848254
0.01,3,92,0.0015562544416524858
0.01,3,93,0.0015559920914107557
0.01,3,94,0.0015558559701419352
0.01,3,95,0.0015558011751485277
0.01,3,96,0.0015557794289479104
0.01,3,97,0.001555753385795838
0.01,3,98,0.0015557051532800797
0.01,3,99,0.0015556356194998354
0.01,3,100,0.0015555561471597326
0.01,3,101,0.0015554776712778942
0.01,3,102,0.0015554027576338157
0.01,3,103,0.0015553239267907409
0.01,3,104,0.00155522802210326
0.01,3,105,0.0015551034954754198
0.01,3,106,0.0015549465213412156
0.01,3,107,0.001554763015527828
0.01,3,108,0.0015545660550324303
0.01,3,109,0.0015543705018701858
0.01,3,110,0.0015541877147384837
0.01,3,111,0.0015540227398716047
0.01,3,112,0.0015538747907389544
0.01,3,113,0.0015537401066238082
0.01,3,114,0.0015536152978795658
0.01,3,115,0.0015534994127395626
0.01,3,116,0.0015533939527847776
0.01,3,117,0.0015533012761768596
0.01,3,118,0.0015532226020961181
0.01,3,119,0.0015531568367986115
0.01,3,120,0.0015531008006542165
0.01,3,121,0.001553050585195763
0.01,3,122,0.0015530031909012322
0.01,3,123,0.0015529575556421406
0.01,3,124,0.0015529145225661172
0.01,3,125,0.0015528759113108848
0.01,3,126,0.0015528432957374956
0.01,3,127,0.0015528171482264042
0.01,3,128,0.001552796712748271
0.01,3,129,0.0015527805290370478
0.01,3,130,0.001552767204343164
0.01,3,131,0.001552755972899407
0.01,3,132,0.00155274678265826
0.01,3,133,0.001552739954285864
0.01,3,134,0.001552735685283347
0.01,3,135,0.0015527337105696996
0.01,3,136,0.0015527332900259207
0.01,3,137,0.0015527334809412095
0.01,3,138,0.00155273349925512
0.01,3,139,0.0015527329548573933
0.01,3,140,0.0015527318517612714
0.01,3,141,0.001552730394302238
0.01,3,142,0.001552728743301022
0.01,3,143,0.0015527268704156987
0.01,3,144,0.0015527245777452816
0.01,3,145,0.0015527216429514613
0.01,3,146,0.0015527179830031553
0.01,3,147,0.0015527137345493877
0.01,3,148,0.001552709211869781
0.01,3,149,0.001552704779075347
0.01,3,150,0.0015527007161527235
0.01,3,151,0.001552697149128571
0.01,3,152,0.0015526940669591729
0.01,3,153,0.0015526913956203133
0.01,3,154,0.0015526890742105337
0.01,3,155,0.001552687089003431
0.01,3,156,0.0015526854562427001
0.01,3,157,0.0015526841781511864
0.01,3,158,0.0015526832090843566
0.01,3,159,0.0015526824560529826
0.01,3,160,0.0015526818118920002
0.01,3,161,0.0015526811982605774
0.01,3,162,0.0015526805917114343
0.01,3,163,0.0015526800191937315
0.01,3,164,0.0015526795290370394
0.01,3,165,0.00155267915678751
0.01,3,166,0.0015526789051541273
0.01,3,167,0.0015526787459334893
0.01,3,168,0.0015526786378096305
0.01,3,169,0.0015526785461560345
0.01,3,170,0.0015526784529807628
0.01,3,171,0.0015526783539092286
0.01,3,172,0.0015526782479369015
0.01,3,173,0.0015526781290865351
0.01,3,174,0.0015526779859046625
0.01,3,175,0.0015526778081722892
0.01,3,176,0.001552677595112292
0.01,3,177,0.001552677358863859
0.01,3,178,0.0015526771207103806
0.01,3,179,0.0015526769024785325
0.01,3,180,0.0015526767183104957
0.01,3,181,0.001552676571179472
0.01,3,182,0.001552676455124391
0.01,3,183,0.001552676360752191
0.01,3,184,0.0015526762802204322
0.01,3,185,0.0015526762091433656
0.01,3,186,0.0015526761453965238
0.01,3,187,0.0015526760867768754
0.01,3,188,0.001552676029738512
0.01,3,189,0.001552675970128312
0.01,3,190,0.0015526759051567552
