backend,num_qubits,twoq,arm,seed,input,label,z_exact,z_noisy,q0_physical,readout_error,routed_2q,blocks,shots,sim_seed,platform,processor,python,qiskit,qiskit_aer,qiskit_ibm_runtime,pennylane
FakeCusco,127,ecr,B,3,10,1,0.9977560581090166,0.909,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,3,11,-1,-0.9977575690804796,-0.932,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,4,00,-1,-0.9977557601066275,-0.92,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,4,01,1,0.9977572710780895,0.926,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,4,10,1,0.9977560581090166,0.909,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,4,11,-1,-0.9977575690804796,-0.932,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,0,00,-1,-0.9977557601066275,-0.915,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,0,01,1,0.9977572710780895,0.9175,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,0,10,1,0.9977560581090166,0.92,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,0,11,-1,-0.9977575690804796,-0.9215,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,1,00,-1,-0.9977557601066275,-0.915,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,1,01,1,0.9977572710780895,0.9175,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,1,10,1,0.9977560581090166,0.92,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,1,11,-1,-0.9977575690804796,-0.9215,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,2,00,-1,-0.9977557601066275,-0.915,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,2,01,1,0.9977572710780895,0.9175,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,2,10,1,0.9977560581090166,0.92,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,2,11,-1,-0.9977575690804796,-0.9215,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,3,00,-1,-0.9977557601066275,-0.915,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,3,01,1,0.9977572710780895,0.9175,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,3,10,1,0.9977560581090166,0.92,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,3,11,-1,-0.9977575690804796,-0.9215,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,4,00,-1,-0.9977557601066275,-0.915,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,4,01,1,0.9977572710780895,0.9175,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,4,10,1,0.9977560581090166,0.92,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,A,4,11,-1,-0.9977575690804796,-0.9215,0,0.011474609375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,0,00,-1,-0.9977557601066275,-0.9635,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,0,01,1,0.9977572710780895,0.969,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,0,10,1,0.9977560581090166,0.972,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,0,11,-1,-0.9977575690804796,-0.9705,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,1,00,-1,-0.9977557601066275,-0.9635,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,1,01,1,0.9977572710780895,0.969,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,1,10,1,0.9977560581090166,0.972,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,1,11,-1,-0.9977575690804796,-0.9705,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,2,00,-1,-0.9977557601066275,-0.9635,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,2,01,1,0.9977572710780895,0.969,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,2,10,1,0.9977560581090166,0.972,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,2,11,-1,-0.9977575690804796,-0.9705,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,3,00,-1,-0.9977557601066275,-0.9635,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,3,01,1,0.9977572710780895,0.969,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,3,10,1,0.9977560581090166,0.972,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,3,11,-1,-0.9977575690804796,-0.9705,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,4,00,-1,-0.9977557601066275,-0.9635,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,4,01,1,0.9977572710780895,0.969,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,4,10,1,0.9977560581090166,0.972,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeFez,156,cz,B,4,11,-1,-0.9977575690804796,-0.9705,44,0.00439453125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,0,00,-1,-0.9977557601066275,-0.906,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,0,01,1,0.9977572710780895,0.8965,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,0,10,1,0.9977560581090166,0.899,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,0,11,-1,-0.9977575690804796,-0.9045,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,1,00,-1,-0.9977557601066275,-0.906,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,1,01,1,0.9977572710780895,0.8965,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,1,10,1,0.9977560581090166,0.899,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,1,11,-1,-0.9977575690804796,-0.9045,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,2,00,-1,-0.9977557601066275,-0.906,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,2,01,1,0.9977572710780895,0.8965,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,2,10,1,0.9977560581090166,0.899,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,2,11,-1,-0.9977575690804796,-0.9045,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,3,00,-1,-0.9977557601066275,-0.906,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,3,01,1,0.9977572710780895,0.8965,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,3,10,1,0.9977560581090166,0.899,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,3,11,-1,-0.9977575690804796,-0.9045,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,4,00,-1,-0.9977557601066275,-0.906,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,4,01,1,0.9977572710780895,0.8965,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,4,10,1,0.9977560581090166,0.899,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,A,4,11,-1,-0.9977575690804796,-0.9045,0,0.035888671875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,0,00,-1,-0.9977557601066275,-0.9175,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,0,01,1,0.9977572710780895,0.912,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,0,10,1,0.9977560581090166,0.9625,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,0,11,-1,-0.9977575690804796,-0.9465,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,1,00,-1,-0.9977557601066275,-0.9175,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,1,01,1,0.9977572710780895,0.912,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,1,10,1,0.9977560581090166,0.9625,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,1,11,-1,-0.9977575690804796,-0.9465,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,2,00,-1,-0.9977557601066275,-0.9175,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,2,01,1,0.9977572710780895,0.912,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,2,10,1,0.9977560581090166,0.9625,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,2,11,-1,-0.9977575690804796,-0.9465,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,3,00,-1,-0.9977557601066275,-0.9175,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,3,01,1,0.9977572710780895,0.912,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,3,10,1,0.9977560581090166,0.9625,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,3,11,-1,-0.9977575690804796,-0.9465,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,4,00,-1,-0.9977557601066275,-0.9175,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,4,01,1,0.9977572710780895,0.912,102,0.019775390625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,4,10,1,0.9977560581090166,0.9625,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKawasaki,127,ecr,B,4,11,-1,-0.9977575690804796,-0.9465,82,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,0,00,-1,-0.9977557601066275,-0.971,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,0,01,1,0.9977572710780895,0.965,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,0,10,1,0.9977560581090166,0.966,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,0,11,-1,-0.9977575690804796,-0.97,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,1,00,-1,-0.9977557601066275,-0.971,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,1,01,1,0.9977572710780895,0.965,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,1,10,1,0.9977560581090166,0.966,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,1,11,-1,-0.9977575690804796,-0.97,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,2,00,-1,-0.9977557601066275,-0.971,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,2,01,1,0.9977572710780895,0.965,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,2,10,1,0.9977560581090166,0.966,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,2,11,-1,-0.9977575690804796,-0.97,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,3,00,-1,-0.9977557601066275,-0.971,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,3,01,1,0.9977572710780895,0.965,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,3,10,1,0.9977560581090166,0.966,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,3,11,-1,-0.9977575690804796,-0.97,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,4,00,-1,-0.9977557601066275,-0.971,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,4,01,1,0.9977572710780895,0.965,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,4,10,1,0.9977560581090166,0.966,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,A,4,11,-1,-0.9977575690804796,-0.97,0,0.009521484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,0,00,-1,-0.9977557601066275,-0.651,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,0,01,1,0.9977572710780895,0.659,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,0,10,1,0.9977560581090166,0.663,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,0,11,-1,-0.9977575690804796,-0.6495,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,1,00,-1,-0.9977557601066275,-0.651,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,1,01,1,0.9977572710780895,0.659,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,1,10,1,0.9977560581090166,0.663,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,1,11,-1,-0.9977575690804796,-0.6495,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,2,00,-1,-0.9977557601066275,-0.651,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,2,01,1,0.9977572710780895,0.659,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,2,10,1,0.9977560581090166,0.663,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeKingston,156,cz,B,2,11,-1,-0.9977575690804796,-0.6495,1,0.168212890625,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
