backend,layers,blocks,circuit,arm,twoq,depth,size,layout,tvd_noisy,tvd_ideal,psf_fallbacks
fake_marrakesh,2,3,9,Q3,9,34,90,"[14, 13, 12, 11]",0.025799293023502277,0.019108910255901904,
fake_marrakesh,2,3,9,P,9,42,102,"[14, 13, 12, 11]",0.025799293023502277,0.019108910255901904,0
fake_marrakesh,2,3,9,Z,9,42,102,"[14, 13, 12, 11]",0.025799293023502284,0.019108910255901904,
fake_marrakesh,4,6,0,Q3,18,62,156,"[14, 13, 12, 11]",0.035511071260396626,0.02191715686927013,
fake_marrakesh,4,6,0,P,18,78,180,"[14, 13, 12, 11]",0.03426107126039664,0.02191715686927013,0
fake_marrakesh,4,6,0,Z,18,78,180,"[14, 13, 12, 11]",0.03751107126039664,0.02191715686927013,
fake_marrakesh,4,6,1,Q3,18,62,156,"[14, 13, 12, 11]",0.027094509098042296,0.018785278123356515,
fake_marrakesh,4,6,1,P,18,78,180,"[14, 13, 12, 11]",0.0271120188649037,0.018785278123356515,0
fake_marrakesh,4,6,1,Z,18,78,180,"[14, 13, 12, 11]",0.026612018864903702,0.018785278123356515,
fake_marrakesh,4,6,2,Q3,18,62,156,"[14, 13, 12, 11]",0.031014340648709986,0.021393551677812126,
fake_marrakesh,4,6,2,P,18,78,180,"[14, 13, 12, 11]",0.0322036025551913,0.021393551677812126,0
fake_marrakesh,4,6,2,Z,18,78,180,"[14, 13, 12, 11]",0.032203602555191294,0.021393551677812126,
fake_marrakesh,4,6,3,Q3,18,62,156,"[14, 13, 12, 11]",0.028565587509125905,0.02605770675013328,
fake_marrakesh,4,6,3,P,18,78,180,"[14, 13, 12, 11]",0.028342014770905616,0.02605770675013328,0
fake_marrakesh,4,6,3,Z,18,78,180,"[14, 13, 12, 11]",0.029592014770905617,0.02605770675013328,
fake_marrakesh,4,6,4,Q3,18,62,156,"[14, 13, 12, 11]",0.027252016280849414,0.024741848768475738,
fake_marrakesh,4,6,4,P,18,78,180,"[14, 13, 12, 11]",0.026442840870751057,0.024741848768475738,0
fake_marrakesh,4,6,4,Z,18,78,180,"[14, 13, 12, 11]",0.026942840870751054,0.024741848768475738,
fake_marrakesh,4,6,5,Q3,18,62,156,"[14, 13, 12, 11]",0.025044425597321077,0.021073683721200068,
fake_marrakesh,4,6,5,P,18,78,180,"[14, 13, 12, 11]",0.024044425597321076,0.021073683721200068,0
fake_marrakesh,4,6,5,Z,18,78,180,"[14, 13, 12, 11]",0.024044425597321076,0.021073683721200068,
fake_marrakesh,4,6,6,Q3,18,62,156,"[14, 13, 12, 11]",0.025165713913009896,0.01789558372232394,
fake_marrakesh,4,6,6,P,18,78,180,"[14, 13, 12, 11]",0.026267317884316087,0.01789558372232394,0
fake_marrakesh,4,6,6,Z,18,78,180,"[14, 13, 12, 11]",0.025915713913009897,0.01789558372232394,
fake_marrakesh,4,6,7,Q3,18,62,156,"[14, 13, 12, 11]",0.0240883915385016,0.02245366506856538,
fake_marrakesh,4,6,7,P,18,78,180,"[14, 13, 12, 11]",0.024185696918788146,0.02245366506856538,0
fake_marrakesh,4,6,7,Z,18,78,180,"[14, 13, 12, 11]",0.02468569691878816,0.02245366506856538,
fake_marrakesh,4,6,8,Q3,18,62,156,"[14, 13, 12, 11]",0.020614875235771418,0.0217774718950446,
fake_marrakesh,4,6,8,P,18,78,180,"[14, 13, 12, 11]",0.02161487523577142,0.0217774718950446,0
fake_marrakesh,4,6,8,Z,18,78,180,"[14, 13, 12, 11]",0.022364875235771433,0.0217774718950446,
fake_marrakesh,4,6,9,Q3,18,62,156,"[14, 13, 12, 11]",0.029394111484049884,0.018764658078980537,
fake_marrakesh,4,6,9,P,18,78,180,"[14, 13, 12, 11]",0.029350059383690542,0.018764658078980537,0
fake_marrakesh,4,6,9,Z,18,78,180,"[14, 13, 12, 11]",0.027894111484049883,0.018764658078980537,
fake_marrakesh,8,12,0,Q3,36,118,288,"[14, 13, 12, 11]",0.03614973396352974,0.022389467860906873,
fake_marrakesh,8,12,0,P,36,150,336,"[14, 13, 12, 11]",0.036016835719537954,0.022389467860906873,0
fake_marrakesh,8,12,0,Z,36,150,336,"[14, 13, 12, 11]",0.03676683571953795,0.022389467860906873,
fake_marrakesh,8,12,1,Q3,36,118,288,"[14, 13, 12, 11]",0.042877006025473306,0.020338047180772763,
fake_marrakesh,8,12,1,P,36,150,336,"[14, 13, 12, 11]",0.042461618967164265,0.020338047180772763,0
fake_marrakesh,8,12,1,Z,36,150,336,"[14, 13, 12, 11]",0.044127006025473293,0.020338047180772763,
fake_marrakesh,8,12,2,Q3,36,118,288,"[14, 13, 12, 11]",0.03359116471873669,0.016815786986569114,
