Workload,Arm,Family,Qubits,Seed,Reps,Status,Time_min_s,Time_median_s,Time_stdev_s,Final_2Q_Gates,Final_Depth,Coupling_Violations,Off_Basis,PSF_Blocks,Peak_RSS_MB,RSS_Delta_MB,TraceMalloc_Peak_MB,Equiv_Infidelity,Platform,Python,Qiskit,StartMethod,CPU
dense,qiskit_opt3,Qiskit,300,1,3,success,0.09473419999994803,0.09760129999995115,0.00347741783088239,450,16,0,,,284.40625,0.140625,0.6847133636474609,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,psf_rl1_cx,PSF-Zero,300,1,3,success,0.04085750000012922,0.04164969999965251,0.0008053857854727115,450,23,0,,PSF-Zero Rust Core executed for 150/150 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,226.1328125,1.4765625,0.8873510360717773,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,psf_rl2_cx,PSF-Zero,300,1,3,success,0.041278499999862106,0.044735100000252714,0.002166233803475665,450,16,0,,PSF-Zero Rust Core executed for 150/150 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,231.17578125,2.796875,0.9006185531616211,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,qiskit_opt1,Qiskit,300,2,3,success,0.06792529999984254,0.0685390999997253,0.0019159656679457685,9000,225,0,,,286.921875,0.63671875,0.6745576858520508,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,qiskit_opt2,Qiskit,300,2,3,success,0.05907999999999447,0.059242100000119535,0.0015629405205086128,450,16,0,,,278.609375,2.32421875,0.6837921142578125,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,qiskit_opt3,Qiskit,300,2,3,success,0.09665620000032504,0.09829870000066876,0.005125341930082433,450,16,0,,,283.41796875,0.85546875,0.6843357086181641,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,psf_rl1_cx,PSF-Zero,300,2,3,success,0.04335869999977149,0.04851570000028005,0.0030856831357669065,450,23,0,,PSF-Zero Rust Core executed for 150/150 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,226.5078125,2.53515625,0.8857221603393555,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,psf_rl2_cx,PSF-Zero,300,2,3,success,0.0446752000007109,0.04541280000012193,0.0007551172116087969,450,16,0,,PSF-Zero Rust Core executed for 150/150 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,231.3984375,3.17578125,0.8968286514282227,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,qiskit_opt1,Qiskit,300,3,3,success,0.07031389999974635,0.07253519999994751,0.002760174842833427,9000,225,0,,,307.765625,3.6796875,0.6740646362304688,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,qiskit_opt2,Qiskit,300,3,3,success,0.05755700000008801,0.05761560000064492,0.0015689920204692265,450,16,0,,,283.84765625,2.8671875,0.6865720748901367,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
