family,k,m,order,j,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
shrinking_dominant,,,,,46,2,0,64,1.0,32,0,3,0,24.54008530000283,32,32,True,True,0,26531.16339999906,26482.965230941772,0.0,26516.56937599182,0.9981833375215922,15148.884534835815,0.7035732269287109,11333.377122879028,0.0,VF2Layout,15148.884534835815,25,nonexistent solution,no better solution found,True,True,147,145,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
shrinking_dominant,,,,,46,2,0,64,1.0,32,0,3,1,51.0826724000035,32,32,True,True,0,27956.948600000032,27914.485931396484,0.0,27935.660123825073,0.9984811407993379,16614.35294151306,14.592647552490234,11285.540342330933,0.0,VF2Layout,16614.35294151306,25,nonexistent solution,no better solution found,True,True,147,145,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
shrinking_dominant,,,,,46,2,0,64,1.0,32,1,3,0,106.13876630000232,32,32,True,True,0,12201.660899998387,12198.811769485474,0.0,12199.354648590088,0.9997664965010694,7150.236129760742,15.736579895019531,5032.839059829712,0.0,VF2Layout,7150.236129760742,25,nonexistent solution,no better solution found,True,True,147,145,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
shrinking_dominant,,,,,46,2,0,64,1.0,32,1,3,1,118.34326280000096,32,32,True,True,0,11704.126899996481,11681.771039962769,0.0,11686.882734298706,0.9980899164692311,6765.652656555176,0.0,4916.118383407593,0.0,VF2Layout,6765.652656555176,25,nonexistent solution,no better solution found,True,True,147,145,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
shrinking_dominant,,,,,46,2,0,64,1.0,32,2,3,0,142.27480020000075,32,32,True,True,0,12505.518499998288,12483.036041259766,0.0,12499.758243560791,0.9982021969949886,7550.264358520508,0.0,4932.771682739258,0.0,VF2Layout,7550.264358520508,25,nonexistent solution,no better solution found,True,True,147,145,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
shrinking_dominant,,,,,46,2,0,64,1.0,32,2,3,1,154.78305810000165,32,32,True,True,0,12298.512600002141,12291.430234909058,0.0,12297.136783599854,0.9994241283215759,7381.1469078063965,3.7338733673095703,4906.549453735352,0.0,VF2Layout,7381.1469078063965,25,nonexistent solution,no better solution found,True,True,147,145,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
