p2,run,seed,iteration,loss
0.005,A_shallow_opt,1,19,-9.997208223913173
0.005,A_shallow_opt,1,20,-10.034840408646865
0.005,A_shallow_opt,1,21,-10.013394682864325
0.005,A_shallow_opt,1,22,-9.976049593532702
0.005,A_shallow_opt,1,23,-10.008881395393857
0.005,A_shallow_opt,1,24,-10.088643338935551
0.005,A_shallow_opt,1,25,-10.127146005061975
0.005,A_shallow_opt,1,26,-10.117424445886515
0.005,A_shallow_opt,1,27,-10.115906877531586
0.005,A_shallow_opt,1,28,-10.127527198884946
0.005,A_shallow_opt,1,29,-10.137782534760282
0.005,A_shallow_opt,1,30,-10.148848122214188
0.005,A_shallow_opt,1,31,-10.169592986234944
0.005,A_shallow_opt,1,32,-10.206320740098203
0.005,A_shallow_opt,1,33,-10.248989139630332
0.005,A_shallow_opt,1,34,-10.283116792431112
0.005,A_shallow_opt,1,35,-10.309058394198091
0.005,A_shallow_opt,1,36,-10.336691569048368
0.005,A_shallow_opt,1,37,-10.367878579697264
0.005,A_shallow_opt,1,38,-10.397054943019576
0.005,A_shallow_opt,1,39,-10.420967600021296
0.005,A_shallow_opt,1,40,-10.438362682995614
0.005,A_shallow_opt,1,41,-10.462809849597283
0.005,A_shallow_opt,1,42,-10.501624755849921
0.005,A_shallow_opt,1,43,-10.541062403158088
0.005,A_shallow_opt,1,44,-10.567904802668222
0.005,A_shallow_opt,1,45,-10.585663984190491
0.005,A_shallow_opt,1,46,-10.603245105441687
0.005,A_shallow_opt,1,47,-10.620825616690787
0.005,A_shallow_opt,1,48,-10.636436158941216
0.005,A_shallow_opt,1,49,-10.65048406044005
0.005,A_shallow_opt,1,50,-10.662174899609763
0.005,A_shallow_opt,1,51,-10.673696520265041
0.005,A_shallow_opt,1,52,-10.68784495450058
0.005,A_shallow_opt,1,53,-10.700929510751195
0.005,A_shallow_opt,1,54,-10.70917054851305
0.005,A_shallow_opt,1,55,-10.717507928230873
0.005,A_shallow_opt,1,56,-10.728915128767202
0.005,A_shallow_opt,1,57,-10.74098836702394
0.005,A_shallow_opt,1,58,-10.751301170087253
0.005,A_shallow_opt,1,59,-10.758743720395277
0.005,D_deep_red,2,0,0.5330787159915942
0.005,D_deep_red,2,1,-1.3956760809360638
0.005,D_deep_red,2,2,-2.8443851812709515
0.005,D_deep_red,2,3,-4.0436676903155035
0.005,D_deep_red,2,4,-5.962699788135556
0.005,D_deep_red,2,5,-5.85345072704679
0.005,D_deep_red,2,6,-7.031588238901285
0.005,D_deep_red,2,7,-7.3644946085218415
0.005,D_deep_red,2,8,-7.538054670101978
0.005,D_deep_red,2,9,-8.223032543563574
0.005,D_deep_red,2,10,-8.481814096602902
0.005,D_deep_red,2,11,-8.380433574251192
0.005,D_deep_red,2,12,-8.552211381854116
0.005,D_deep_red,2,13,-8.937838115081204
0.005,D_deep_red,2,14,-9.089852531215197
0.005,D_deep_red,2,15,-9.102384966238162
0.005,D_deep_red,2,16,-9.140386072463652
0.005,D_deep_red,2,17,-9.379892286854679
0.005,D_deep_red,2,18,-9.542667389381892
0.005,D_deep_red,2,19,-9.615337505066023
0.005,D_deep_red,2,20,-9.560232419966294
0.005,D_deep_red,2,21,-9.750412329549757
0.005,D_deep_red,2,22,-9.810700736257521
0.005,D_deep_red,2,23,-9.822422537957836
0.005,D_deep_red,2,24,-9.817024897283236
0.005,D_deep_red,2,25,-9.873863540986973
0.005,D_deep_red,2,26,-9.990721908742124
0.005,D_deep_red,2,27,-10.066051258560584
0.005,D_deep_red,2,28,-10.099223296757238
0.005,D_deep_red,2,29,-10.125512842415153
0.005,D_deep_red,2,30,-10.197405723498148
0.005,D_deep_red,2,31,-10.231584518726315
0.005,D_deep_red,2,32,-10.229054294532263
0.005,D_deep_red,2,33,-10.307768730184993
0.005,D_deep_red,2,34,-10.363374906148522
0.005,D_deep_red,2,35,-10.397537696574572
0.005,D_deep_red,2,36,-10.44311382569185
0.005,D_deep_red,2,37,-10.471488020448826
0.005,D_deep_red,2,38,-10.471802555936813
0.005,D_deep_red,2,39,-10.488422973985717
0.005,D_deep_red,2,40,-10.507586894154032
0.005,D_deep_red,2,41,-10.526691142725147
0.005,D_deep_red,2,42,-10.553000022019694
0.005,D_deep_red,2,43,-10.555902638482127
0.005,D_deep_red,2,44,-10.571840950728497
0.005,D_deep_red,2,45,-10.598126305410034
0.005,D_deep_red,2,46,-10.614494072062678
0.005,D_deep_red,2,47,-10.62856261720093
0.005,D_deep_red,2,48,-10.643352696025957
0.005,D_deep_red,2,49,-10.665453677779944
0.005,D_deep_red,2,50,-10.683567399492114
0.005,D_deep_red,2,51,-10.698669227593959
0.005,D_deep_red,2,52,-10.719347471262534
0.005,D_deep_red,2,53,-10.730462180987978
0.005,D_deep_red,2,54,-10.743670091218707
0.005,D_deep_red,2,55,-10.760429583104845
0.005,D_deep_red,2,56,-10.76658662318489
0.005,D_deep_red,2,57,-10.778524150373348
0.005,D_deep_red,2,58,-10.785085635596374
0.005,D_deep_red,2,59,-10.785062910426701
0.005,A_shallow_opt,2,0,-0.4785757859070441
0.005,A_shallow_opt,2,1,-3.082261671953993
0.005,A_shallow_opt,2,2,-5.781287744203652
0.005,A_shallow_opt,2,3,-7.775720833063214
0.005,A_shallow_opt,2,4,-7.979660925551434
0.005,A_shallow_opt,2,5,-8.147614753629368
0.005,A_shallow_opt,2,6,-8.227578516519975
0.005,A_shallow_opt,2,7,-8.08756717529252
0.005,A_shallow_opt,2,8,-8.249509478844516
0.005,A_shallow_opt,2,9,-8.50836165771444
0.005,A_shallow_opt,2,10,-8.628268957226844
0.005,A_shallow_opt,2,11,-8.796674942216416
0.005,A_shallow_opt,2,12,-8.970034132113351
0.005,A_shallow_opt,2,13,-9.019960789411563
0.005,A_shallow_opt,2,14,-9.055687483927741
0.005,A_shallow_opt,2,15,-9.155335585978204
0.005,A_shallow_opt,2,16,-9.282109272132884
0.005,A_shallow_opt,2,17,-9.391936290991717
0.005,A_shallow_opt,2,18,-9.469738349499961
0.005,A_shallow_opt,2,19,-9.536402970001832
0.005,A_shallow_opt,2,20,-9.595730050131651
0.005,A_shallow_opt,2,21,-9.653775465441731
0.005,A_shallow_opt,2,22,-9.757428583490604
0.005,A_shallow_opt,2,23,-9.875684938796935
0.005,A_shallow_opt,2,24,-9.933394178057986
0.005,A_shallow_opt,2,25,-9.964821966612657
0.005,A_shallow_opt,2,26,-10.018761107176825
0.005,A_shallow_opt,2,27,-10.068121907173776
0.005,A_shallow_opt,2,28,-10.089671241853072
0.005,A_shallow_opt,2,29,-10.105945898939137
0.005,A_shallow_opt,2,30,-10.147871730135586
0.005,A_shallow_opt,2,31,-10.21674856002107
0.005,A_shallow_opt,2,32,-10.287767723026004
0.005,A_shallow_opt,2,33,-10.338072348411776
0.005,A_shallow_opt,2,34,-10.363167707275782
0.005,A_shallow_opt,2,35,-10.38024557501328
0.005,A_shallow_opt,2,36,-10.408645644137707
0.005,A_shallow_opt,2,37,-10.450180879314471
0.005,A_shallow_opt,2,38,-10.49825001136017
0.005,A_shallow_opt,2,39,-10.541808064142364
0.005,A_shallow_opt,2,40,-10.569958362597223
0.005,A_shallow_opt,2,41,-10.592204941195638
0.005,A_shallow_opt,2,42,-10.625745922333344
0.005,A_shallow_opt,2,43,-10.666468397339028
0.005,A_shallow_opt,2,44,-10.69423165727019
0.005,A_shallow_opt,2,45,-10.706580007854615
0.005,A_shallow_opt,2,46,-10.715155728970494
0.005,A_shallow_opt,2,47,-10.719190730704923
0.005,A_shallow_opt,2,48,-10.72299333437328
0.005,A_shallow_opt,2,49,-10.736807526534651
0.005,A_shallow_opt,2,50,-10.751335180585583
0.005,A_shallow_opt,2,51,-10.756646394938805
0.005,A_shallow_opt,2,52,-10.758939439427786
0.005,A_shallow_opt,2,53,-10.763172078580729
0.005,A_shallow_opt,2,54,-10.76849006195325
0.005,A_shallow_opt,2,55,-10.77332160203856
0.005,A_shallow_opt,2,56,-10.775731339026157
0.005,A_shallow_opt,2,57,-10.776508364778177
0.005,A_shallow_opt,2,58,-10.77942549205661
0.005,A_shallow_opt,2,59,-10.78436558047077
0.01,D_deep_red,0,0,0.28000567790241976
0.01,D_deep_red,0,1,-1.0525773632311042
0.01,D_deep_red,0,2,-1.4793533401964674
0.01,D_deep_red,0,3,-2.4010416561535712
0.01,D_deep_red,0,4,-3.3699232657366025
0.01,D_deep_red,0,5,-4.913668591290077
0.01,D_deep_red,0,6,-6.342010653344435
0.01,D_deep_red,0,7,-6.428778102581938
0.01,D_deep_red,0,8,-6.703218319994487
0.01,D_deep_red,0,9,-7.055121676020761
0.01,D_deep_red,0,10,-7.723607696908365
0.01,D_deep_red,0,11,-7.8135930286593585
0.01,D_deep_red,0,12,-7.560772408884691
0.01,D_deep_red,0,13,-7.831322142213969
0.01,D_deep_red,0,14,-8.087955864925354
0.01,D_deep_red,0,15,-8.232721355332421
0.01,D_deep_red,0,16,-8.259912525829911
0.01,D_deep_red,0,17,-8.326347787356722
0.01,D_deep_red,0,18,-8.425090533847467
0.01,D_deep_red,0,19,-8.482799852992901
0.01,D_deep_red,0,20,-8.516408252568018
0.01,D_deep_red,0,21,-8.522660128045668
0.01,D_deep_red,0,22,-8.5924936562003
0.01,D_deep_red,0,23,-8.635741072479682
0.01,D_deep_red,0,24,-8.682277331499463
0.01,D_deep_red,0,25,-8.73641054628288
0.01,D_deep_red,0,26,-8.76543985741483
0.01,D_deep_red,0,27,-8.801941326339733
0.01,D_deep_red,0,28,-8.842733719195586
0.01,D_deep_red,0,29,-8.846644617079884
0.01,D_deep_red,0,30,-8.863245564265405
0.01,D_deep_red,0,31,-8.905469527661719
0.01,D_deep_red,0,32,-8.923289732687044
0.01,D_deep_red,0,33,-8.947877869055558
0.01,D_deep_red,0,34,-8.992454046335547
0.01,D_deep_red,0,35,-9.01746746049185
0.01,D_deep_red,0,36,-9.042618080282512
0.01,D_deep_red,0,37,-9.07597984181775
0.01,D_deep_red,0,38,-9.114244443913845
0.01,D_deep_red,0,39,-9.153122802213911
0.01,D_deep_red,0,40,-9.160652472287683
0.01,D_deep_red,0,41,-9.168778272799797
0.01,D_deep_red,0,42,-9.2047577442755
0.01,D_deep_red,0,43,-9.240347631065603
0.01,D_deep_red,0,44,-9.252046598298614
0.01,D_deep_red,0,45,-9.27287984601012
0.01,D_deep_red,0,46,-9.29370978719024
0.01,D_deep_red,0,47,-9.315928881243886
0.01,D_deep_red,0,48,-9.334415962412313
0.01,D_deep_red,0,49,-9.348754852014729
0.01,D_deep_red,0,50,-9.367107161045817
0.01,D_deep_red,0,51,-9.383338178223422
0.01,D_deep_red,0,52,-9.401365434225351
0.01,D_deep_red,0,53,-9.414444615427911
0.01,D_deep_red,0,54,-9.429838042208319
0.01,D_deep_red,0,55,-9.443840877988283
0.01,D_deep_red,0,56,-9.455147302271236
0.01,D_deep_red,0,57,-9.466052789451952
0.01,D_deep_red,0,58,-9.473911776287647
0.01,D_deep_red,0,59,-9.485563285955607
0.01,A_shallow_opt,0,0,-0.7797900694937059
0.01,A_shallow_opt,0,1,-3.9271358128141145
0.01,A_shallow_opt,0,2,-4.984859082448353
0.01,A_shallow_opt,0,3,-6.141388014822644
0.01,A_shallow_opt,0,4,-6.960794958865173
0.01,A_shallow_opt,0,5,-7.419141555622245
0.01,A_shallow_opt,0,6,-7.677736172882615
0.01,A_shallow_opt,0,7,-7.702945553339687
0.01,A_shallow_opt,0,8,-7.6967903294874045
0.01,A_shallow_opt,0,9,-7.913522075101141
0.01,A_shallow_opt,0,10,-8.166497675297869
0.01,A_shallow_opt,0,11,-8.26632177963068
0.01,A_shallow_opt,0,12,-8.277764278977541
0.01,A_shallow_opt,0,13,-8.299981314335596
0.01,A_shallow_opt,0,14,-8.366792258321713
0.01,A_shallow_opt,0,15,-8.505143913223549
0.01,A_shallow_opt,0,16,-8.68349504323008
0.01,A_shallow_opt,0,17,-8.803795592031952
0.01,A_shallow_opt,0,18,-8.874983527475916
0.01,A_shallow_opt,0,19,-8.994332403425002
0.01,A_shallow_opt,0,20,-9.11909416152082
0.01,A_shallow_opt,0,21,-9.170330536810777
0.01,A_shallow_opt,0,22,-9.181615614824445
0.01,A_shallow_opt,0,23,-9.2185496671258
0.01,A_shallow_opt,0,24,-9.287394170975086
0.01,A_shallow_opt,0,25,-9.345177120939974
0.01,A_shallow_opt,0,26,-9.368433975286973
0.01,A_shallow_opt,0,27,-9.363891992319235
0.01,A_shallow_opt,0,28,-9.346606541635794
0.01,A_shallow_opt,0,29,-9.347120594384167
0.01,A_shallow_opt,0,30,-9.359606808035542
0.01,A_shallow_opt,0,31,-9.36123082804597
0.01,A_shallow_opt,0,32,-9.367503173356818
0.01,A_shallow_opt,0,33,-9.384262060675692
0.01,A_shallow_opt,0,34,-9.39251469714153
0.01,A_shallow_opt,0,35,-9.3896677419697
0.01,A_shallow_opt,0,36,-9.390127313425864
0.01,A_shallow_opt,0,37,-9.401527914602656
0.01,A_shallow_opt,0,38,-9.408841196716185
0.01,A_shallow_opt,0,39,-9.414627329056975
0.01,A_shallow_opt,0,40,-9.431316937492547
0.01,A_shallow_opt,0,41,-9.444905548335523
0.01,A_shallow_opt,0,42,-9.447662185606893
0.01,A_shallow_opt,0,43,-9.4453626449058
0.01,A_shallow_opt,0,44,-9.446056873634936
0.01,A_shallow_opt,0,45,-9.449983816584638
0.01,A_shallow_opt,0,46,-9.455904456227076
0.01,A_shallow_opt,0,47,-9.46217624377397
0.01,A_shallow_opt,0,48,-9.46389356457872
0.01,A_shallow_opt,0,49,-9.463411328715528
0.01,A_shallow_opt,0,50,-9.464280982338414
0.01,A_shallow_opt,0,51,-9.470750171309653
0.01,A_shallow_opt,0,52,-9.48012267984003
0.01,A_shallow_opt,0,53,-9.485128841354838
0.01,A_shallow_opt,0,54,-9.48477339761487
0.01,A_shallow_opt,0,55,-9.485112725602532
0.01,A_shallow_opt,0,56,-9.489026917852408
0.01,A_shallow_opt,0,57,-9.49556317790321
0.01,A_shallow_opt,0,58,-9.502854558510384
0.01,A_shallow_opt,0,59,-9.50756746732754
0.01,D_deep_red,1,0,0.22034879809940464
0.01,D_deep_red,1,1,-1.3758707144904585
0.01,D_deep_red,1,2,-2.3994888675810184
0.01,D_deep_red,1,3,-4.335477526364872
0.01,D_deep_red,1,4,-5.798887044164125
0.01,D_deep_red,1,5,-5.772798788576453
0.01,D_deep_red,1,6,-6.376719107194377
0.01,D_deep_red,1,7,-6.819415941204434
0.01,D_deep_red,1,8,-6.987695757776972
0.01,D_deep_red,1,9,-7.150334291121925
0.01,D_deep_red,1,10,-7.412939584352953
0.01,D_deep_red,1,11,-7.5328407747295865
0.01,D_deep_red,1,12,-7.542088670599849
0.01,D_deep_red,1,13,-7.767859444729641
0.01,D_deep_red,1,14,-7.993749077652664
0.01,D_deep_red,1,15,-8.014439388767851
0.01,D_deep_red,1,16,-8.118922221462576
0.01,D_deep_red,1,17,-8.34263018177144
0.01,D_deep_red,1,18,-8.40378301355745
0.01,D_deep_red,1,19,-8.502711371920098
0.01,D_deep_red,1,20,-8.618351391237844
0.01,D_deep_red,1,21,-8.644151286622785
0.01,D_deep_red,1,22,-8.62902272387311
0.01,D_deep_red,1,23,-8.754177771932673
0.01,D_deep_red,1,24,-8.780264516362701
0.01,D_deep_red,1,25,-8.783011327166541
0.01,D_deep_red,1,26,-8.801304690423768
0.01,D_deep_red,1,27,-8.887628652641363
0.01,D_deep_red,1,28,-8.933756345767154
0.01,D_deep_red,1,29,-8.963548426023689
0.01,D_deep_red,1,30,-9.002415808806532
0.01,D_deep_red,1,31,-9.003685070446537
0.01,D_deep_red,1,32,-9.035928818265505
0.01,D_deep_red,1,33,-9.055003891034918
0.01,D_deep_red,1,34,-9.089644302086267
0.01,D_deep_red,1,35,-9.11180134325502
0.01,D_deep_red,1,36,-9.095163455828239
0.01,D_deep_red,1,37,-9.109780249944624
0.01,D_deep_red,1,38,-9.162293078241234
0.01,D_deep_red,1,39,-9.165990338685326
0.01,D_deep_red,1,40,-9.180668360075922
0.01,D_deep_red,1,41,-9.198527459407448
0.01,D_deep_red,1,42,-9.199190363245975
0.01,D_deep_red,1,43,-9.218372918063952
0.01,D_deep_red,1,44,-9.230342646378917
0.01,D_deep_red,1,45,-9.231631986381451
0.01,D_deep_red,1,46,-9.246001698232696
0.01,D_deep_red,1,47,-9.244240349935913
0.01,D_deep_red,1,48,-9.259218355924823
0.01,D_deep_red,1,49,-9.266567446431306
0.01,D_deep_red,1,50,-9.273572459786296
0.01,D_deep_red,1,51,-9.282876392422345
0.01,D_deep_red,1,52,-9.286242742889568
0.01,D_deep_red,1,53,-9.294736355913207
0.01,D_deep_red,1,54,-9.30672072819482
0.01,D_deep_red,1,55,-9.311811818840376
0.01,D_deep_red,1,56,-9.315481425387867
0.01,D_deep_red,1,57,-9.322015097782742
0.01,D_deep_red,1,58,-9.32839863098759
0.01,D_deep_red,1,59,-9.335299512871755
0.01,A_shallow_opt,1,0,0.11891777065258347
0.01,A_shallow_opt,1,1,-1.8753483560661046
0.01,A_shallow_opt,1,2,-3.915072750587691
0.01,A_shallow_opt,1,3,-5.890160994831497
0.01,A_shallow_opt,1,4,-7.116734188304749
0.01,A_shallow_opt,1,5,-7.672743171446514
0.01,A_shallow_opt,1,6,-7.884990720451389
0.01,A_shallow_opt,1,7,-8.1361378289054
0.01,A_shallow_opt,1,8,-8.254279804041882
0.01,A_shallow_opt,1,9,-8.355968542434823
0.01,A_shallow_opt,1,10,-8.515535281719867
0.01,A_shallow_opt,1,11,-8.656114347535091
0.01,A_shallow_opt,1,12,-8.751101040261425
0.01,A_shallow_opt,1,13,-8.810200852283963
0.01,A_shallow_opt,1,14,-8.895420432504894
0.01,A_shallow_opt,1,15,-9.01591696036349
0.01,A_shallow_opt,1,16,-9.16262662301401
0.01,A_shallow_opt,1,17,-9.29811322275423
0.01,A_shallow_opt,1,18,-9.373464331321971
0.01,A_shallow_opt,1,19,-9.417952144591636
0.01,A_shallow_opt,1,20,-9.441167542940413
0.01,A_shallow_opt,1,21,-9.414898136873582
0.01,A_shallow_opt,1,22,-9.38019168281357
0.01,A_shallow_opt,1,23,-9.409770299856467
0.01,A_shallow_opt,1,24,-9.486020355052478
0.01,A_shallow_opt,1,25,-9.52933634247492
0.01,A_shallow_opt,1,26,-9.526042590341829
0.01,A_shallow_opt,1,27,-9.527262250343133
0.01,A_shallow_opt,1,28,-9.539118726089026
0.01,A_shallow_opt,1,29,-9.549771462781106
0.01,A_shallow_opt,1,30,-9.567756806461556
0.01,A_shallow_opt,1,31,-9.597101657587256
0.01,A_shallow_opt,1,32,-9.633533136441683
0.01,A_shallow_opt,1,33,-9.671310733775849
0.01,A_shallow_opt,1,34,-9.704565625488598
0.01,A_shallow_opt,1,35,-9.734304671773756
0.01,A_shallow_opt,1,36,-9.76918465148589
0.01,A_shallow_opt,1,37,-9.807709262076381
0.01,A_shallow_opt,1,38,-9.838243676861635
0.01,A_shallow_opt,1,39,-9.858979342222282
0.01,A_shallow_opt,1,40,-9.876206819589433
0.01,A_shallow_opt,1,41,-9.902202270655172
0.01,A_shallow_opt,1,42,-9.937131343647053
0.01,A_shallow_opt,1,43,-9.965614533673591
0.01,A_shallow_opt,1,44,-9.981838076198963
0.01,A_shallow_opt,1,45,-9.996028763682299
0.01,A_shallow_opt,1,46,-10.012534278270158
0.01,A_shallow_opt,1,47,-10.02684806269859
0.01,A_shallow_opt,1,48,-10.03923857787008
0.01,A_shallow_opt,1,49,-10.052794024862298
0.01,A_shallow_opt,1,50,-10.064512047999953
0.01,A_shallow_opt,1,51,-10.076318024523674
0.01,A_shallow_opt,1,52,-10.090837077900295
0.01,A_shallow_opt,1,53,-10.102115396336249
0.01,A_shallow_opt,1,54,-10.107451603487032
0.01,A_shallow_opt,1,55,-10.111145082883056
0.01,A_shallow_opt,1,56,-10.114807825410892
0.01,A_shallow_opt,1,57,-10.121188943749306
0.01,A_shallow_opt,1,58,-10.129646879395304
0.01,A_shallow_opt,1,59,-10.135198461283474
0.01,D_deep_red,2,0,0.4635276198410333
0.01,D_deep_red,2,1,-1.242569623309059
0.01,D_deep_red,2,2,-2.3029804635571685
0.01,D_deep_red,2,3,-3.3619221216529573
0.01,D_deep_red,2,4,-5.098138297842435
0.01,D_deep_red,2,5,-5.517134514485287
0.01,D_deep_red,2,6,-6.063006167961295
0.01,D_deep_red,2,7,-6.311381777293674
0.01,D_deep_red,2,8,-6.763801364483933
0.01,D_deep_red,2,9,-7.3469764361727234
0.01,D_deep_red,2,10,-7.379731648862934
0.01,D_deep_red,2,11,-7.363804996857239
0.01,D_deep_red,2,12,-7.495065684479464
0.01,D_deep_red,2,13,-7.788143746714779
0.01,D_deep_red,2,14,-8.026436068394577
0.01,D_deep_red,2,15,-7.9806223462581976
0.01,D_deep_red,2,16,-8.059724895589785
0.01,D_deep_red,2,17,-8.266618860783558
0.01,D_deep_red,2,18,-8.316078908144101
0.01,D_deep_red,2,19,-8.303164113149144
0.01,D_deep_red,2,20,-8.367673493378524
0.01,D_deep_red,2,21,-8.501781125815643
0.01,D_deep_red,2,22,-8.612280962316548
0.01,D_deep_red,2,23,-8.635906683384366
0.01,D_deep_red,2,24,-8.712151239687802
0.01,D_deep_red,2,25,-8.786276029551114
0.01,D_deep_red,2,26,-8.793080981077882
0.01,D_deep_red,2,27,-8.83534600637391
0.01,D_deep_red,2,28,-8.91039596415969
0.01,D_deep_red,2,29,-8.913174101395137
0.01,D_deep_red,2,30,-8.921361922956821
0.01,D_deep_red,2,31,-9.001712283100353
0.01,D_deep_red,2,32,-9.048357307484698
0.01,D_deep_red,2,33,-9.041816903061484
0.01,D_deep_red,2,34,-9.0909545134999
0.01,D_deep_red,2,35,-9.11744079904888
0.01,D_deep_red,2,36,-9.12957517281492
0.01,D_deep_red,2,37,-9.13214179134564
0.01,D_deep_red,2,38,-9.147269288042201
0.01,D_deep_red,2,39,-9.148956301321926
0.01,D_deep_red,2,40,-9.16735860255215
0.01,D_deep_red,2,41,-9.183200553210447
0.01,D_deep_red,2,42,-9.189729894631618
0.01,D_deep_red,2,43,-9.207891580222267
0.01,D_deep_red,2,44,-9.230840940080546
0.01,D_deep_red,2,45,-9.244633311404552
0.01,D_deep_red,2,46,-9.257235238729162
0.01,D_deep_red,2,47,-9.268699921356035
0.01,D_deep_red,2,48,-9.284627373418607
0.01,D_deep_red,2,49,-9.297411689812831
0.01,D_deep_red,2,50,-9.302415832206572
0.01,D_deep_red,2,51,-9.31834405290388
0.01,D_deep_red,2,52,-9.329083931532764
0.01,D_deep_red,2,53,-9.335788457586622
0.01,D_deep_red,2,54,-9.34594417346257
0.01,D_deep_red,2,55,-9.355770646122068
0.01,D_deep_red,2,56,-9.364957030788972
0.01,D_deep_red,2,57,-9.374708777566816
0.01,D_deep_red,2,58,-9.385610051040226
0.01,D_deep_red,2,59,-9.394575509379003
0.01,A_shallow_opt,2,0,-0.4734310650972555
0.01,A_shallow_opt,2,1,-2.9210060667734807
0.01,A_shallow_opt,2,2,-5.471774876254053
0.01,A_shallow_opt,2,3,-7.343493313318172
0.01,A_shallow_opt,2,4,-7.546741421790139
0.01,A_shallow_opt,2,5,-7.695056128110368
0.01,A_shallow_opt,2,6,-7.764273796516795
0.01,A_shallow_opt,2,7,-7.630104559902375
0.01,A_shallow_opt,2,8,-7.783923514499387
0.01,A_shallow_opt,2,9,-8.053452227964002
0.01,A_shallow_opt,2,10,-8.186479308442664
0.01,A_shallow_opt,2,11,-8.34732540429399
0.01,A_shallow_opt,2,12,-8.511045911133873
0.01,A_shallow_opt,2,13,-8.532076506536477
0.01,A_shallow_opt,2,14,-8.516062782337407
0.01,A_shallow_opt,2,15,-8.602654520834044
0.01,A_shallow_opt,2,16,-8.75593600724438
0.01,A_shallow_opt,2,17,-8.872218564014963
0.01,A_shallow_opt,2,18,-8.924531641483329
0.01,A_shallow_opt,2,19,-8.973439274286958
0.01,A_shallow_opt,2,20,-9.044218729815503
0.01,A_shallow_opt,2,21,-9.114425380294234
0.01,A_shallow_opt,2,22,-9.204417571283399
0.01,A_shallow_opt,2,23,-9.301418427031619
0.01,A_shallow_opt,2,24,-9.353147649776291
0.01,A_shallow_opt,2,25,-9.382738265103717
0.01,A_shallow_opt,2,26,-9.429610452083578
0.01,A_shallow_opt,2,27,-9.473325217813418
0.01,A_shallow_opt,2,28,-9.488661558803567
0.01,A_shallow_opt,2,29,-9.501609837824368
0.01,A_shallow_opt,2,30,-9.55015555605989
0.01,A_shallow_opt,2,31,-9.622669258840055
0.01,A_shallow_opt,2,32,-9.680191989144554
0.01,A_shallow_opt,2,33,-9.709685712833892
0.01,A_shallow_opt,2,34,-9.721144979771584
0.01,A_shallow_opt,2,35,-9.729261469219278
0.01,A_shallow_opt,2,36,-9.749069602373142
0.01,A_shallow_opt,2,37,-9.783919693588544
0.01,A_shallow_opt,2,38,-9.823755009648258
0.01,A_shallow_opt,2,39,-9.8598110037654
0.01,A_shallow_opt,2,40,-9.887444628925877
0.01,A_shallow_opt,2,41,-9.91194561751586
0.01,A_shallow_opt,2,42,-9.945694074678418
0.01,A_shallow_opt,2,43,-9.98614512810336
0.01,A_shallow_opt,2,44,-10.017823969505699
0.01,A_shallow_opt,2,45,-10.039043044403574
0.01,A_shallow_opt,2,46,-10.057089821825265
0.01,A_shallow_opt,2,47,-10.068002770848665
0.01,A_shallow_opt,2,48,-10.074941201149223
0.01,A_shallow_opt,2,49,-10.091701650348597
0.01,A_shallow_opt,2,50,-10.108962519472412
0.01,A_shallow_opt,2,51,-10.111062565771816
0.01,A_shallow_opt,2,52,-10.109087737716116
0.01,A_shallow_opt,2,53,-10.113249296466098
0.01,A_shallow_opt,2,54,-10.120255806812452
0.01,A_shallow_opt,2,55,-10.12703394381356
0.01,A_shallow_opt,2,56,-10.12932606564684
0.01,A_shallow_opt,2,57,-10.129975212552507
0.01,A_shallow_opt,2,58,-10.135069929214229
0.01,A_shallow_opt,2,59,-10.14058268681785
