Arm,Family,OutputBasis,Group,Qubits,GatesPerPair,Seed,Reps,Status,Time_min_s,Time_median_s,Time_max_s,Time_stdev_s,Peak_RSS_MB,Baseline_RSS_MB,RSS_Delta_MB,RSS_Samples,TraceMalloc_Peak_MB,Gates_total,Gates_2q,Depth,Fallbacks,Equiv_Infidelity,Platform,Python,Qiskit,StartMethod,CPU
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,3,5,success,0.014915499999915482,0.01531990000148653,0.016340099999069935,0.0005562608899183072,237.4609375,235.02734375,2.43359375,40,0.1187124252319336,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,3,5,success,0.004485100002057152,0.00488730000142823,0.0053866999987803865,0.00040245052418391177,159.55078125,158.0625,1.48828125,72,0.2598400115966797,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,3,5,success,0.030195600000297418,0.031175500000244938,0.03549099999872851,0.002102891214490215,158.78515625,157.8828125,0.90234375,18,0.26652050018310547,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,4,5,success,0.014513399997667875,0.015396099999634316,0.017162200001621386,0.000995131231223092,234.8125,230.80078125,4.01171875,41,0.11880207061767578,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,4,5,success,0.004538799999863841,0.0048619999979564454,0.005113500003062654,0.00024507167838725514,159.44921875,157.92578125,1.5234375,71,0.2598867416381836,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,4,5,success,0.0314074999987497,0.03609689999939292,0.038661800001136726,0.0033542423568735697,158.8671875,157.95703125,0.91015625,42,0.26652050018310547,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,5,5,success,0.01535640000292915,0.016353899998648558,0.017091800000343937,0.0007099381629106247,237.62109375,234.24609375,3.375,42,0.11974048614501953,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,5,5,success,0.004723599999124417,0.004987500000424916,0.005160900000191759,0.00015886213266675715,159.00390625,157.65625,1.34765625,70,0.26050853729248047,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,5,5,success,0.03140450000137207,0.032356899999285815,0.033254699999815784,0.0007695359039929655,159.16015625,158.31640625,0.84375,11,0.26816844940185547,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,6,5,success,0.015638099997886457,0.01575289999891538,0.01784590000170283,0.0009291291211813743,235.4140625,231.42578125,3.98828125,44,0.11903190612792969,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,6,5,success,0.0043953999993391335,0.004961200000252575,0.006292499998380663,0.0007603471750663979,159.671875,158.20703125,1.46484375,72,0.26044750213623047,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,6,5,success,0.03180900000006659,0.036044299999048235,0.04019479999988107,0.0030996717655569564,159.078125,158.26953125,0.80859375,48,0.26816844940185547,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,7,5,success,0.015365399998700013,0.015569600000162609,0.018295300000318093,0.0012347110421788256,236.84765625,233.89453125,2.953125,43,0.11970233917236328,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,7,5,success,0.004579000000376254,0.004914600001939107,0.006096499997511273,0.0007301061196457836,159.41015625,157.9921875,1.41796875,59,0.25698375701904297,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,7,5,success,0.031163999999989755,0.03227329999936046,0.03706379999857745,0.002418111356758131,159.03515625,158.140625,0.89453125,35,0.26651668548583984,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,8,5,success,0.015125900001294212,0.015622999999322928,0.016586099998676218,0.0006679407709709132,232.73828125,231.54296875,1.1953125,12,0.11899089813232422,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,8,5,success,0.004545699997834163,0.005024300000513904,0.006292800000665011,0.0008215409652849872,159.40234375,157.8828125,1.51953125,68,0.25765514373779297,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,8,5,success,0.03017360000012559,0.03236769999784883,0.03382830000191461,0.0014068626859769105,159.02734375,158.21875,0.80859375,11,0.26651668548583984,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,9,5,success,0.015628400000423426,0.016088000000308966,0.016588999998930376,0.00045094967711970825,234.52734375,232.5078125,2.01953125,43,0.11939811706542969,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,9,5,success,0.005767599999671802,0.0058352999985800125,0.006295700000919169,0.00023203713811941658,159.28125,157.7890625,1.4921875,65,0.26050853729248047,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,9,5,success,0.03613490000134334,0.038608900002145674,0.040639199996803654,0.0017737586327890653,159.13671875,158.328125,0.80859375,18,0.26816844940185547,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,100,20,10,5,success,0.016525600000022678,0.016930199999478646,0.01742980000199168,0.00039808218780724,237.0703125,234.44921875,2.62109375,33,0.12158966064453125,1400,150,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,10,5,success,0.005129400000441819,0.0054568999985349365,0.007691099999647122,0.0012283878397113303,159.52734375,158.0546875,1.47265625,58,0.26050853729248047,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,100,20,10,5,success,0.03464529999837396,0.03513000000020838,0.03709589999925811,0.0010025177838258008,159.03515625,158.23046875,0.8046875,20,0.26816844940185547,750,150,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,1,5,success,0.02908729999762727,0.0324337000020023,0.09560480000072857,0.02891656858502785,258.88671875,253.0859375,5.80078125,28,0.12984848022460938,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,1,5,success,0.010396900001069298,0.013663800000358606,0.01443469999867375,0.001576234085019112,163.56640625,162.375,1.19140625,78,0.41788768768310547,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,1,5,success,0.054287499999190914,0.05925310000020545,0.06720420000056038,0.00530966916144724,162.984375,162.44921875,0.53515625,31,0.40905284881591797,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,2,5,success,0.02173430000038934,0.023549699999421136,0.07336890000078711,0.022381053411406344,266.05078125,261.56640625,4.484375,39,0.1306295394897461,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,2,5,success,0.007096900000760797,0.007659300001250813,0.009707100001833169,0.001138107050127202,164.1015625,162.40625,1.6953125,70,0.4175443649291992,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,2,5,success,0.0494883999999729,0.052675400002044626,0.05537520000143559,0.0023701081131279997,162.93359375,162.4453125,0.48828125,17,0.40905284881591797,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,3,5,success,0.020370700000057695,0.024072099997283658,0.09664869999687653,0.03308092536291338,251.3515625,247.015625,4.3359375,40,0.12902355194091797,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,3,5,success,0.007138100001611747,0.008351500000571832,0.010116900000866735,0.0011644980370333234,166.25390625,163.64453125,2.609375,82,0.4158964157104492,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,3,5,success,0.047546000001602806,0.04847610000069835,0.05087650000132271,0.0012384758706916596,163.42578125,162.91015625,0.515625,7,0.40905284881591797,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,4,5,success,0.020637699999497272,0.02214780000213068,0.07706709999911254,0.02443081699825794,258.078125,253.046875,5.03125,43,0.13026905059814453,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,4,5,success,0.007230299997900147,0.00751730000047246,0.009318000000348547,0.0008469917666049781,165.8359375,163.62890625,2.20703125,76,0.41788768768310547,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,4,5,success,0.04925169999842183,0.049994699998933356,0.052871899999445304,0.0017952510719655395,165.4296875,164.82421875,0.60546875,17,0.40478992462158203,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,5,5,success,0.020762800002557924,0.02441269999690121,0.0781289000005927,0.02476125767759995,265.9140625,252.3515625,13.5625,39,0.13065242767333984,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,5,5,success,0.007567699998617172,0.007867600001191022,0.009281899998313747,0.0006966282823122856,164.34375,162.69921875,1.64453125,68,0.4158964157104492,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,5,5,success,0.05039830000168877,0.05184390000067651,0.05285139999978128,0.001145715709679631,163.31640625,162.70703125,0.609375,27,0.40905284881591797,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,6,5,success,0.023245399999723304,0.03063029999975697,0.07179829999950016,0.02014421058630894,260.77734375,257.92578125,2.8515625,38,0.12918663024902344,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,6,5,success,0.007243399999424582,0.007394599997496698,0.008454300001176307,0.000579549327951377,164.14453125,162.3125,1.83203125,69,0.41788768768310547,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,6,5,success,0.0490241999978025,0.0496117000002414,0.05474830000093789,0.0023445547732860597,163.203125,162.5234375,0.6796875,38,0.40905284881591797,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,7,5,success,0.021118500000739004,0.023435400002199458,0.07698969999910332,0.023982034438638427,257.82421875,253.2578125,4.56640625,40,0.13060665130615234,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,7,5,success,0.0072929999987536576,0.0075539999997999985,0.008858799999870826,0.0006524959603797381,163.94921875,162.26953125,1.6796875,70,0.41788387298583984,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,7,5,success,0.04621480000059819,0.050672499997745035,0.0537387000003946,0.0027389408932129438,163.4609375,163.015625,0.4453125,29,0.40904903411865234,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,8,5,success,0.02070330000060494,0.022361800001817755,0.0766317000015988,0.024388009974373168,258.28125,250.0703125,8.2109375,41,0.13205909729003906,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,8,5,success,0.00733379999655881,0.008441300000413321,0.009086400001251604,0.0008130600728384354,163.8046875,162.24609375,1.55859375,72,0.4158964157104492,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,8,5,success,0.04735739999887301,0.04785229999833973,0.05653369999708957,0.0038572719885115554,163.515625,162.9453125,0.5703125,15,0.40904903411865234,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,9,5,success,0.02101020000191056,0.02224199999909615,0.07600290000118548,0.0241075380197435,245.34375,243.078125,2.265625,37,0.13075828552246094,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,9,5,success,0.0071763999985705595,0.008490200001688208,0.014150999999401392,0.002854757108464031,163.8046875,162.375,1.4296875,58,0.4175443649291992,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,9,5,success,0.04531610000049113,0.045751300000119954,0.049711999999999534,0.00180804754526984,162.84375,162.30859375,0.53515625,26,0.40905284881591797,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
qiskit_opt3,Qiskit,rz/sx/x/cx,consolidated,156,20,10,5,success,0.020760200000950135,0.02276490000076592,0.07286290000047302,0.022815792092825336,261.0078125,255.01171875,5.99609375,37,0.13045978546142578,2184,234,16,,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,10,5,success,0.007226800000353251,0.008050399999774527,0.0088333000021521,0.0006934368655515826,164.23046875,162.69140625,1.5390625,65,0.4175443649291992,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
psf_canonical_strict,PSF-Zero,rxx/ryy/rzz + rz/ry,consolidated,156,20,10,5,success,0.04464639999787323,0.05020710000098916,0.053883000000496395,0.003421804854733723,163.41015625,162.78125,0.62890625,22,0.4090452194213867,1170,234,9,,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
