Topology,Physical,Spare,Qubits,PerfectMatchingExists,L2_min_s,L2_median_s,L3_min_s,L3_median_s,Platform,Python,CPU,CPU_count,StartMethod,qiskit,rustworkx,networkx,numpy,core_ext
grid_6x7,42,0,42,True,0.5605772999988403,0.5709715499997401,6.381942400001208,6.391707700000552,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid_6x7,42,4,38,True,0.01134269999965909,0.012884249999842723,0.026700300000811694,0.029772450000564277,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
heavy_hex_d3,19,3,16,True,0.007995100000698585,0.008617400000730413,0.014950200000384939,0.016858000000866014,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
heavy_hex_d3,19,13,6,True,0.009024099999805912,0.009030300000631541,0.01116580000052636,0.01120100000025559,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
heavy_hex_d5,57,9,48,True,0.013966200000140816,0.015070399999785877,0.031153800000538467,0.0335368500000186,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
heavy_hex_d5,57,39,18,True,0.013606399999844143,0.01388319999932719,0.03493550000166579,0.03530265000063082,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
fake_sherbrooke,127,19,108,True,0.016905699998460477,0.019684199999574048,0.04632839999976568,0.047973199999432836,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
fake_sherbrooke,127,59,68,True,0.015074199998707627,0.015254349999850092,0.047035600000526756,0.049476850000246486,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
