part,case,arm,rep,time_s,err_raw,infid,cx,twoq,sx,depth,pair_applicable,pair_worst,esp_log10,mean_edge_err
N1,random_13,native,,,4.361969682869662e-15,,3,,10,,,,,
N1,random_14,v3gaps,,,1.984183961309129e-15,,3,,10,,,,,
N1,random_14,native,,,2.1465533059882865e-15,,3,,10,,,,,
N1,random_15,v3gaps,,,1.5537590380369462e-14,,3,,10,,,,,
N1,random_15,native,,,1.549513427348064e-14,,3,,10,,,,,
N1,random_16,v3gaps,,,1.5810296787759777e-14,,3,,10,,,,,
N1,random_16,native,,,1.5893690608058972e-14,,3,,10,,,,,
N1,random_17,v3gaps,,,9.409491293512731e-15,,3,,10,,,,,
N1,random_17,native,,,9.267529263415034e-15,,3,,10,,,,,
N1,random_18,v3gaps,,,2.614251572195108e-14,,3,,10,,,,,
N1,random_18,native,,,2.6176217407441257e-14,,3,,10,,,,,
N1,random_19,v3gaps,,,2.891046656948263e-15,,3,,10,,,,,
N1,random_19,native,,,3.2708697603725686e-15,,3,,10,,,,,
N1,random_20,v3gaps,,,4.170265133853036e-15,,3,,10,,,,,
N1,random_20,native,,,4.357019350273879e-15,,3,,10,,,,,
N1,random_21,v3gaps,,,1.819392764369163e-14,,3,,10,,,,,
N1,random_21,native,,,1.8118759748285187e-14,,3,,10,,,,,
N1,random_22,v3gaps,,,2.7351044579232544e-15,,3,,10,,,,,
N1,random_22,native,,,2.5610823143478126e-15,,3,,10,,,,,
N1,random_23,v3gaps,,,9.141161897872608e-15,,3,,10,,,,,
N1,random_23,native,,,9.112183283049787e-15,,3,,10,,,,,
N1,random_24,v3gaps,,,1.6027192715277608e-15,,3,,10,,,,,
N1,random_24,native,,,1.5490526995427454e-15,,3,,10,,,,,
N1,random_25,v3gaps,,,1.457055423377691e-15,,3,,10,,,,,
N1,random_25,native,,,1.5289087977589176e-15,,3,,10,,,,,
N1,random_26,v3gaps,,,3.006481012017158e-15,,3,,10,,,,,
N1,random_26,native,,,3.015685046851438e-15,,3,,10,,,,,
N1,random_27,v3gaps,,,1.2459710991519592e-15,,3,,10,,,,,
N1,random_27,native,,,1.642701614210434e-15,,3,,10,,,,,
N1,random_28,v3gaps,,,5.861700724881913e-14,,3,,10,,,,,
N1,random_28,native,,,5.863511476904269e-14,,3,,10,,,,,
N1,random_29,v3gaps,,,5.3910879144256444e-14,,3,,10,,,,,
N1,random_29,native,,,5.4110370804384e-14,,3,,10,,,,,
N1,random_30,v3gaps,,,4.436661695082209e-15,,3,,10,,,,,
N1,random_30,native,,,4.398536330341767e-15,,3,,10,,,,,
N1,random_31,v3gaps,,,5.607627730092193e-15,,3,,10,,,,,
N1,random_31,native,,,5.651899466299356e-15,,3,,10,,,,,
N1,random_32,v3gaps,,,2.4178560624040005e-15,,3,,10,,,,,
N1,random_32,native,,,2.316489220253126e-15,,3,,10,,,,,
N1,random_33,v3gaps,,,1.5362286427044842e-15,,3,,10,,,,,
N1,random_33,native,,,1.8921086286032773e-15,,3,,10,,,,,
N1,random_34,v3gaps,,,2.9904700720816953e-15,,3,,10,,,,,
N1,random_34,native,,,2.817404552782685e-15,,3,,10,,,,,
N1,random_35,v3gaps,,,1.1142035843270076e-14,,3,,10,,,,,
N1,random_35,native,,,1.1234559956799884e-14,,3,,10,,,,,
N1,random_36,v3gaps,,,3.1044261587728414e-15,,3,,10,,,,,
N1,random_36,native,,,3.422459505872007e-15,,3,,10,,,,,
N1,random_37,v3gaps,,,1.4162144767247887e-15,,3,,10,,,,,
N1,random_37,native,,,2.8306349987030873e-15,,3,,10,,,,,
N1,random_38,v3gaps,,,2.4336730863466323e-14,,3,,10,,,,,
N1,random_38,native,,,2.4238095738937362e-14,,3,,10,,,,,
N1,random_39,v3gaps,,,1.6427162693472587e-15,,3,,10,,,,,
N1,random_39,native,,,1.7539109557599168e-15,,3,,10,,,,,
N1,random_40,v3gaps,,,3.0165379814544247e-15,,3,,10,,,,,
N1,random_40,native,,,2.8906490090947765e-15,,3,,10,,,,,
N1,random_41,v3gaps,,,1.4174531566893183e-14,,3,,10,,,,,
N1,random_41,native,,,1.425604322716103e-14,,3,,10,,,,,
N1,random_42,v3gaps,,,4.0271837139311994e-15,,3,,10,,,,,
N1,random_42,native,,,3.9538523806926314e-15,,3,,10,,,,,
N1,random_43,v3gaps,,,5.056235198951739e-14,,3,,10,,,,,
N1,random_43,native,,,5.0509693200774986e-14,,3,,10,,,,,
N1,random_44,v3gaps,,,2.398211131236313e-15,,3,,10,,,,,
N1,random_44,native,,,2.375598504925201e-15,,3,,10,,,,,
N1,random_45,v3gaps,,,6.0909547844757625e-15,,3,,10,,,,,
N1,random_45,native,,,6.288358004794569e-15,,3,,10,,,,,
N1,random_46,v3gaps,,,4.707746762122955e-15,,3,,10,,,,,
N1,random_46,native,,,4.4411414579994345e-15,,3,,10,,,,,
N1,random_47,v3gaps,,,1.6483009103429696e-14,,3,,10,,,,,
N1,random_47,native,,,1.6506997113887645e-14,,3,,10,,,,,
N1,random_48,v3gaps,,,7.991677744852896e-15,,3,,10,,,,,
N1,random_48,native,,,8.078544135518327e-15,,3,,10,,,,,
N1,random_49,v3gaps,,,1.2089616349559953e-15,,3,,10,,,,,
N1,random_49,native,,,1.1186263152264016e-15,,3,,10,,,,,
N1,random_50,v3gaps,,,3.627895816363459e-14,,3,,10,,,,,
N1,random_50,native,,,3.6355497449714764e-14,,3,,10,,,,,
N1,random_51,v3gaps,,,8.414266519287164e-15,,3,,10,,,,,
N1,random_51,native,,,8.598613939207546e-15,,3,,10,,,,,
N1,random_52,v3gaps,,,1.4146897447736133e-14,,3,,10,,,,,
N1,random_52,native,,,1.4097215144817879e-14,,3,,10,,,,,
N1,random_53,v3gaps,,,1.1470182619555499e-15,,3,,10,,,,,
N1,random_53,native,,,2.303430604997903e-15,,3,,10,,,,,
N1,random_54,v3gaps,,,6.307945414769331e-14,,3,,10,,,,,
N1,random_54,native,,,6.298182765307885e-14,,3,,10,,,,,
N1,random_55,v3gaps,,,6.738319820021584e-15,,3,,10,,,,,
N1,random_55,native,,,6.763239900977945e-15,,3,,10,,,,,
N1,random_56,v3gaps,,,2.3128607454960352e-14,,3,,10,,,,,
N1,random_56,native,,,2.3039385925857316e-14,,3,,10,,,,,
N1,random_57,v3gaps,,,1.8262538737073228e-14,,3,,10,,,,,
N1,random_57,native,,,1.817030430554572e-14,,3,,10,,,,,
N1,random_58,v3gaps,,,6.261858666152158e-14,,3,,10,,,,,
N1,random_58,native,,,6.266534718119396e-14,,3,,10,,,,,
N1,random_59,v3gaps,,,2.34468551715712e-14,,3,,10,,,,,
N1,random_59,native,,,2.3365413646077092e-14,,3,,10,,,,,
N1,random_60,v3gaps,,,3.561567760307571e-14,,3,,10,,,,,
N1,random_60,native,,,3.559028558601965e-14,,3,,10,,,,,
N1,random_61,v3gaps,,,1.4967758709334047e-15,,3,,10,,,,,
N1,random_61,native,,,1.6850121985690268e-15,,3,,10,,,,,
N1,random_62,v3gaps,,,9.663940307643095e-14,,3,,10,,,,,
N1,random_62,native,,,9.668085853287338e-14,,3,,10,,,,,
N1,random_63,v3gaps,,,1.0035581464124776e-15,,3,,10,,,,,
N1,random_63,native,,,1.1326774617928783e-15,,3,,10,,,,,
N1,random_64,v3gaps,,,1.0634633099420001e-15,,3,,10,,,,,
N1,random_64,native,,,1.4383609055134175e-15,,3,,10,,,,,
N1,random_65,v3gaps,,,3.128889144507993e-15,,3,,10,,,,,
N1,random_65,native,,,3.0116258434045524e-15,,3,,10,,,,,
N1,random_66,v3gaps,,,1.9406815090058707e-14,,3,,10,,,,,
N1,random_66,native,,,1.9403024997155152e-14,,3,,10,,,,,
N1,random_67,v3gaps,,,2.9837425327077684e-15,,3,,10,,,,,
N1,random_67,native,,,3.3908000406338168e-15,,3,,10,,,,,
N1,random_68,v3gaps,,,3.661713155806878e-14,,3,,10,,,,,
N1,random_68,native,,,3.663640898784145e-14,,3,,10,,,,,
N1,random_69,v3gaps,,,7.520776743917461e-15,,3,,10,,,,,
N1,random_69,native,,,7.489328234393282e-15,,3,,10,,,,,
N1,random_70,v3gaps,,,2.668077280346181e-14,,3,,10,,,,,
N1,random_70,native,,,2.6432727761966752e-14,,3,,10,,,,,
N1,random_71,v3gaps,,,9.714300295533866e-15,,3,,10,,,,,
N1,random_71,native,,,9.521639112467644e-15,,3,,10,,,,,
N1,random_72,v3gaps,,,2.0580830672966315e-14,,3,,10,,,,,
N1,random_72,native,,,2.060023445311333e-14,,3,,10,,,,,
N1,random_73,v3gaps,,,1.2866971537646418e-15,,3,,10,,,,,
N1,random_73,native,,,1.3441454228958332e-15,,3,,10,,,,,
N1,random_74,v3gaps,,,2.5110660103243555e-15,,3,,10,,,,,
N1,random_74,native,,,2.707300959892266e-15,,3,,10,,,,,
N1,random_75,v3gaps,,,3.5275677594115384e-15,,3,,10,,,,,
N1,random_75,native,,,3.30561105788851e-15,,3,,10,,,,,
N1,random_76,v3gaps,,,1.1618659330015763e-15,,3,,10,,,,,
N1,random_76,native,,,1.3026837767655675e-15,,3,,10,,,,,
N1,random_77,v3gaps,,,3.192918665528696e-15,,3,,10,,,,,
N1,random_77,native,,,3.305676602493396e-15,,3,,10,,,,,
N1,random_78,v3gaps,,,1.0627952946164228e-15,,3,,10,,,,,
N1,random_78,native,,,1.0752711137143841e-15,,3,,10,,,,,
N1,random_79,v3gaps,,,3.052498217434806e-15,,3,,10,,,,,
N1,random_79,native,,,3.1343376253719175e-15,,3,,10,,,,,
N1,random_80,v3gaps,,,6.441216976035831e-14,,3,,10,,,,,
N1,random_80,native,,,6.470062786791004e-14,,3,,10,,,,,
N1,random_81,v3gaps,,,2.260712106519015e-15,,3,,10,,,,,
N1,random_81,native,,,2.307876660082188e-15,,3,,10,,,,,
N1,random_82,v3gaps,,,8.727341224429808e-15,,3,,10,,,,,
N1,random_82,native,,,8.737919070210441e-15,,3,,10,,,,,
N1,random_83,v3gaps,,,2.00865098729108e-15,,3,,10,,,,,
N1,random_83,native,,,2.073940089069263e-15,,3,,10,,,,,
N1,random_84,v3gaps,,,4.048095708804097e-15,,3,,10,,,,,
N1,random_84,native,,,4.604761628852315e-15,,3,,10,,,,,
N1,random_85,v3gaps,,,1.0269797397198544e-15,,3,,10,,,,,
N1,random_85,native,,,9.957494080435894e-16,,3,,10,,,,,
N1,random_86,v3gaps,,,9.4594851300964e-15,,3,,10,,,,,
N1,random_86,native,,,9.403784121740158e-15,,3,,10,,,,,
N1,random_87,v3gaps,,,2.6411311617988113e-15,,3,,10,,,,,
N1,random_87,native,,,2.6329148087387912e-15,,3,,10,,,,,
N1,random_88,v3gaps,,,1.666736181893451e-15,,3,,10,,,,,
N1,random_88,native,,,1.7473341812135092e-15,,3,,10,,,,,
N1,random_89,v3gaps,,,6.026663124222575e-14,,3,,10,,,,,
N1,random_89,native,,,6.022699654476658e-14,,3,,10,,,,,
N1,random_90,v3gaps,,,1.4768806584403052e-14,,3,,10,,,,,
N1,random_90,native,,,1.5058354338765304e-14,,3,,10,,,,,
N1,random_91,v3gaps,,,5.199148050826504e-14,,3,,10,,,,,
N1,random_91,native,,,5.183282139758519e-14,,3,,10,,,,,
N1,random_92,v3gaps,,,2.305455200740531e-14,,3,,10,,,,,
N1,random_92,native,,,2.3046844343367635e-14,,3,,10,,,,,
N1,random_93,v3gaps,,,4.825807736249757e-15,,3,,10,,,,,
N1,random_93,native,,,5.445871719163536e-15,,3,,10,,,,,
N1,random_94,v3gaps,,,6.763206808159231e-15,,3,,10,,,,,
N1,random_94,native,,,7.251121978624453e-15,,3,,10,,,,,
N1,random_95,v3gaps,,,2.0535567193166753e-15,,3,,10,,,,,
N1,random_95,native,,,1.6912782143620512e-15,,3,,10,,,,,
N1,random_96,v3gaps,,,1.1598136469223016e-14,,3,,10,,,,,
N1,random_96,native,,,1.1659604939981439e-14,,3,,10,,,,,
N1,random_97,v3gaps,,,3.2445766319762675e-15,,3,,10,,,,,
N1,random_97,native,,,3.346928559184571e-15,,3,,10,,,,,
N1,random_98,v3gaps,,,1.3914342330285964e-15,,3,,10,,,,,
N1,random_98,native,,,1.646566042089573e-15,,3,,10,,,,,
N1,random_99,v3gaps,,,7.377604979472002e-15,,3,,10,,,,,
N1,random_99,native,,,7.356544009984627e-15,,3,,10,,,,,
N1,random_100,v3gaps,,,5.2007325507668545e-14,,3,,10,,,,,
N1,random_100,native,,,5.206044239572617e-14,,3,,10,,,,,
N1,random_101,v3gaps,,,3.617704234468203e-14,,3,,10,,,,,
N1,random_101,native,,,3.6275171059844714e-14,,3,,10,,,,,
N1,random_102,v3gaps,,,1.6415727757813908e-15,,3,,10,,,,,
N1,random_102,native,,,3.1576160821247284e-15,,3,,10,,,,,
N1,random_103,v3gaps,,,1.0635332574400287e-14,,3,,10,,,,,
N1,random_103,native,,,1.083073320666615e-14,,3,,10,,,,,
N1,random_104,v3gaps,,,6.582113192555453e-15,,3,,10,,,,,
N1,random_104,native,,,6.760558037126909e-15,,3,,10,,,,,
N1,random_105,v3gaps,,,8.203571695727998e-15,,3,,10,,,,,
N1,random_105,native,,,8.471252788464136e-15,,3,,10,,,,,
N1,random_106,v3gaps,,,3.3172126918573115e-15,,3,,10,,,,,
N1,random_106,native,,,3.435727030980393e-15,,3,,10,,,,,
N1,random_107,v3gaps,,,9.319968443782863e-14,,3,,10,,,,,
N1,random_107,native,,,9.335532079840674e-14,,3,,10,,,,,
N1,random_108,v3gaps,,,9.271747063027547e-14,,3,,10,,,,,
N1,random_108,native,,,9.266392876908257e-14,,3,,10,,,,,
N1,random_109,v3gaps,,,2.1547129271223805e-14,,3,,10,,,,,
N1,random_109,native,,,2.1596015042431514e-14,,3,,10,,,,,
N1,random_110,v3gaps,,,1.6346655625356737e-15,,3,,10,,,,,
N1,random_110,native,,,1.4691786770750503e-15,,3,,10,,,,,
N1,random_111,v3gaps,,,1.0576383690135867e-15,,3,,10,,,,,
N1,random_111,native,,,1.3048606244995876e-15,,3,,10,,,,,
N1,random_112,v3gaps,,,4.181666711410425e-15,,3,,10,,,,,
N1,random_112,native,,,4.204677712470443e-15,,3,,10,,,,,
N1,random_113,v3gaps,,,2.0235532617181865e-15,,3,,10,,,,,
N1,random_113,native,,,2.7609130982621997e-15,,3,,10,,,,,
N1,random_114,v3gaps,,,3.0192808228714147e-14,,3,,10,,,,,
N1,random_114,native,,,3.0467741286306903e-14,,3,,10,,,,,
N1,random_115,v3gaps,,,5.841004311858306e-15,,3,,10,,,,,
N1,random_115,native,,,6.011582526965461e-15,,3,,10,,,,,
N1,random_116,v3gaps,,,1.6518980971036517e-14,,3,,10,,,,,
N1,random_116,native,,,1.6595722246503332e-14,,3,,10,,,,,
N1,random_117,v3gaps,,,4.571730677459576e-15,,3,,10,,,,,
N1,random_117,native,,,4.5230838076196014e-15,,3,,10,,,,,
N1,random_118,v3gaps,,,1.0917242078858748e-15,,3,,10,,,,,
N1,random_118,native,,,1.1830763234396264e-15,,3,,10,,,,,
N1,random_119,v3gaps,,,1.3961151099451298e-15,,3,,10,,,,,
N1,random_119,native,,,1.400230278073866e-15,,3,,10,,,,,
N1,random_120,v3gaps,,,2.0718320647300253e-14,,3,,10,,,,,
N1,random_120,native,,,2.0361675471904488e-14,,3,,10,,,,,
N1,random_121,v3gaps,,,4.5655984123557644e-15,,3,,10,,,,,
N1,random_121,native,,,4.583591138496318e-15,,3,,10,,,,,
N1,random_122,v3gaps,,,1.2314157679570206e-14,,3,,10,,,,,
N1,random_122,native,,,1.2644920965042936e-14,,3,,10,,,,,
N1,random_123,v3gaps,,,1.8796254875520184e-14,,3,,10,,,,,
N1,random_123,native,,,1.879324989336006e-14,,3,,10,,,,,
N1,random_124,v3gaps,,,1.2849372086357838e-15,,3,,10,,,,,
N1,random_124,native,,,1.1215815696153482e-15,,3,,10,,,,,
N1,random_125,v3gaps,,,1.247882469038771e-15,,3,,10,,,,,
N1,random_125,native,,,1.352283432641131e-15,,3,,10,,,,,
N1,random_126,v3gaps,,,1.111176712924932e-15,,3,,10,,,,,
N1,random_126,native,,,1.1207763639450846e-15,,3,,10,,,,,
N1,random_127,v3gaps,,,1.095202798281839e-15,,3,,10,,,,,
N1,random_127,native,,,2.035876674387663e-15,,3,,10,,,,,
N1,random_128,v3gaps,,,3.5397626562032476e-15,,3,,10,,,,,
N1,random_128,native,,,3.405768953536712e-15,,3,,10,,,,,
N1,random_129,v3gaps,,,3.3315855503719686e-15,,3,,10,,,,,
N1,random_129,native,,,3.5899040906939754e-15,,3,,10,,,,,
N1,random_130,v3gaps,,,3.835171159407633e-15,,3,,10,,,,,
N1,random_130,native,,,3.8395438728100284e-15,,3,,10,,,,,
N1,random_131,v3gaps,,,1.4694172804354702e-15,,3,,10,,,,,
N1,random_131,native,,,1.4914193657088107e-15,,3,,10,,,,,
N1,random_132,v3gaps,,,6.451821509311858e-14,,3,,10,,,,,
N1,random_132,native,,,6.45821331193205e-14,,3,,10,,,,,
N1,random_133,v3gaps,,,8.753765997831632e-15,,3,,10,,,,,
N1,random_133,native,,,8.758360284221015e-15,,3,,10,,,,,
N1,random_134,v3gaps,,,1.1689565144199746e-15,,3,,10,,,,,
N1,random_134,native,,,1.105563374188288e-15,,3,,10,,,,,
N1,random_135,v3gaps,,,4.039118757418672e-15,,3,,10,,,,,
N1,random_135,native,,,4.2077341387996025e-15,,3,,10,,,,,
N1,random_136,v3gaps,,,5.848786108294711e-14,,3,,10,,,,,
N1,random_136,native,,,5.871641918883323e-14,,3,,10,,,,,
N1,random_137,v3gaps,,,7.821245643913837e-15,,3,,10,,,,,
N1,random_137,native,,,7.865151492985764e-15,,3,,10,,,,,
N1,random_138,v3gaps,,,3.575428755315679e-14,,3,,10,,,,,
N1,random_138,native,,,3.5762160505946285e-14,,3,,10,,,,,
N1,random_139,v3gaps,,,1.351067507116599e-14,,3,,10,,,,,
N1,random_139,native,,,1.3286382460756321e-14,,3,,10,,,,,
N1,random_140,v3gaps,,,4.680025458535866e-15,,3,,10,,,,,
N1,random_140,native,,,4.980037918817261e-15,,3,,10,,,,,
N1,random_141,v3gaps,,,1.1084327560293296e-14,,3,,10,,,,,
N1,random_141,native,,,1.1117670474800527e-14,,3,,10,,,,,
N1,random_142,v3gaps,,,3.870634190593101e-15,,3,,10,,,,,
N1,random_142,native,,,4.500332769445067e-15,,3,,10,,,,,
N1,random_143,v3gaps,,,9.979724244668964e-15,,3,,10,,,,,
N1,random_143,native,,,1.0092739591280378e-14,,3,,10,,,,,
N1,random_144,v3gaps,,,9.677718014793389e-15,,3,,10,,,,,
N1,random_144,native,,,9.697094300266764e-15,,3,,10,,,,,
N1,random_145,v3gaps,,,1.0321348114728868e-14,,3,,10,,,,,
N1,random_145,native,,,1.0362922108439592e-14,,3,,10,,,,,
N1,random_146,v3gaps,,,7.273380894718806e-15,,3,,10,,,,,
N1,random_146,native,,,7.274886740890055e-15,,3,,10,,,,,
N1,random_147,v3gaps,,,4.897444822096261e-15,,3,,10,,,,,
N1,random_147,native,,,5.030871848769472e-15,,3,,10,,,,,
N1,random_148,v3gaps,,,2.9467630400618464e-14,,3,,10,,,,,
N1,random_148,native,,,2.949613126748451e-14,,3,,10,,,,,
N1,random_149,v3gaps,,,4.053948924598477e-15,,3,,10,,,,,
N1,random_149,native,,,4.284335741202403e-15,,3,,10,,,,,
N1,random_150,v3gaps,,,1.5865959579588423e-15,,3,,10,,,,,
N1,random_150,native,,,1.7737257005111498e-15,,3,,10,,,,,
N1,random_151,v3gaps,,,1.2527730487527094e-15,,3,,10,,,,,
N1,random_151,native,,,1.2457585436942565e-15,,3,,10,,,,,
N1,random_152,v3gaps,,,1.5489283650226662e-14,,3,,10,,,,,
N1,random_152,native,,,1.557854468569199e-14,,3,,10,,,,,
N1,random_153,v3gaps,,,1.0425446352225506e-15,,3,,10,,,,,
N1,random_153,native,,,1.0303151282682032e-15,,3,,10,,,,,
N1,random_154,v3gaps,,,3.083968894258859e-14,,3,,10,,,,,
N1,random_154,native,,,3.0834989243049696e-14,,3,,10,,,,,
N1,random_155,v3gaps,,,1.4679820036442844e-15,,3,,10,,,,,
N1,random_155,native,,,1.5960361026442283e-15,,3,,10,,,,,
N1,random_156,v3gaps,,,3.448015907003768e-15,,3,,10,,,,,
N1,random_156,native,,,3.3847366843576003e-15,,3,,10,,,,,
N1,random_157,v3gaps,,,1.7743804591037364e-15,,3,,10,,,,,
N1,random_157,native,,,1.959402226369279e-15,,3,,10,,,,,
N1,random_158,v3gaps,,,2.808083861159538e-15,,3,,10,,,,,
N1,random_158,native,,,2.5853316754327484e-15,,3,,10,,,,,
N1,random_159,v3gaps,,,6.274903181138135e-15,,3,,10,,,,,
N1,random_159,native,,,6.538788350983385e-15,,3,,10,,,,,
N1,random_160,v3gaps,,,9.860556436752928e-16,,3,,10,,,,,
N1,random_160,native,,,2.5369890479456772e-15,,3,,10,,,,,
N1,random_161,v3gaps,,,7.903070597909571e-14,,3,,10,,,,,
N1,random_161,native,,,7.91423120803564e-14,,3,,10,,,,,
N1,random_162,v3gaps,,,3.625397758242631e-15,,3,,10,,,,,
N1,random_162,native,,,3.5289443473079515e-15,,3,,10,,,,,
N1,random_163,v3gaps,,,3.5790166331157925e-15,,3,,10,,,,,
N1,random_163,native,,,3.754986779717525e-15,,3,,10,,,,,
N1,random_164,v3gaps,,,1.6449167200596449e-15,,3,,10,,,,,
N1,random_164,native,,,1.5088105843930426e-15,,3,,10,,,,,
N1,random_165,v3gaps,,,1.821162640901291e-14,,3,,10,,,,,
N1,random_165,native,,,1.8284855740346507e-14,,3,,10,,,,,
N1,random_166,v3gaps,,,4.008327379883931e-15,,3,,10,,,,,
N1,random_166,native,,,4.087218441629002e-15,,3,,10,,,,,
N1,random_167,v3gaps,,,1.0208018580865076e-15,,3,,10,,,,,
N1,random_167,native,,,1.0627386638479306e-15,,3,,10,,,,,
N1,random_168,v3gaps,,,1.575067779371354e-15,,3,,10,,,,,
N1,random_168,native,,,1.5460036252328678e-15,,3,,10,,,,,
N1,random_169,v3gaps,,,2.4493263470581714e-15,,3,,10,,,,,
N1,random_169,native,,,2.389500202739719e-15,,3,,10,,,,,
N1,random_170,v3gaps,,,4.6353858102733967e-14,,3,,10,,,,,
N1,random_170,native,,,4.6234941072722716e-14,,3,,10,,,,,
N1,random_171,v3gaps,,,1.338269245362203e-15,,3,,10,,,,,
N1,random_171,native,,,1.5839194402093108e-15,,3,,10,,,,,
N1,random_172,v3gaps,,,1.2420895799363397e-14,,3,,10,,,,,
N1,random_172,native,,,1.2420135518911463e-14,,3,,10,,,,,
N1,random_173,v3gaps,,,1.7787887004293183e-15,,3,,10,,,,,
N1,random_173,native,,,1.6951967753279697e-15,,3,,10,,,,,
N1,random_174,v3gaps,,,4.083331244068581e-15,,3,,10,,,,,
N1,random_174,native,,,4.135442510449387e-15,,3,,10,,,,,
N1,random_175,v3gaps,,,2.318480425669594e-14,,3,,10,,,,,
N1,random_175,native,,,2.286769125065982e-14,,3,,10,,,,,
N1,random_176,v3gaps,,,1.1892462548441205e-15,,3,,10,,,,,
N1,random_176,native,,,1.0177491205302342e-15,,3,,10,,,,,
N1,random_177,v3gaps,,,1.859973067238927e-15,,3,,10,,,,,
N1,random_177,native,,,1.7705876468633041e-15,,3,,10,,,,,
N1,random_178,v3gaps,,,4.41041358531887e-15,,3,,10,,,,,
N1,random_178,native,,,4.369503639881426e-15,,3,,10,,,,,
N1,random_179,v3gaps,,,6.41133460332825e-14,,3,,10,,,,,
N1,random_179,native,,,6.393507235577816e-14,,3,,10,,,,,
N1,random_180,v3gaps,,,1.2100016449514971e-15,,3,,10,,,,,
N1,random_180,native,,,1.9987296896919266e-15,,3,,10,,,,,
N1,random_181,v3gaps,,,1.0563651842141443e-14,,3,,10,,,,,
N1,random_181,native,,,1.056272198614285e-14,,3,,10,,,,,
N1,random_182,v3gaps,,,2.0419537930640122e-14,,3,,10,,,,,
N1,random_182,native,,,2.0431281271028333e-14,,3,,10,,,,,
N1,random_183,v3gaps,,,5.643174267730061e-14,,3,,10,,,,,
N1,random_183,native,,,5.6417657053040874e-14,,3,,10,,,,,
N1,random_184,v3gaps,,,2.826154180552676e-15,,3,,10,,,,,
N1,random_184,native,,,2.7874242654569744e-15,,3,,10,,,,,
N1,random_185,v3gaps,,,1.5387965435551976e-15,,3,,10,,,,,
N1,random_185,native,,,1.4897912021884416e-15,,3,,10,,,,,
N1,random_186,v3gaps,,,5.486033501026968e-14,,3,,10,,,,,
N1,random_186,native,,,5.4679084068150086e-14,,3,,10,,,,,
N1,random_187,v3gaps,,,1.1904968787350737e-15,,3,,10,,,,,
N1,random_187,native,,,1.4217834246786658e-15,,3,,10,,,,,
N1,random_188,v3gaps,,,1.798432261820087e-15,,3,,10,,,,,
N1,random_188,native,,,1.8846858477427978e-15,,3,,10,,,,,
N1,random_189,v3gaps,,,9.348420788277997e-15,,3,,10,,,,,
N1,random_189,native,,,9.116410075595177e-15,,3,,10,,,,,
N1,random_190,v3gaps,,,2.3977193576647508e-15,,3,,10,,,,,
N1,random_190,native,,,2.4020027935613645e-15,,3,,10,,,,,
N1,random_191,v3gaps,,,4.583549960743624e-14,,3,,10,,,,,
N1,random_191,native,,,4.5844361986601753e-14,,3,,10,,,,,
N1,random_192,v3gaps,,,2.6225163732385045e-15,,3,,10,,,,,
N1,random_192,native,,,2.6577979115871557e-15,,3,,10,,,,,
N1,random_193,v3gaps,,,1.3420079132572632e-15,,3,,10,,,,,
N1,random_193,native,,,2.702325037295705e-15,,3,,10,,,,,
N1,random_194,v3gaps,,,1.3255583736129738e-14,,3,,10,,,,,
N1,random_194,native,,,1.3296985410152311e-14,,3,,10,,,,,
N1,random_195,v3gaps,,,3.0453207728343605e-15,,3,,10,,,,,
N1,random_195,native,,,3.629439514425607e-15,,3,,10,,,,,
N1,random_196,v3gaps,,,1.2714706573023217e-15,,3,,10,,,,,
N1,random_196,native,,,1.377894689821791e-15,,3,,10,,,,,
N1,random_197,v3gaps,,,1.2845390145315806e-15,,3,,10,,,,,
N1,random_197,native,,,1.4890355430532225e-15,,3,,10,,,,,
N1,random_198,v3gaps,,,1.2435998364637089e-15,,3,,10,,,,,
N1,random_198,native,,,1.310611139327338e-15,,3,,10,,,,,
N1,random_199,v3gaps,,,1.447836295514038e-14,,3,,10,,,,,
N1,random_199,native,,,1.4334388204779338e-14,,3,,10,,,,,
N1,random_200,v3gaps,,,1.2014560043465535e-15,,3,,10,,,,,
N1,random_200,native,,,1.4109051093467624e-15,,3,,10,,,,,
N1,random_201,v3gaps,,,4.948160957105836e-14,,3,,10,,,,,
N1,random_201,native,,,4.9348728313088235e-14,,3,,10,,,,,
N1,random_202,v3gaps,,,1.2443095434043117e-15,,3,,10,,,,,
N1,random_202,native,,,2.7038463214300615e-15,,3,,10,,,,,
N1,random_203,v3gaps,,,5.593079925134416e-15,,3,,10,,,,,
N1,random_203,native,,,5.561050534229821e-15,,3,,10,,,,,
N1,random_204,v3gaps,,,1.865679872140219e-14,,3,,10,,,,,
N1,random_204,native,,,1.8706929886340315e-14,,3,,10,,,,,
N1,random_205,v3gaps,,,1.11808433518569e-14,,3,,10,,,,,
N1,random_205,native,,,1.1442693125951746e-14,,3,,10,,,,,
N1,random_206,v3gaps,,,6.4903699978206035e-15,,3,,10,,,,,
N1,random_206,native,,,6.370448807513056e-15,,3,,10,,,,,
N1,random_207,v3gaps,,,1.133553857436296e-15,,3,,10,,,,,
N1,random_207,native,,,1.162326866591833e-15,,3,,10,,,,,
N1,random_208,v3gaps,,,2.333335271559964e-15,,3,,10,,,,,
N1,random_208,native,,,2.4200617335311716e-15,,3,,10,,,,,
N1,random_209,v3gaps,,,9.65590247529163e-14,,3,,10,,,,,
