Round,Spare,Qubits,LayoutSearch,Seed,Arm,Time_s,Status,Error,FidelityCheck,FidelityDetail,Infidelity,TwoQubitGates,CouplingViolations,Depth,QiskitLevel,RoutingOptimizationLevel,Grid,Timestamp
1,4,38,False,2,psf_zero_ls0,0.04243610000003173,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:08.476746
1,4,38,True,2,psf_zero_ls1,0.03976519999991979,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:08.537847
1,8,34,-,0,qiskit_opt3,0.09985930000016197,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:55:08.823514
1,8,34,False,0,psf_zero_ls0,0.032934800000020914,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:08.918985
1,8,34,True,0,psf_zero_ls1,0.03613980000000083,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:08.966588
1,8,34,-,1,qiskit_opt3,0.03129090000015822,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:55:09.077215
1,8,34,False,1,psf_zero_ls0,0.009858699999995224,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:09.109130
1,8,34,True,1,psf_zero_ls1,0.009453200000052675,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:09.125225
1,8,34,-,2,qiskit_opt3,0.029193900000109352,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:55:09.177418
1,8,34,False,2,psf_zero_ls0,0.009216700000024503,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:09.208654
1,8,34,True,2,psf_zero_ls1,0.009311499999967054,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:09.227328
1,16,26,-,0,qiskit_opt3,0.03137970000011592,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:55:09.268471
1,16,26,False,0,psf_zero_ls0,0.008397500000000946,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:09.300018
1,16,26,True,0,psf_zero_ls1,0.008742100000063147,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:09.300018
1,16,26,-,1,qiskit_opt3,0.03310579999993024,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:55:09.347700
1,16,26,False,1,psf_zero_ls0,0.009456300000010742,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:09.391955
1,16,26,True,1,psf_zero_ls1,0.008868399999983012,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:09.399480
1,16,26,-,2,qiskit_opt3,0.032934399999930974,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:55:09.443131
1,16,26,False,2,psf_zero_ls0,0.008645899999919493,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:09.477977
1,16,26,True,2,psf_zero_ls1,0.009530799999993178,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:09.492248
1,24,18,-,0,qiskit_opt3,0.035711400000081994,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:55:09.525767
1,24,18,False,0,psf_zero_ls0,0.007916900000054738,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:09.555528
1,24,18,True,0,psf_zero_ls1,0.00774930000011409,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:09.569191
1,24,18,-,1,qiskit_opt3,0.034449400000085006,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:55:09.603000
1,24,18,False,1,psf_zero_ls0,0.008020900000019537,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:09.632635
1,24,18,True,1,psf_zero_ls1,0.008195199999818215,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:09.648661
1,24,18,-,2,qiskit_opt3,0.03346129999999903,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:55:09.680486
1,24,18,False,2,psf_zero_ls0,0.00799860000006447,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:09.711969
1,24,18,True,2,psf_zero_ls1,0.009071099999800936,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:09.711969
2,0,42,-,0,qiskit_opt3,6.471782000000076,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:55:09.791001
2,0,42,False,0,psf_zero_ls0,0.02241449999996803,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:55:16.259177
2,0,42,True,0,psf_zero_ls1,0.01604059999999663,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:55:16.287278
2,0,42,-,1,qiskit_opt3,6.376771500000132,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:55:16.349957
2,0,42,False,1,psf_zero_ls0,0.021791399999983696,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:55:22.737352
2,0,42,True,1,psf_zero_ls1,0.016083399999843095,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:55:22.760369
2,0,42,-,2,qiskit_opt3,6.383217800000011,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:55:22.832760
2,0,42,False,2,psf_zero_ls0,0.02270700000008219,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:55:29.215726
2,0,42,True,2,psf_zero_ls1,0.016149699999914446,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:55:29.231632
2,2,40,-,0,qiskit_opt3,0.02246740000009595,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:55:29.310997
2,2,40,False,0,psf_zero_ls0,0.010165700000015931,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:55:29.327084
2,2,40,True,0,psf_zero_ls1,0.011469499999975596,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:55:29.342908
2,2,40,-,1,qiskit_opt3,0.022623999999950684,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:55:29.422719
2,2,40,False,1,psf_zero_ls0,0.009411700000100609,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:55:29.438675
2,2,40,True,1,psf_zero_ls1,0.01053049999995892,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:55:29.454514
2,2,40,-,2,qiskit_opt3,0.022451999999930194,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:55:29.518131
2,2,40,False,2,psf_zero_ls0,0.00945030000002589,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:55:29.549643
2,2,40,True,2,psf_zero_ls1,0.009802399999898626,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:55:29.549643
2,4,38,-,0,qiskit_opt3,0.025426400000014837,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:55:29.613680
2,4,38,False,0,psf_zero_ls0,0.009799200000088604,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:29.651577
2,4,38,True,0,psf_zero_ls1,0.010949100000061662,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:29.663359
2,4,38,-,1,qiskit_opt3,0.025114499999972395,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:55:29.709436
2,4,38,False,1,psf_zero_ls0,0.00993279999988772,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:29.750623
2,4,38,True,1,psf_zero_ls1,0.009817299999895113,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:29.762769
2,4,38,-,2,qiskit_opt3,0.02805979999993724,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:55:29.823578
2,4,38,False,2,psf_zero_ls0,0.009203300000081072,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:29.851472
2,4,38,True,2,psf_zero_ls1,0.010744800000111354,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:55:29.851472
2,8,34,-,0,qiskit_opt3,0.02798080000002301,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:55:29.914172
2,8,34,False,0,psf_zero_ls0,0.009322699999984252,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:29.946114
2,8,34,True,0,psf_zero_ls1,0.009191599999894606,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:29.962125
2,8,34,-,1,qiskit_opt3,0.029761999999891486,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:55:30.009807
2,8,34,False,1,psf_zero_ls0,0.009374500000149055,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:30.043305
2,8,34,True,1,psf_zero_ls1,0.009554900000011912,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:30.057205
2,8,34,-,2,qiskit_opt3,0.02884219999987181,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:55:30.109861
2,8,34,False,2,psf_zero_ls0,0.010296699999798875,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:30.143343
2,8,34,True,2,psf_zero_ls1,0.009247700000059922,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:55:30.152451
2,16,26,-,0,qiskit_opt3,0.032868699999880846,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:55:30.199812
2,16,26,False,0,psf_zero_ls0,0.008475999999973283,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:30.231427
2,16,26,True,0,psf_zero_ls1,0.008398100000022168,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:30.231427
2,16,26,-,1,qiskit_opt3,0.032469800000171745,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:55:30.288893
2,16,26,False,1,psf_zero_ls0,0.009918699999843739,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:30.310178
2,16,26,True,1,psf_zero_ls1,0.008666599999969549,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:30.326133
2,16,26,-,2,qiskit_opt3,0.033169300000054136,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:55:30.373823
2,16,26,False,2,psf_zero_ls0,0.00809079999999085,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:30.410338
2,16,26,True,2,psf_zero_ls1,0.008266999999932523,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:55:30.421474
2,24,18,-,0,qiskit_opt3,0.03379629999994904,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:55:30.453265
2,24,18,False,0,psf_zero_ls0,0.0076278999999885855,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:30.484928
2,24,18,True,0,psf_zero_ls1,0.0076160999999501655,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:30.484928
2,24,18,-,1,qiskit_opt3,0.03338989999997466,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:55:30.532618
2,24,18,False,1,psf_zero_ls0,0.007970500000055836,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:30.564257
2,24,18,True,1,psf_zero_ls1,0.008070500000030734,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:30.570648
2,24,18,-,2,qiskit_opt3,0.03545200000007753,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:55:30.611843
2,24,18,False,2,psf_zero_ls0,0.007566199999928358,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:30.643450
2,24,18,True,2,psf_zero_ls1,0.007732199999963996,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:55:30.643450
3,0,42,-,0,qiskit_opt3,6.441241199999922,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:55:30.710210
3,0,42,False,0,psf_zero_ls0,0.02363189999982751,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:55:37.163998
3,0,42,True,0,psf_zero_ls1,0.01661540000009154,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:55:37.190545
3,0,42,-,1,qiskit_opt3,18.60760909999999,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:55:37.265311
3,0,42,False,1,psf_zero_ls0,0.023165299999845956,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:55:55.874635
3,0,42,True,1,psf_zero_ls1,0.016078500000048734,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:55:55.891380
3,0,42,-,2,qiskit_opt3,6.4947051999999985,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:55:55.970521
3,0,42,False,2,psf_zero_ls0,0.021522900000036316,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:56:02.465436
3,0,42,True,2,psf_zero_ls1,0.01652590000003329,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:56:02.488917
3,2,40,-,0,qiskit_opt3,0.02330670000014834,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:56:02.552626
3,2,40,False,0,psf_zero_ls0,0.009516699999949196,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:02.584223
3,2,40,True,0,psf_zero_ls1,0.009873400000060428,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:02.584223
3,2,40,-,1,qiskit_opt3,0.025025899999945977,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:56:02.649504
3,2,40,False,1,psf_zero_ls0,0.01039930000001732,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:02.679250
3,2,40,True,1,psf_zero_ls1,0.009856000000127096,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:02.695183
3,2,40,-,2,qiskit_opt3,0.02341189999992821,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:56:02.758868
3,2,40,False,2,psf_zero_ls0,0.009859399999868401,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:02.791459
3,2,40,True,2,psf_zero_ls1,0.010743300000058298,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:02.792000
3,4,38,-,0,qiskit_opt3,0.032273399999894536,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:56:02.866507
3,4,38,False,0,psf_zero_ls0,0.009401100000104634,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:02.901516
3,4,38,True,0,psf_zero_ls1,0.009753199999977369,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:02.901516
3,4,38,-,1,qiskit_opt3,0.02344000000016422,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:56:02.966915
3,4,38,False,1,psf_zero_ls0,0.009069099999805985,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:02.996778
3,4,38,True,1,psf_zero_ls1,0.01025090000007367,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:02.996778
3,4,38,-,2,qiskit_opt3,0.026539499999898908,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:56:03.067083
3,4,38,False,2,psf_zero_ls0,0.009838400000035108,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:03.096776
3,4,38,True,2,psf_zero_ls1,0.009267700000009427,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:03.110654
3,8,34,-,0,qiskit_opt3,0.026790500000061,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:56:03.155672
3,8,34,False,0,psf_zero_ls0,0.00891789999991488,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:03.194091
3,8,34,True,0,psf_zero_ls1,0.009934700000030716,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:03.205569
3,8,34,-,1,qiskit_opt3,0.026501899999857415,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:56:03.251280
3,8,34,False,1,psf_zero_ls0,0.010268200000155048,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:03.282623
3,8,34,True,1,psf_zero_ls1,0.00905760000000555,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:03.298635
3,8,34,-,2,qiskit_opt3,0.028780200000028344,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:56:03.346215
3,8,34,False,2,psf_zero_ls0,0.009284600000000864,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:03.379139
3,8,34,True,2,psf_zero_ls1,0.009612899999865476,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:03.393313
3,16,26,-,0,qiskit_opt3,0.03227530000003753,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:56:03.440794
3,16,26,False,0,psf_zero_ls0,0.00973599999997532,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:03.474827
3,16,26,True,0,psf_zero_ls1,0.009549399999968955,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:03.483150
3,16,26,-,1,qiskit_opt3,0.03343319999999039,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:56:03.520238
3,16,26,False,1,psf_zero_ls0,0.00871940000001814,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:03.560200
3,16,26,True,1,psf_zero_ls1,0.008797199999889926,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:03.567487
3,16,26,-,2,qiskit_opt3,0.03189890000021478,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:56:03.618212
3,16,26,False,2,psf_zero_ls0,0.009112000000186526,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:03.652365
3,16,26,True,2,psf_zero_ls1,0.008392400000047928,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:03.661189
3,24,18,-,0,qiskit_opt3,0.03419450000001234,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:56:03.692924
3,24,18,False,0,psf_zero_ls0,0.007850400000052105,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:03.725046
3,24,18,True,0,psf_zero_ls1,0.008401499999990847,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:03.725046
3,24,18,-,1,qiskit_opt3,0.035270200000013574,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:56:03.772532
3,24,18,False,1,psf_zero_ls0,0.007955799999990631,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:03.803984
3,24,18,True,1,psf_zero_ls1,0.007968699999992168,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:03.803984
3,24,18,-,2,qiskit_opt3,0.03350009999985559,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:56:03.855210
3,24,18,False,2,psf_zero_ls0,0.008175700000037978,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:03.883039
3,24,18,True,2,psf_zero_ls1,0.008857600000055754,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:03.898776
4,0,42,-,0,qiskit_opt3,6.363938100000041,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:56:03.962259
4,0,42,False,0,psf_zero_ls0,0.02222170000004553,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:56:10.329673
4,0,42,True,0,psf_zero_ls1,0.016292199999952572,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:56:10.354853
4,0,42,-,1,qiskit_opt3,9.660363299999972,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:56:10.426976
4,0,42,False,1,psf_zero_ls0,0.08136220000005778,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:56:20.090813
4,0,42,True,1,psf_zero_ls1,0.06417910000004667,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:56:20.184603
4,0,42,-,2,qiskit_opt3,18.365583900000047,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:56:20.547449
4,0,42,False,2,psf_zero_ls0,0.08124670000006518,success,,structural_only,,,129,0,28,3,1,6x7,2026-09-17T08:56:38.928630
4,0,42,True,2,psf_zero_ls1,0.06087000000002263,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:56:39.017893
4,2,40,-,0,qiskit_opt3,0.05453469999997651,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:56:39.278862
4,2,40,False,0,psf_zero_ls0,0.03448409999987234,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:39.342127
4,2,40,True,0,psf_zero_ls1,0.03841360000001259,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:39.385547
4,2,40,-,1,qiskit_opt3,0.036062899999933506,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:56:39.629512
4,2,40,False,1,psf_zero_ls0,0.026700500000060856,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:39.668564
4,2,40,True,1,psf_zero_ls1,0.03454220000003261,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:39.692870
4,2,40,-,2,qiskit_opt3,0.04747470000006615,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:56:39.944405
4,2,40,False,2,psf_zero_ls0,0.021903500000007625,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:40.008584
4,2,40,True,2,psf_zero_ls1,0.02666389999990315,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:56:40.031751
4,4,38,-,0,qiskit_opt3,0.06395150000003014,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:56:40.241820
4,4,38,False,0,psf_zero_ls0,0.030824300000176663,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:40.325581
4,4,38,True,0,psf_zero_ls1,0.028278400000090187,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:40.360961
4,4,38,-,1,qiskit_opt3,0.07277190000013434,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:56:40.617361
4,4,38,False,1,psf_zero_ls0,0.035038299999996525,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:40.696941
4,4,38,True,1,psf_zero_ls1,0.03665840000007847,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:40.728485
4,4,38,-,2,qiskit_opt3,0.0248349999999391,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:56:40.829524
4,4,38,False,2,psf_zero_ls0,0.011817800000017087,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:40.856780
4,4,38,True,2,psf_zero_ls1,0.01153399999998328,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:56:40.870490
4,8,34,-,0,qiskit_opt3,0.027258200000005672,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:56:40.963355
4,8,34,False,0,psf_zero_ls0,0.010568700000021636,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:40.992399
4,8,34,True,0,psf_zero_ls1,0.011107099999890124,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:41.005684
4,8,34,-,1,qiskit_opt3,0.028777900000022782,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:56:41.079761
4,8,34,False,1,psf_zero_ls0,0.009369800000058603,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:41.109364
4,8,34,True,1,psf_zero_ls1,0.010935900000049514,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:41.123738
4,8,34,-,2,qiskit_opt3,0.027188699999896926,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:56:41.191817
4,8,34,False,2,psf_zero_ls0,0.009687400000075286,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:41.223985
4,8,34,True,2,psf_zero_ls1,0.010686899999882371,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:56:41.238678
4,16,26,-,0,qiskit_opt3,0.034632800000053976,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:56:41.270845
4,16,26,False,0,psf_zero_ls0,0.009884600000077626,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:41.321969
