converter,family,tape,step,fp0,fp_equal,rt_infid,meaning_infid,n_ops
OLD,F1_int_wires,seed0,30,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,31,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,32,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,33,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,34,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,35,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,36,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,37,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,38,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,39,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,40,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,41,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,42,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,43,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,44,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,45,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,46,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,47,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,48,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,49,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,50,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,51,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,52,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,53,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,54,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,55,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,56,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,57,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,58,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,59,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,60,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,61,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,62,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,63,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,64,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,65,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,66,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,67,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,68,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,69,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,70,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,71,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,72,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,73,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,74,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,75,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,76,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,77,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,78,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,79,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,80,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,81,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,82,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,83,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,84,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,85,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,86,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,87,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,88,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,89,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,90,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,91,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,92,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,93,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,94,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,95,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
