family,eps,seed,method,aligned_err,twoq
"(0.7,0.1,e)",0.0005623413251903491,202,decomposer ZSX (as PSF-Zero),1.3727062429804192e-13,3
"(0.7,0.1,e)",0.0005623413251903491,202,decomposer default Euler,7.032705043817324e-15,3
"(0.7,0.1,e)",0.0005623413251903491,202,"transpile L1 [cx,rz,sx,x]",1.3727062429804192e-13,3
"(0.7,0.1,e)",0.0005623413251903491,202,"transpile L2 [cx,rz,sx,x]",1.3727062429804192e-13,3
"(0.7,0.1,e)",0.0005623413251903491,202,"transpile L3 [cx,rz,sx,x]",1.3727062429804192e-13,3
"(0.7,0.1,e)",0.0005623413251903491,202,transpile L1 GenericBackendV2 cz,6.523527961361867e-14,3
"(0.7,0.1,e)",0.0005623413251903491,202,transpile L3 GenericBackendV2 cz,9.155459658726049e-15,3
"(0.7,0.1,e)",0.0005623413251903491,202,PSF-Zero old path,6.870344703690871e-14,3
"(0.7,0.1,e)",0.0005623413251903491,202,PSF-Zero closed form,1.5713339355315427e-15,3
"(0.7,0.1,e)",0.00031622776601683794,13,decomposer ZSX (as PSF-Zero),2.477518176959555e-13,3
"(0.7,0.1,e)",0.00031622776601683794,13,decomposer default Euler,2.0832866172652853e-15,3
"(0.7,0.1,e)",0.00031622776601683794,13,"transpile L1 [cx,rz,sx,x]",2.477518176959555e-13,3
"(0.7,0.1,e)",0.00031622776601683794,13,"transpile L2 [cx,rz,sx,x]",2.477518176959555e-13,3
"(0.7,0.1,e)",0.00031622776601683794,13,"transpile L3 [cx,rz,sx,x]",2.477518176959555e-13,3
"(0.7,0.1,e)",0.00031622776601683794,13,transpile L1 GenericBackendV2 cz,1.2331946649292253e-13,3
"(0.7,0.1,e)",0.00031622776601683794,13,transpile L3 GenericBackendV2 cz,3.141572241451882e-15,3
"(0.7,0.1,e)",0.00031622776601683794,13,PSF-Zero old path,1.234062101865463e-13,3
"(0.7,0.1,e)",0.00031622776601683794,13,PSF-Zero closed form,1.2730743090843003e-15,3
"(0.7,0.1,e)",0.00031622776601683794,101,decomposer ZSX (as PSF-Zero),2.45145721417845e-13,3
"(0.7,0.1,e)",0.00031622776601683794,101,decomposer default Euler,6.25541718396357e-15,3
"(0.7,0.1,e)",0.00031622776601683794,101,"transpile L1 [cx,rz,sx,x]",2.45145721417845e-13,3
"(0.7,0.1,e)",0.00031622776601683794,101,"transpile L2 [cx,rz,sx,x]",2.45145721417845e-13,3
"(0.7,0.1,e)",0.00031622776601683794,101,"transpile L3 [cx,rz,sx,x]",2.45145721417845e-13,3
"(0.7,0.1,e)",0.00031622776601683794,101,transpile L1 GenericBackendV2 cz,1.235577811891567e-13,3
"(0.7,0.1,e)",0.00031622776601683794,101,transpile L3 GenericBackendV2 cz,2.5088419904529474e-15,3
"(0.7,0.1,e)",0.00031622776601683794,101,PSF-Zero old path,1.240168979398876e-13,3
"(0.7,0.1,e)",0.00031622776601683794,101,PSF-Zero closed form,1.1301403922182577e-15,3
"(0.7,0.1,e)",0.00031622776601683794,202,decomposer ZSX (as PSF-Zero),2.479214371153365e-13,3
"(0.7,0.1,e)",0.00031622776601683794,202,decomposer default Euler,6.4312701214047775e-15,3
"(0.7,0.1,e)",0.00031622776601683794,202,"transpile L1 [cx,rz,sx,x]",2.479214371153365e-13,3
"(0.7,0.1,e)",0.00031622776601683794,202,"transpile L2 [cx,rz,sx,x]",2.479214371153365e-13,3
"(0.7,0.1,e)",0.00031622776601683794,202,"transpile L3 [cx,rz,sx,x]",2.479214371153365e-13,3
"(0.7,0.1,e)",0.00031622776601683794,202,transpile L1 GenericBackendV2 cz,1.192441288010854e-13,3
"(0.7,0.1,e)",0.00031622776601683794,202,transpile L3 GenericBackendV2 cz,1.190474988312998e-14,3
"(0.7,0.1,e)",0.00031622776601683794,202,PSF-Zero old path,1.235174566891583e-13,3
"(0.7,0.1,e)",0.00031622776601683794,202,PSF-Zero closed form,1.4066970965210192e-15,3
"(0.7,0.1,e)",0.00017782794100389227,13,decomposer ZSX (as PSF-Zero),4.4188815087172153e-13,3
"(0.7,0.1,e)",0.00017782794100389227,13,decomposer default Euler,6.180291710110442e-15,3
"(0.7,0.1,e)",0.00017782794100389227,13,"transpile L1 [cx,rz,sx,x]",4.4188815087172153e-13,3
"(0.7,0.1,e)",0.00017782794100389227,13,"transpile L2 [cx,rz,sx,x]",4.4188815087172153e-13,3
"(0.7,0.1,e)",0.00017782794100389227,13,"transpile L3 [cx,rz,sx,x]",4.4188815087172153e-13,3
"(0.7,0.1,e)",0.00017782794100389227,13,transpile L1 GenericBackendV2 cz,2.1960270581251858e-13,3
"(0.7,0.1,e)",0.00017782794100389227,13,transpile L3 GenericBackendV2 cz,2.6319637102780537e-15,3
"(0.7,0.1,e)",0.00017782794100389227,13,PSF-Zero old path,2.2037156285943021e-13,3
"(0.7,0.1,e)",0.00017782794100389227,13,PSF-Zero closed form,1.034546962851178e-15,3
"(0.7,0.1,e)",0.00017782794100389227,101,decomposer ZSX (as PSF-Zero),4.292051753117963e-13,3
"(0.7,0.1,e)",0.00017782794100389227,101,decomposer default Euler,1.510035875801109e-14,3
"(0.7,0.1,e)",0.00017782794100389227,101,"transpile L1 [cx,rz,sx,x]",4.292051753117963e-13,3
"(0.7,0.1,e)",0.00017782794100389227,101,"transpile L2 [cx,rz,sx,x]",4.292051753117963e-13,3
"(0.7,0.1,e)",0.00017782794100389227,101,"transpile L3 [cx,rz,sx,x]",4.292051753117963e-13,3
"(0.7,0.1,e)",0.00017782794100389227,101,transpile L1 GenericBackendV2 cz,2.2166463646222224e-13,3
"(0.7,0.1,e)",0.00017782794100389227,101,transpile L3 GenericBackendV2 cz,5.244244230133135e-15,3
"(0.7,0.1,e)",0.00017782794100389227,101,PSF-Zero old path,2.2038969342950357e-13,3
"(0.7,0.1,e)",0.00017782794100389227,101,PSF-Zero closed form,1.7436175877954274e-15,3
"(0.7,0.1,e)",0.00017782794100389227,202,decomposer ZSX (as PSF-Zero),4.384253362149848e-13,3
"(0.7,0.1,e)",0.00017782794100389227,202,decomposer default Euler,4.58478718028687e-15,3
"(0.7,0.1,e)",0.00017782794100389227,202,"transpile L1 [cx,rz,sx,x]",4.384253362149848e-13,3
"(0.7,0.1,e)",0.00017782794100389227,202,"transpile L2 [cx,rz,sx,x]",4.384253362149848e-13,3
"(0.7,0.1,e)",0.00017782794100389227,202,"transpile L3 [cx,rz,sx,x]",4.384253362149848e-13,3
"(0.7,0.1,e)",0.00017782794100389227,202,transpile L1 GenericBackendV2 cz,2.1641462149548833e-13,3
"(0.7,0.1,e)",0.00017782794100389227,202,transpile L3 GenericBackendV2 cz,7.461767394780984e-15,3
"(0.7,0.1,e)",0.00017782794100389227,202,PSF-Zero old path,2.1999337048131e-13,3
"(0.7,0.1,e)",0.00017782794100389227,202,PSF-Zero closed form,1.4052973358107615e-15,3
"(0.7,0.1,e)",0.0001,13,decomposer ZSX (as PSF-Zero),7.771680624516637e-13,3
"(0.7,0.1,e)",0.0001,13,decomposer default Euler,2.073940089069263e-15,3
"(0.7,0.1,e)",0.0001,13,"transpile L1 [cx,rz,sx,x]",7.771680624516637e-13,3
"(0.7,0.1,e)",0.0001,13,"transpile L2 [cx,rz,sx,x]",7.771680624516637e-13,3
"(0.7,0.1,e)",0.0001,13,"transpile L3 [cx,rz,sx,x]",7.771680624516637e-13,3
"(0.7,0.1,e)",0.0001,13,transpile L1 GenericBackendV2 cz,3.9249198199876497e-13,3
"(0.7,0.1,e)",0.0001,13,transpile L3 GenericBackendV2 cz,3.268594679751424e-15,3
"(0.7,0.1,e)",0.0001,13,PSF-Zero old path,3.924340781224536e-13,3
"(0.7,0.1,e)",0.0001,13,PSF-Zero closed form,1.0873492506363005e-15,3
"(0.7,0.1,e)",0.0001,101,decomposer ZSX (as PSF-Zero),7.772013901174718e-13,3
"(0.7,0.1,e)",0.0001,101,decomposer default Euler,4.530281588526869e-15,3
"(0.7,0.1,e)",0.0001,101,"transpile L1 [cx,rz,sx,x]",7.772013901174718e-13,3
"(0.7,0.1,e)",0.0001,101,"transpile L2 [cx,rz,sx,x]",7.772013901174718e-13,3
"(0.7,0.1,e)",0.0001,101,"transpile L3 [cx,rz,sx,x]",7.772013901174718e-13,3
"(0.7,0.1,e)",0.0001,101,transpile L1 GenericBackendV2 cz,3.937653833331361e-13,3
"(0.7,0.1,e)",0.0001,101,transpile L3 GenericBackendV2 cz,2.7943715185527426e-15,3
"(0.7,0.1,e)",0.0001,101,PSF-Zero old path,3.925420345622008e-13,3
"(0.7,0.1,e)",0.0001,101,PSF-Zero closed form,1.4473219107297157e-15,3
"(0.7,0.1,e)",0.0001,202,decomposer ZSX (as PSF-Zero),7.830609368068079e-13,3
"(0.7,0.1,e)",0.0001,202,decomposer default Euler,1.1109986087943969e-14,3
"(0.7,0.1,e)",0.0001,202,"transpile L1 [cx,rz,sx,x]",7.830609368068079e-13,3
"(0.7,0.1,e)",0.0001,202,"transpile L2 [cx,rz,sx,x]",7.830609368068079e-13,3
"(0.7,0.1,e)",0.0001,202,"transpile L3 [cx,rz,sx,x]",7.830609368068079e-13,3
"(0.7,0.1,e)",0.0001,202,transpile L1 GenericBackendV2 cz,3.8728365721452524e-13,3
"(0.7,0.1,e)",0.0001,202,transpile L3 GenericBackendV2 cz,1.2172206420445573e-14,3
"(0.7,0.1,e)",0.0001,202,PSF-Zero old path,3.9199805517259643e-13,3
"(0.7,0.1,e)",0.0001,202,PSF-Zero closed form,1.5847133340083108e-15,3
"(0.7,0.1,e)",5.623413251903491e-05,13,decomposer ZSX (as PSF-Zero),1.3845196733223744e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,13,decomposer default Euler,2.8849113784785487e-15,3
"(0.7,0.1,e)",5.623413251903491e-05,13,"transpile L1 [cx,rz,sx,x]",1.3845196733223744e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,13,"transpile L2 [cx,rz,sx,x]",1.3845196733223744e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,13,"transpile L3 [cx,rz,sx,x]",1.3845196733223744e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,13,transpile L1 GenericBackendV2 cz,6.964757707837332e-13,3
"(0.7,0.1,e)",5.623413251903491e-05,13,transpile L3 GenericBackendV2 cz,3.6820689824828865e-15,3
"(0.7,0.1,e)",5.623413251903491e-05,13,PSF-Zero old path,6.982423659473924e-13,3
"(0.7,0.1,e)",5.623413251903491e-05,13,PSF-Zero closed form,1.233718944917858e-15,3
"(0.7,0.1,e)",5.623413251903491e-05,101,decomposer ZSX (as PSF-Zero),1.3819799090779272e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,101,decomposer default Euler,6.964130575844528e-15,3
"(0.7,0.1,e)",5.623413251903491e-05,101,"transpile L1 [cx,rz,sx,x]",1.3819799090779272e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,101,"transpile L2 [cx,rz,sx,x]",1.3819799090779272e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,101,"transpile L3 [cx,rz,sx,x]",1.3819799090779272e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,101,transpile L1 GenericBackendV2 cz,7.007562338269097e-13,3
"(0.7,0.1,e)",5.623413251903491e-05,101,transpile L3 GenericBackendV2 cz,4.461808094049421e-15,3
"(0.7,0.1,e)",5.623413251903491e-05,101,PSF-Zero old path,6.986344527803011e-13,3
"(0.7,0.1,e)",5.623413251903491e-05,101,PSF-Zero closed form,1.420631558774314e-15,3
"(0.7,0.1,e)",5.623413251903491e-05,202,decomposer ZSX (as PSF-Zero),1.3917873269804699e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,202,decomposer default Euler,1.2962565605344755e-14,3
"(0.7,0.1,e)",5.623413251903491e-05,202,"transpile L1 [cx,rz,sx,x]",1.3917873269804699e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,202,"transpile L2 [cx,rz,sx,x]",1.3917873269804699e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,202,"transpile L3 [cx,rz,sx,x]",1.3917873269804699e-12,3
"(0.7,0.1,e)",5.623413251903491e-05,202,transpile L1 GenericBackendV2 cz,6.921444694481018e-13,3
"(0.7,0.1,e)",5.623413251903491e-05,202,transpile L3 GenericBackendV2 cz,1.2036823573845759e-14,3
"(0.7,0.1,e)",5.623413251903491e-05,202,PSF-Zero old path,6.982564271099403e-13,3
"(0.7,0.1,e)",5.623413251903491e-05,202,PSF-Zero closed form,1.2994086278935852e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,decomposer ZSX (as PSF-Zero),2.4694860835154908e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,decomposer default Euler,1.6625132214327596e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,"transpile L1 [cx,rz,sx,x]",2.4694860835154908e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,"transpile L2 [cx,rz,sx,x]",2.4694860835154908e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,"transpile L3 [cx,rz,sx,x]",2.4694860835154908e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,transpile L1 GenericBackendV2 cz,6.189891811941985e-13,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,transpile L3 GenericBackendV2 cz,3.4178050032060797e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,PSF-Zero old path,2.4696691687335582e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,13,PSF-Zero closed form,1.3069457783997925e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,decomposer ZSX (as PSF-Zero),2.464912497054505e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,decomposer default Euler,7.512819911463157e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,"transpile L1 [cx,rz,sx,x]",2.464912497054505e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,"transpile L2 [cx,rz,sx,x]",2.464912497054505e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,"transpile L3 [cx,rz,sx,x]",2.464912497054505e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,transpile L1 GenericBackendV2 cz,6.225966838308226e-13,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,transpile L3 GenericBackendV2 cz,4.56718298526326e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,PSF-Zero old path,2.4694208445338155e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,101,PSF-Zero closed form,1.469400128911322e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,decomposer ZSX (as PSF-Zero),2.4701397003765142e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,decomposer default Euler,7.024083647820765e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,"transpile L1 [cx,rz,sx,x]",2.4701397003765142e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,"transpile L2 [cx,rz,sx,x]",2.4701397003765142e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,"transpile L3 [cx,rz,sx,x]",2.4701397003765142e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,transpile L1 GenericBackendV2 cz,6.161784084077321e-13,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,transpile L3 GenericBackendV2 cz,8.497202573592034e-15,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,PSF-Zero old path,2.469262342980933e-12,3
"(0.7,0.1,e)",3.1622776601683795e-05,202,PSF-Zero closed form,1.0905824472356456e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,13,decomposer ZSX (as PSF-Zero),4.391399949608341e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,13,decomposer default Euler,2.376994042451271e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,13,"transpile L1 [cx,rz,sx,x]",4.391399949608341e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,13,"transpile L2 [cx,rz,sx,x]",4.391399949608341e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,13,"transpile L3 [cx,rz,sx,x]",4.391399949608341e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,13,transpile L1 GenericBackendV2 cz,3.5368761312461047e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,13,transpile L3 GenericBackendV2 cz,3.717796931635497e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,13,PSF-Zero old path,4.39058925022202e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,13,PSF-Zero closed form,1.2450819894633028e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,101,decomposer ZSX (as PSF-Zero),4.387696485793882e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,101,decomposer default Euler,3.127148822154631e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,101,"transpile L1 [cx,rz,sx,x]",4.387696485793882e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,101,"transpile L2 [cx,rz,sx,x]",4.387696485793882e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,101,"transpile L3 [cx,rz,sx,x]",4.387696485793882e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,101,transpile L1 GenericBackendV2 cz,2.5400993189848935e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,101,transpile L3 GenericBackendV2 cz,2.801112872987968e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,101,PSF-Zero old path,4.390721468417906e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,101,PSF-Zero closed form,1.5927638282841553e-15,3
"(0.7,0.1,e)",1.778279410038923e-05,202,decomposer ZSX (as PSF-Zero),4.393760139226246e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,202,decomposer default Euler,1.0893294930577635e-14,3
"(0.7,0.1,e)",1.778279410038923e-05,202,"transpile L1 [cx,rz,sx,x]",4.393760139226246e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,202,"transpile L2 [cx,rz,sx,x]",4.393760139226246e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,202,"transpile L3 [cx,rz,sx,x]",4.393760139226246e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,202,transpile L1 GenericBackendV2 cz,1.2759773120158879e-14,3
"(0.7,0.1,e)",1.778279410038923e-05,202,transpile L3 GenericBackendV2 cz,1.2845943474723e-14,3
"(0.7,0.1,e)",1.778279410038923e-05,202,PSF-Zero old path,4.38920474595326e-12,3
"(0.7,0.1,e)",1.778279410038923e-05,202,PSF-Zero closed form,1.583577364513702e-15,3
"(0.7,0.1,e)",1e-05,13,decomposer ZSX (as PSF-Zero),7.808966327586397e-12,3
"(0.7,0.1,e)",1e-05,13,decomposer default Euler,3.0321616659597468e-15,3
"(0.7,0.1,e)",1e-05,13,"transpile L1 [cx,rz,sx,x]",7.808966327586397e-12,3
"(0.7,0.1,e)",1e-05,13,"transpile L2 [cx,rz,sx,x]",7.808966327586397e-12,3
"(0.7,0.1,e)",1e-05,13,"transpile L3 [cx,rz,sx,x]",7.808966327586397e-12,3
"(0.7,0.1,e)",1e-05,13,transpile L1 GenericBackendV2 cz,2.954412843393083e-15,3
"(0.7,0.1,e)",1e-05,13,transpile L3 GenericBackendV2 cz,3.2189587903230085e-15,3
"(0.7,0.1,e)",1e-05,13,PSF-Zero old path,7.810555130888834e-12,3
"(0.7,0.1,e)",1e-05,13,PSF-Zero closed form,1.3156296550585269e-15,3
"(0.7,0.1,e)",1e-05,101,decomposer ZSX (as PSF-Zero),7.8078443198736e-12,3
"(0.7,0.1,e)",1e-05,101,decomposer default Euler,2.8774049473695327e-15,3
"(0.7,0.1,e)",1e-05,101,"transpile L1 [cx,rz,sx,x]",7.8078443198736e-12,3
"(0.7,0.1,e)",1e-05,101,"transpile L2 [cx,rz,sx,x]",7.8078443198736e-12,3
"(0.7,0.1,e)",1e-05,101,"transpile L3 [cx,rz,sx,x]",7.8078443198736e-12,3
"(0.7,0.1,e)",1e-05,101,transpile L1 GenericBackendV2 cz,7.007644852173161e-15,3
"(0.7,0.1,e)",1e-05,101,transpile L3 GenericBackendV2 cz,7.159638031016501e-15,3
"(0.7,0.1,e)",1e-05,101,PSF-Zero old path,7.811267537702117e-12,3
"(0.7,0.1,e)",1e-05,101,PSF-Zero closed form,1.3042963490729153e-15,3
"(0.7,0.1,e)",1e-05,202,decomposer ZSX (as PSF-Zero),7.8162849662159e-12,3
"(0.7,0.1,e)",1e-05,202,decomposer default Euler,1.34065787133955e-14,3
"(0.7,0.1,e)",1e-05,202,"transpile L1 [cx,rz,sx,x]",7.8162849662159e-12,3
"(0.7,0.1,e)",1e-05,202,"transpile L2 [cx,rz,sx,x]",7.8162849662159e-12,3
"(0.7,0.1,e)",1e-05,202,"transpile L3 [cx,rz,sx,x]",7.8162849662159e-12,3
"(0.7,0.1,e)",1e-05,202,transpile L1 GenericBackendV2 cz,1.6291803270539248e-14,3
"(0.7,0.1,e)",1e-05,202,transpile L3 GenericBackendV2 cz,1.630051040867306e-14,3
"(0.7,0.1,e)",1e-05,202,PSF-Zero old path,7.811829113587654e-12,3
"(0.7,0.1,e)",1e-05,202,PSF-Zero closed form,1.2366863005225117e-15,3
"(0.7,0.1,e)",5.623413251903491e-06,13,decomposer ZSX (as PSF-Zero),1.3889248275553713e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,13,decomposer default Euler,3.229382394337481e-15,3
"(0.7,0.1,e)",5.623413251903491e-06,13,"transpile L1 [cx,rz,sx,x]",1.3889248275553713e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,13,"transpile L2 [cx,rz,sx,x]",1.3889248275553713e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,13,"transpile L3 [cx,rz,sx,x]",1.3889248275553713e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,13,transpile L1 GenericBackendV2 cz,3.952855883891246e-15,3
"(0.7,0.1,e)",5.623413251903491e-06,13,transpile L3 GenericBackendV2 cz,3.792757769205847e-15,3
"(0.7,0.1,e)",5.623413251903491e-06,13,PSF-Zero old path,1.3889688744044983e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,13,PSF-Zero closed form,1.2764547516271783e-15,3
"(0.7,0.1,e)",5.623413251903491e-06,101,decomposer ZSX (as PSF-Zero),1.3880692500665412e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,101,decomposer default Euler,1.552624459271976e-14,3
"(0.7,0.1,e)",5.623413251903491e-06,101,"transpile L1 [cx,rz,sx,x]",1.3880692500665412e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,101,"transpile L2 [cx,rz,sx,x]",1.3880692500665412e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,101,"transpile L3 [cx,rz,sx,x]",1.3880692500665412e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,101,transpile L1 GenericBackendV2 cz,1.2080970243527135e-14,3
"(0.7,0.1,e)",5.623413251903491e-06,101,transpile L3 GenericBackendV2 cz,1.2490335247159833e-14,3
"(0.7,0.1,e)",5.623413251903491e-06,101,PSF-Zero old path,1.389018648729009e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,101,PSF-Zero closed form,1.4271284954867207e-15,3
"(0.7,0.1,e)",5.623413251903491e-06,202,decomposer ZSX (as PSF-Zero),1.3895251732049269e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,202,decomposer default Euler,1.6603243469285612e-14,3
"(0.7,0.1,e)",5.623413251903491e-06,202,"transpile L1 [cx,rz,sx,x]",1.3895251732049269e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,202,"transpile L2 [cx,rz,sx,x]",1.3895251732049269e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,202,"transpile L3 [cx,rz,sx,x]",1.3895251732049269e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,202,transpile L1 GenericBackendV2 cz,1.0037157402493065e-14,3
"(0.7,0.1,e)",5.623413251903491e-06,202,transpile L3 GenericBackendV2 cz,1.0078343893529736e-14,3
"(0.7,0.1,e)",5.623413251903491e-06,202,PSF-Zero old path,1.3888905296070234e-11,3
"(0.7,0.1,e)",5.623413251903491e-06,202,PSF-Zero closed form,1.511102475120108e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,13,decomposer ZSX (as PSF-Zero),2.4703971806052262e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,13,decomposer default Euler,2.4727398543802776e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,13,"transpile L1 [cx,rz,sx,x]",2.4703971806052262e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,13,"transpile L2 [cx,rz,sx,x]",2.4703971806052262e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,13,"transpile L3 [cx,rz,sx,x]",2.4703971806052262e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,13,transpile L1 GenericBackendV2 cz,3.5194422843087904e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,13,transpile L3 GenericBackendV2 cz,3.5061744085644593e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,13,PSF-Zero old path,2.4703181991857006e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,13,PSF-Zero closed form,1.234655235676137e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,101,decomposer ZSX (as PSF-Zero),2.4695146006791417e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,101,decomposer default Euler,9.460795938421207e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,101,"transpile L1 [cx,rz,sx,x]",2.4695146006791417e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,101,"transpile L2 [cx,rz,sx,x]",2.4695146006791417e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,101,"transpile L3 [cx,rz,sx,x]",2.4695146006791417e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,101,transpile L1 GenericBackendV2 cz,3.385659968052774e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,101,transpile L3 GenericBackendV2 cz,3.3470504991055214e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,101,PSF-Zero old path,2.4702728514050022e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,101,PSF-Zero closed form,1.6296155205208163e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,202,decomposer ZSX (as PSF-Zero),2.4703782841718824e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,202,decomposer default Euler,7.318145173491672e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,202,"transpile L1 [cx,rz,sx,x]",2.4703782841718824e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,202,"transpile L2 [cx,rz,sx,x]",2.4703782841718824e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,202,"transpile L3 [cx,rz,sx,x]",2.4703782841718824e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,202,transpile L1 GenericBackendV2 cz,7.763223832096024e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,202,transpile L3 GenericBackendV2 cz,7.833242923204913e-15,3
"(0.7,0.1,e)",3.162277660168379e-06,202,PSF-Zero old path,2.4702117492232842e-11,3
"(0.7,0.1,e)",3.162277660168379e-06,202,PSF-Zero closed form,1.3405406073376786e-15,3
"(0.7,0.1,e)",1.778279410038923e-06,13,decomposer ZSX (as PSF-Zero),4.392335035952704e-11,3
"(0.7,0.1,e)",1.778279410038923e-06,13,decomposer default Euler,4.444793512585738e-15,3
"(0.7,0.1,e)",1.778279410038923e-06,13,"transpile L1 [cx,rz,sx,x]",4.392335035952704e-11,3
"(0.7,0.1,e)",1.778279410038923e-06,13,"transpile L2 [cx,rz,sx,x]",4.392335035952704e-11,3
"(0.7,0.1,e)",1.778279410038923e-06,13,"transpile L3 [cx,rz,sx,x]",4.392335035952704e-11,3
"(0.7,0.1,e)",1.778279410038923e-06,13,transpile L1 GenericBackendV2 cz,5.763310106082172e-15,3
