qiskit,psf_true,psf_false
0.007656500,0.000898000,0.000790500
0.008188000,0.001078200,0.000768400
0.007626600,0.001006800,0.000761500
0.007747900,0.001486900,0.001263800
0.006716100,0.001077800,0.000829900
0.007759500,0.001581100,0.000883900
0.006484100,0.000948200,0.000808800
0.006523100,0.001501000,0.001216500
0.006713000,0.001200700,0.000963200
0.007792400,0.001668500,0.001388500
0.006989300,0.000932700,0.000778800
0.008573400,0.001681200,0.000856900
0.006585300,0.000892300,0.000720300
0.005873900,0.001424200,0.001303900
0.006117600,0.000872400,0.000718900
0.006277100,0.000854100,0.000711900
0.008394800,0.001128400,0.000929900
0.007116900,0.001606100,0.000859100
0.008001800,0.001478700,0.001229700
0.006548800,0.001659500,0.000889200
0.007219700,0.000966600,0.000762000
0.007570600,0.000903100,0.000743100
0.007802900,0.001079100,0.000780300
0.008574500,0.000962600,0.000740700
0.005995600,0.001405800,0.001226600
0.005900700,0.001375600,0.001433600
0.006117700,0.000920400,0.000790900
0.006281600,0.000942600,0.000729200
0.007440200,0.001281500,0.000861900
0.007872500,0.001614900,0.001297900
0.007217400,0.000936800,0.000730100
0.006076300,0.001414300,0.001390100
0.007384500,0.001248700,0.000754400
0.007263400,0.001614300,0.001310000
0.005964300,0.001417400,0.001218500
0.008076100,0.001591800,0.000862600
0.008039100,0.000910300,0.000724200
0.006800200,0.001922900,0.001537300
0.007674500,0.001627500,0.000816700
0.006503000,0.001732200,0.001077800
0.006952100,0.001112300,0.000868800
0.008434000,0.001402600,0.000806000
0.006282800,0.001424900,0.001235400
0.006818300,0.000974400,0.000797700
0.007995400,0.001007200,0.000754800
0.006939300,0.001427300,0.001203500
0.008499400,0.001126600,0.000780300
0.007029700,0.001023700,0.000773700
0.006488500,0.001547500,0.001368800
0.005970200,0.001557500,0.000808700
0.006331200,0.001044600,0.000853900
0.008843700,0.000974000,0.000737400
0.006097900,0.000883000,0.000740100
0.006912300,0.001679500,0.001218700
0.008345600,0.001008400,0.000802600
0.008424200,0.001022200,0.000777100
0.006579100,0.001481300,0.001202600
0.006653300,0.000986200,0.001020000
0.006662900,0.001588400,0.001064500
0.007298900,0.001491900,0.001345700
0.006198400,0.001395100,0.001208900
0.006635000,0.001215600,0.000853400
0.006599800,0.001075600,0.000881200
0.007084900,0.001470700,0.001236100
0.006507600,0.000972100,0.000843800
0.006878400,0.000979100,0.000817200
0.006532700,0.001809500,0.001409400
0.006057200,0.001810900,0.001240900
0.006841400,0.001004600,0.000818600
0.007036700,0.000963000,0.000758000
0.006846100,0.001640700,0.001273200
0.006668900,0.001521000,0.000857900
0.006979200,0.000993400,0.000831700
0.007529800,0.001685800,0.001271100
0.006939500,0.001406400,0.001328300
0.008066300,0.001411400,0.001090600
0.006920300,0.000975700,0.000751400
0.005825900,0.000886100,0.000735400
0.006148800,0.001393900,0.001217500
0.006015000,0.001044200,0.000791800
0.008349900,0.001781700,0.001375100
0.006867100,0.001260700,0.000785300
0.008401500,0.001553200,0.001115500
0.006413000,0.000929500,0.000729600
0.006631500,0.001398300,0.001211900
0.007194800,0.002202900,0.001245000
0.007112800,0.001634600,0.001359300
0.008432600,0.001496100,0.001256000
0.008553000,0.001054600,0.000826000
0.007890000,0.001131600,0.000811600
0.006360300,0.001419200,0.001221200
0.006868300,0.001771100,0.001433300
0.006593500,0.000876100,0.000743400
0.007415000,0.000910900,0.000767900
0.007561700,0.000969900,0.000795000
0.007089500,0.001647800,0.001275600
0.006953400,0.000913000,0.000770700
0.006529200,0.000991900,0.000807000
0.008141400,0.000975500,0.000759900
0.006651100,0.000909900,0.000754200
0.006178500,0.000900400,0.000775000
0.006720800,0.001615800,0.001362400
0.006334400,0.000907700,0.000833900
0.008352700,0.000899600,0.000906500
0.006391500,0.001573200,0.001346300
0.007368400,0.000922200,0.000772100
0.006410900,0.001394800,0.001189600
0.006937800,0.001773100,0.001412200
0.007208900,0.000885600,0.000787500
0.007462400,0.001010900,0.000778400
0.008796300,0.001134200,0.000773100
