family,k,m,order,j,n_bare,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
n_bare_edges,,,,,14,24,2,0,42,1.0,21,0,3,0,8.334287499999846,21,21,True,True,0,7027.28019999995,7011.534214019775,0.0,7016.67594909668,0.9977593058008168,3508.6357593536377,1.0020732879638672,3501.896381378174,0.0,VF2Layout,3508.6357593536377,25,nonexistent solution,no better solution found,True,True,75,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,14,24,2,0,42,1.0,21,0,3,1,15.363940199999888,21,21,True,True,0,6820.324000000255,6805.332660675049,0.0,6810.354709625244,0.9978019608269042,3390.9616470336914,0.6623268127441406,3413.7086868286133,0.0,VF2PostLayout,3413.7086868286133,25,nonexistent solution,no better solution found,True,True,75,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,14,24,2,0,42,1.0,21,1,3,0,29.13294500000029,21,21,True,True,0,6822.213499999634,6806.499242782593,0.0,6810.5127811431885,0.9976966043034211,3397.4456787109375,0.9946823120117188,3408.0588817596436,0.0,VF2PostLayout,3408.0588817596436,25,nonexistent solution,no better solution found,True,True,75,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,14,24,2,0,42,1.0,21,1,3,1,35.95745170000009,21,21,True,True,0,6823.205300000154,6808.075189590454,0.0,6812.143564224243,0.9977825509061409,3398.0941772460938,1.0025501251220703,3408.9784622192383,0.0,VF2PostLayout,3408.9784622192383,25,nonexistent solution,no better solution found,True,True,75,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,14,24,2,0,42,1.0,21,2,3,0,49.77041319999989,21,21,True,True,0,6900.846600000477,6886.118173599243,0.0,6891.141891479492,0.9978657073175292,3429.387331008911,1.0018348693847656,3455.7290077209473,0.0,VF2PostLayout,3455.7290077209473,25,nonexistent solution,no better solution found,True,True,75,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,14,24,2,0,42,1.0,21,2,3,1,56.6735335000003,21,21,True,True,0,6909.512199999881,6892.961740493774,0.0,6898.122787475586,0.9976046848131903,3391.4685249328613,1.001119613647461,3500.4920959472656,0.0,VF2PostLayout,3500.4920959472656,25,nonexistent solution,no better solution found,True,True,75,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,15,23,2,0,42,1.0,21,0,3,0,70.74755629999981,21,21,True,True,0,7030.10329999961,7013.099431991577,0.0,7020.244836807251,0.9975812776452327,3513.216018676758,1.1076927185058594,3498.7757205963135,0.0,VF2Layout,3513.216018676758,25,nonexistent solution,no better solution found,True,True,69,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,15,23,2,0,42,1.0,21,0,3,1,77.78013170000031,21,21,True,True,0,7078.952400000162,7064.555406570435,0.0,7068.603515625,0.9979662254220374,3486.5777492523193,1.0023117065429688,3576.9753456115723,0.0,VF2PostLayout,3576.9753456115723,25,nonexistent solution,no better solution found,True,True,69,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,15,23,2,0,42,1.0,21,1,3,0,91.92623350000031,21,21,True,True,0,6839.162099999157,6825.493812561035,0.0,6828.506708145142,0.9980014675426213,3419.294595718384,1.0020732879638672,3405.1971435546875,0.0,VF2Layout,3419.294595718384,25,nonexistent solution,no better solution found,True,True,69,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,15,23,2,0,42,1.0,21,1,3,1,98.76765309999973,21,21,True,True,0,6846.284900000683,6830.442428588867,0.0,6833.675861358643,0.9976859754387648,3400.0370502471924,1.0025501251220703,3429.4028282165527,0.0,VF2PostLayout,3429.4028282165527,25,nonexistent solution,no better solution found,True,True,69,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
