Seed,Arm,Rep,Time_s,StopReason,CPU_before_pct,Wallclock,Platform,Python,CPU,CPU_count,StartMethod,qiskit,rustworkx,networkx,numpy,core_ext
3,tuple_full,14,0.33034610000140674,VF2LayoutStopReason.NO_SOLUTION_FOUND,8.7,1789352267.4399726,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
3,tuple_full,15,0.34118649999982154,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352267.8212621,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
3,tuple_full,16,0.32681120000052033,VF2LayoutStopReason.NO_SOLUTION_FOUND,12.0,1789352268.2024422,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
3,tuple_full,17,0.32366019999972195,VF2LayoutStopReason.NO_SOLUTION_FOUND,3.0,1789352268.5836868,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
3,tuple_full,18,0.33056719999876805,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.9,1789352268.9689803,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
3,tuple_full,19,0.32667399999991176,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352269.3433142,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,0,0.33158910000020114,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352270.061946,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,1,0.33724789999905624,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.4,1789352270.4514024,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,2,0.33990799999992305,VF2LayoutStopReason.NO_SOLUTION_FOUND,9.3,1789352270.8339744,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,3,0.3364355000012438,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.3,1789352271.215011,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,4,0.3357307000005676,VF2LayoutStopReason.NO_SOLUTION_FOUND,1.8,1789352271.6116204,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,5,0.33913120000033814,VF2LayoutStopReason.NO_SOLUTION_FOUND,18.6,1789352271.9926233,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,6,0.339267800000016,VF2LayoutStopReason.NO_SOLUTION_FOUND,5.8,1789352272.3901062,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,7,0.3432923000000301,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352272.787353,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,8,0.3334644999995362,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352273.174651,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,9,0.3387407999998686,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352273.5617456,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,10,0.3333450999998604,VF2LayoutStopReason.NO_SOLUTION_FOUND,7.5,1789352273.9435377,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,11,0.3352722999989055,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.8,1789352274.3246946,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,12,0.3388057000011031,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.4,1789352274.7218757,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,13,0.3358273999983794,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352275.1037304,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,14,0.3334240999993199,VF2LayoutStopReason.NO_SOLUTION_FOUND,14.0,1789352275.4839814,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,15,0.3380560000005062,VF2LayoutStopReason.NO_SOLUTION_FOUND,6.8,1789352275.8800864,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,16,0.33247970000047644,VF2LayoutStopReason.NO_SOLUTION_FOUND,7.1,1789352276.2625916,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,17,0.3332404000011593,VF2LayoutStopReason.NO_SOLUTION_FOUND,8.7,1789352276.6435318,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,18,0.3308575999999448,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.4,1789352277.024927,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,scalar,19,0.3362851000001683,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.2,1789352277.4058993,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,0,0.33984459999919636,VF2LayoutStopReason.NO_SOLUTION_FOUND,7.1,1789352278.1506438,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,1,0.34701829999903566,VF2LayoutStopReason.NO_SOLUTION_FOUND,7.1,1789352278.540697,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,2,0.33799809999982244,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.1,1789352278.9362788,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,3,0.3314840000002732,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.0,1789352279.3174825,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,4,0.33100979999835545,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.4,1789352279.6982691,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,5,0.3361340999999811,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.3,1789352280.079463,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,6,0.33845889999975043,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.4,1789352280.477425,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,7,0.33135030000084953,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352280.8570652,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,8,0.33328010000150243,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.5,1789352281.233541,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,9,0.33444540000164125,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352281.614437,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,10,0.334298800000397,VF2LayoutStopReason.NO_SOLUTION_FOUND,1.9,1789352282.0140507,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,11,0.3393469999991794,VF2LayoutStopReason.NO_SOLUTION_FOUND,6.8,1789352282.3923116,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,12,0.33710570000039297,VF2LayoutStopReason.NO_SOLUTION_FOUND,10.7,1789352282.787297,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,13,0.3436791000003723,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352283.1843781,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,14,0.3362005999988469,VF2LayoutStopReason.NO_SOLUTION_FOUND,10.9,1789352283.5715156,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,15,0.33787049999955343,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352283.9584932,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,16,0.340622000001531,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352284.3391933,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,17,0.34679400000095484,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.2,1789352284.736834,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,18,0.3325561000001471,VF2LayoutStopReason.NO_SOLUTION_FOUND,9.4,1789352285.1228588,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,max_trials1,19,0.3351737000011781,VF2LayoutStopReason.NO_SOLUTION_FOUND,31.0,1789352285.5172904,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,0,0.34401419999994687,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352286.2472837,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,1,0.3438033999991603,VF2LayoutStopReason.NO_SOLUTION_FOUND,9.4,1789352286.6465638,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,2,0.34356389999993553,VF2LayoutStopReason.NO_SOLUTION_FOUND,8.6,1789352287.0436378,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,3,0.33653380000032485,VF2LayoutStopReason.NO_SOLUTION_FOUND,11.1,1789352287.4313314,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,4,0.35563510000065435,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352287.8369033,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,5,0.3497481999984302,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352288.2380536,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,6,0.3457678000013402,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352288.6352313,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,7,0.3411918000001606,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352289.026493,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,8,0.3489852000002429,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352289.4137933,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,9,0.35661090000030526,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352289.8272376,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,10,0.3442229000011139,VF2LayoutStopReason.NO_SOLUTION_FOUND,7.3,1789352290.2293723,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,11,0.33683949999976903,VF2LayoutStopReason.NO_SOLUTION_FOUND,34.1,1789352290.616614,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,12,0.3442795000009937,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352291.0118985,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,13,0.33760889999939536,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352291.3996334,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,14,0.3402698000008968,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352291.7910557,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,15,0.34281650000048103,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352292.1819172,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,16,0.339982700001201,VF2LayoutStopReason.NO_SOLUTION_FOUND,11.3,1789352292.5672693,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,17,0.34098570000060135,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352292.9673889,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,18,0.3503072000003158,VF2LayoutStopReason.NO_SOLUTION_FOUND,2.0,1789352293.3584442,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_10k,19,0.337654000000839,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352293.7569447,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,0,0.3344262999999046,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.2,1789352294.4855871,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,1,0.34235439999974915,VF2LayoutStopReason.NO_SOLUTION_FOUND,10.9,1789352294.8787057,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,2,0.3457381999996869,VF2LayoutStopReason.NO_SOLUTION_FOUND,11.4,1789352295.2792172,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,3,0.3418839999994816,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352295.6717756,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,4,0.34965550000015355,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352296.0712678,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,5,0.34280719999878784,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352296.4578962,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,6,0.33326990000023216,VF2LayoutStopReason.NO_SOLUTION_FOUND,1.6,1789352296.8374536,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,7,0.3360496000004787,VF2LayoutStopReason.NO_SOLUTION_FOUND,6.2,1789352297.233756,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,8,0.3384114000000409,VF2LayoutStopReason.NO_SOLUTION_FOUND,4.4,1789352297.6149113,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,9,0.34013769999910437,VF2LayoutStopReason.NO_SOLUTION_FOUND,6.5,1789352298.0168755,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,10,0.3399376999986998,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352298.407693,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,11,0.3362949000002118,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352298.790577,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,12,0.34874499999932596,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352299.1925569,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,13,0.34255259999918053,VF2LayoutStopReason.NO_SOLUTION_FOUND,3.3,1789352299.5869615,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,14,0.3407778999990114,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352299.975771,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,15,0.340206599999874,VF2LayoutStopReason.NO_SOLUTION_FOUND,10.3,1789352300.3687425,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
4,tuple_full,16,0.3362541999995301,VF2LayoutStopReason.NO_SOLUTION_FOUND,0.0,1789352300.756438,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
