part,case,arm,rep,time_s,err,cx,twoq,sx,depth,closed_form,fallback,pair_applicable,pair_worst,esp_log10,mean_edge_err,layout_phase,layout_order
C2,spare0_seed4,new,3,0.047852218999651086,,,180,,,,,,,,,,
C2,spare0_seed4,old,3,0.06602126500001759,,,180,,,,,,,,,,
C2,spare0_seed4,old,4,0.06806425300010233,,,180,,,,,,,,,,
C2,spare0_seed4,new,4,0.04972179100013818,,,180,,,,,,,,,,
C2,spare8_seed0,old,0,0.06302775099993596,,,168,784,23,,,True,2.1094237467877974e-15,,,,
C2,spare8_seed0,new,0,0.05401342899995143,,,168,784,21,,,True,2.220446049250313e-15,,,,
C2,spare8_seed0,new,1,0.05040298000039911,,,168,,,,,,,,,,
C2,spare8_seed0,old,1,0.0670984389998921,,,168,,,,,,,,,,
C2,spare8_seed0,old,2,0.06607370200026708,,,168,,,,,,,,,,
C2,spare8_seed0,new,2,0.049260766000315925,,,168,,,,,,,,,,
C2,spare8_seed0,new,3,0.04860400200004733,,,168,,,,,,,,,,
C2,spare8_seed0,old,3,0.06869388499990237,,,168,,,,,,,,,,
C2,spare8_seed0,old,4,0.07088360899979307,,,168,,,,,,,,,,
C2,spare8_seed0,new,4,0.05030974700002844,,,168,,,,,,,,,,
C2,spare8_seed1,old,0,0.0644410519998928,,,168,784,23,,,True,1.9984014443252818e-15,,,,
C2,spare8_seed1,new,0,0.05071642900020379,,,168,784,22,,,True,2.1094237467877974e-15,,,,
C2,spare8_seed1,new,1,0.05139328699988255,,,168,,,,,,,,,,
C2,spare8_seed1,old,1,0.06371841800000766,,,168,,,,,,,,,,
C2,spare8_seed1,old,2,0.06315251899968644,,,168,,,,,,,,,,
C2,spare8_seed1,new,2,0.11888738700008616,,,168,,,,,,,,,,
C2,spare8_seed1,new,3,0.047069052000097145,,,168,,,,,,,,,,
C2,spare8_seed1,old,3,0.06596952900008546,,,168,,,,,,,,,,
C2,spare8_seed1,old,4,0.06467155899963473,,,168,,,,,,,,,,
C2,spare8_seed1,new,4,0.04748280800004068,,,168,,,,,,,,,,
C2,spare8_seed2,old,0,0.06261451599993961,,,168,784,23,,,True,2.1094237467877974e-15,,,,
C2,spare8_seed2,new,0,0.046764440999595536,,,168,784,21,,,True,2.4424906541753444e-15,,,,
C2,spare8_seed2,new,1,0.045901142000275286,,,168,,,,,,,,,,
C2,spare8_seed2,old,1,0.0611593339999672,,,168,,,,,,,,,,
C2,spare8_seed2,old,2,0.06333212299978186,,,168,,,,,,,,,,
C2,spare8_seed2,new,2,0.04382074300019667,,,168,,,,,,,,,,
C2,spare8_seed2,new,3,0.04370193400018252,,,168,,,,,,,,,,
C2,spare8_seed2,old,3,0.06474906799985547,,,168,,,,,,,,,,
C2,spare8_seed2,old,4,0.062160866999875,,,168,,,,,,,,,,
C2,spare8_seed2,new,4,0.04367391599998882,,,168,,,,,,,,,,
C2,spare8_seed3,old,0,0.06610073599995303,,,168,784,23,,,True,2.1094237467877974e-15,,,,
C2,spare8_seed3,new,0,0.04909752200001094,,,168,784,21,,,True,2.6645352591003757e-15,,,,
C2,spare8_seed3,new,1,0.04909426699987307,,,168,,,,,,,,,,
C2,spare8_seed3,old,1,0.06556255900022734,,,168,,,,,,,,,,
C2,spare8_seed3,old,2,0.06578129500030627,,,168,,,,,,,,,,
C2,spare8_seed3,new,2,0.048364610000135144,,,168,,,,,,,,,,
C2,spare8_seed3,new,3,0.04644747500015001,,,168,,,,,,,,,,
C2,spare8_seed3,old,3,0.06540090199996484,,,168,,,,,,,,,,
C2,spare8_seed3,old,4,0.06414199600021675,,,168,,,,,,,,,,
C2,spare8_seed3,new,4,0.04938783899979171,,,168,,,,,,,,,,
C2,spare8_seed4,old,0,0.0660830070000884,,,168,784,23,,,True,2.220446049250313e-15,,,,
C2,spare8_seed4,new,0,0.05485410800019963,,,168,784,21,,,True,2.6645352591003757e-15,,,,
C2,spare8_seed4,new,1,0.05032919399991442,,,168,,,,,,,,,,
C2,spare8_seed4,old,1,0.06873470900018219,,,168,,,,,,,,,,
C2,spare8_seed4,old,2,0.0641231899999184,,,168,,,,,,,,,,
C2,spare8_seed4,new,2,0.04682273200023701,,,168,,,,,,,,,,
C2,spare8_seed4,new,3,0.045908664999842586,,,168,,,,,,,,,,
C2,spare8_seed4,old,3,0.06691322999995464,,,168,,,,,,,,,,
C2,spare8_seed4,old,4,0.06407174200012378,,,168,,,,,,,,,,
C2,spare8_seed4,new,4,0.046598434999850724,,,168,,,,,,,,,,
Q,FakeNighthawk_n120_seed0,PSF unweighted,,0.05514371700019183,,,180,840,,,,True,2.220446049250313e-15,-1800.3174558193305,0.002818947150289025,0,matching_direct
Q,FakeNighthawk_n120_seed0,PSF weighted,,0.04969924499982881,,,180,840,,,,True,2.220446049250313e-15,-1800.253083120121,0.001979982337902357,0,matching_weighted
Q,FakeNighthawk_n120_seed0,Qiskit L3,,12.936585215000378,,,180,840,,,,True,1.887379141862766e-15,-1800.34062743829,0.0029663199085534953,,
Q,FakeNighthawk_n120_seed1,PSF unweighted,,0.05215003700004672,,,180,840,,,,True,2.1094237467877974e-15,-1800.3174558193305,0.002818947150289025,0,matching_direct
Q,FakeNighthawk_n120_seed1,PSF weighted,,0.04798680100020647,,,180,840,,,,True,2.1094237467877974e-15,-1800.253083120121,0.001979982337902357,0,matching_weighted
Q,FakeNighthawk_n120_seed1,Qiskit L3,,13.08455729499974,,,180,840,,,,True,1.9984014443252818e-15,-1800.34062743829,0.0029663199085534953,,
Q,FakeNighthawk_n120_seed2,PSF unweighted,,0.04798136399995201,,,180,840,,,,True,2.4424906541753444e-15,-1800.3174558193305,0.002818947150289025,0,matching_direct
Q,FakeNighthawk_n120_seed2,PSF weighted,,0.04433324599995103,,,180,840,,,,True,2.4424906541753444e-15,-1800.253083120121,0.001979982337902357,0,matching_weighted
Q,FakeNighthawk_n120_seed2,Qiskit L3,,12.805035129000316,,,180,840,,,,True,2.1094237467877974e-15,-1800.34062743829,0.0029663199085534953,,
Q,FakeNighthawk_n112_seed0,PSF unweighted,,0.052017787999830034,,,168,784,,,,True,2.220446049250313e-15,-1800.292752883635,0.0027355815406156425,0,matching_direct
Q,FakeNighthawk_n112_seed0,PSF weighted,,0.04902927900002396,,,168,784,,,,True,2.220446049250313e-15,-1800.228921058894,0.0018539927998111824,0,matching_weighted
Q,FakeNighthawk_n112_seed0,Qiskit L3,,0.15325474599967492,,,168,784,,,,True,1.887379141862766e-15,-0.2993143111210414,0.0028436692422930884,,
Q,FakeNighthawk_n112_seed1,PSF unweighted,,0.048920785000063916,,,168,784,,,,True,2.1094237467877974e-15,-1800.292752883635,0.0027355815406156425,0,matching_direct
Q,FakeNighthawk_n112_seed1,PSF weighted,,0.045842500000162545,,,168,784,,,,True,2.1094237467877974e-15,-1800.228921058894,0.0018539927998111824,0,matching_weighted
Q,FakeNighthawk_n112_seed1,Qiskit L3,,0.15500257199983025,,,168,784,,,,True,2.220446049250313e-15,-0.2993143111210414,0.0028436692422930884,,
Q,FakeNighthawk_n112_seed2,PSF unweighted,,0.04694973100004063,,,168,784,,,,True,2.4424906541753444e-15,-1800.292752883635,0.0027355815406156425,0,matching_direct
Q,FakeNighthawk_n112_seed2,PSF weighted,,0.042857304999870394,,,168,784,,,,True,2.4424906541753444e-15,-1800.228921058894,0.0018539927998111824,0,matching_weighted
Q,FakeNighthawk_n112_seed2,Qiskit L3,,0.15470289699987916,,,168,784,,,,True,1.887379141862766e-15,-0.2993143111210414,0.0028436692422930884,,
Q,FakeTorino_n80_seed0,PSF unweighted,,0.03863520699997025,,,120,560,,,,True,2.220446049250313e-15,-3600.5956853532457,0.10714566144392568,0,matching_direct
Q,FakeTorino_n80_seed0,PSF weighted,,0.04212455500010037,,,120,560,,,,True,2.220446049250313e-15,-0.22672453772546397,0.003157324055511618,0,matching_weighted
Q,FakeTorino_n80_seed0,Qiskit L3,,0.29128664400013804,,,120,560,,,,True,2.220446049250313e-15,-0.5502060929799886,0.007173193917993433,,
Q,FakeTorino_n80_seed1,PSF unweighted,,0.03636335700002746,,,120,560,,,,True,1.9984014443252818e-15,-3600.5956853532457,0.10714566144392568,0,matching_direct
Q,FakeTorino_n80_seed1,PSF weighted,,0.03766523399963262,,,120,560,,,,True,1.9984014443252818e-15,-0.22672453772546397,0.003157324055511618,0,matching_weighted
Q,FakeTorino_n80_seed1,Qiskit L3,,0.2212547160002032,,,120,560,,,,True,2.220446049250313e-15,-0.5502060929799886,0.007173193917993433,,
Q,FakeTorino_n80_seed2,PSF unweighted,,0.03372629500017865,,,120,560,,,,True,2.4424906541753444e-15,-3600.5956853532457,0.10714566144392568,0,matching_direct
Q,FakeTorino_n80_seed2,PSF weighted,,0.0372771330003161,,,120,560,,,,True,2.4424906541753444e-15,-0.22672453772546397,0.003157324055511618,0,matching_weighted
Q,FakeTorino_n80_seed2,Qiskit L3,,0.2236346780000531,,,120,560,,,,True,2.1094237467877974e-15,-0.5502060929799886,0.007173193917993433,,
Q,FakeFez_n80_seed0,PSF unweighted,,0.04159473599975172,,,120,560,,,,True,2.220446049250313e-15,-1800.401591341508,0.05619828563488429,0,matching_direct
Q,FakeFez_n80_seed0,PSF weighted,,0.040232074999948964,,,120,560,,,,True,2.220446049250313e-15,-0.21568846631239627,0.0030434789198900553,0,matching_weighted
Q,FakeFez_n80_seed0,Qiskit L3,,0.2519712469998012,,,120,560,,,,True,1.887379141862766e-15,-0.32108167499102563,0.0049022127553789594,,
Q,FakeFez_n80_seed1,PSF unweighted,,0.03690302899985909,,,120,560,,,,True,1.9984014443252818e-15,-1800.401591341508,0.05619828563488429,0,matching_direct
Q,FakeFez_n80_seed1,PSF weighted,,0.03553321500021411,,,120,560,,,,True,1.9984014443252818e-15,-0.21568846631239627,0.0030434789198900553,0,matching_weighted
Q,FakeFez_n80_seed1,Qiskit L3,,0.24900583899989215,,,120,560,,,,True,1.9984014443252818e-15,-0.32108167499102563,0.0049022127553789594,,
Q,FakeFez_n80_seed2,PSF unweighted,,0.03554493299998285,,,120,560,,,,True,2.4424906541753444e-15,-1800.401591341508,0.05619828563488429,0,matching_direct
Q,FakeFez_n80_seed2,PSF weighted,,0.03650495300007606,,,120,560,,,,True,2.4424906541753444e-15,-0.21568846631239627,0.0030434789198900553,0,matching_weighted
Q,FakeFez_n80_seed2,Qiskit L3,,0.25356138699999065,,,120,560,,,,True,2.1094237467877974e-15,-0.32108167499102563,0.0049022127553789594,,
