qiskit,psf_true,psf_false
0.007614000,0.001328000,0.000997900
0.007050900,0.000918400,0.000758600
0.006040000,0.000891600,0.000759400
0.007536500,0.001878600,0.001004500
0.006973300,0.001426300,0.001297200
0.007302000,0.001513500,0.000879000
0.006173000,0.000904700,0.000751500
0.006393700,0.001457800,0.001232100
0.006275500,0.001456800,0.000893800
0.007892200,0.000902500,0.000720600
0.006888300,0.001399400,0.001239300
0.007656100,0.000898900,0.000852800
0.006981200,0.000959500,0.000774700
0.008146000,0.001449400,0.001212300
0.007957300,0.001397300,0.001127600
0.009069400,0.000964500,0.000771500
0.007289200,0.001401600,0.001231700
0.007149700,0.000879000,0.000728200
0.007009200,0.001484600,0.001090500
0.007064000,0.000912700,0.000797400
0.006818000,0.000872700,0.000802600
0.007300600,0.001478800,0.001225600
0.007840200,0.001585700,0.000789800
0.007431700,0.001513100,0.000802400
0.007502500,0.000948400,0.000724400
0.008335200,0.000923400,0.001173400
0.007746500,0.001621100,0.000844300
0.006469300,0.000917900,0.000739700
0.007407000,0.001496500,0.000819400
0.006386800,0.001595600,0.000899800
0.007102500,0.000947400,0.001608300
0.007243000,0.000997300,0.000736400
0.007054200,0.001108500,0.000802800
0.007137600,0.001678100,0.000890400
0.007172000,0.000956400,0.000758400
0.006466000,0.000939300,0.000760400
0.006580100,0.001107200,0.000736500
0.006632200,0.001517500,0.001259800
0.006940500,0.001465100,0.001289700
0.006934100,0.000969400,0.000756400
0.006462200,0.000953000,0.000766800
0.007647000,0.001533100,0.001171700
0.006541600,0.001596100,0.001287100
0.008950000,0.000888600,0.000745100
0.006073900,0.001432900,0.001230700
0.006013300,0.001056900,0.000713400
0.007659200,0.000997800,0.000799000
0.007358900,0.001469800,0.001237500
0.007602800,0.001122300,0.000772800
0.007375200,0.001516200,0.000834400
0.007676300,0.001209600,0.000788700
0.006912900,0.001455100,0.001224800
0.009187400,0.000905700,0.000827400
0.007263100,0.001537700,0.001280300
0.007697200,0.000981700,0.000758900
0.006837700,0.001473300,0.001291400
0.006498400,0.000930700,0.000730700
0.006878400,0.000927400,0.000820100
0.007006000,0.001160400,0.000944400
0.006863500,0.000953400,0.000760300
0.006281100,0.000953500,0.000902600
0.007126000,0.001025300,0.000891800
0.007275900,0.001592600,0.001277300
0.006862600,0.000917200,0.000819300
0.005968100,0.000971700,0.001124000
0.006393400,0.001915000,0.000868600
0.007216200,0.001433300,0.001244000
0.007156500,0.001499800,0.001240500
0.006900400,0.001648100,0.001239200
0.006830100,0.001055600,0.000767900
0.006937000,0.001532200,0.001227000
0.007231800,0.000956100,0.000755400
0.007076800,0.000898900,0.000741200
0.007424300,0.001567000,0.001255300
0.006147200,0.001054300,0.000901300
0.007990800,0.001511000,0.001227400
0.007204600,0.000899500,0.000733700
0.007244600,0.001387700,0.001202700
0.007468900,0.001443200,0.001228400
0.007071900,0.000883000,0.000734000
0.006402700,0.001410300,0.001237900
0.007158300,0.001395800,0.001219600
0.008037700,0.000892800,0.000758700
0.008828200,0.000924900,0.000739500
0.006973200,0.000922300,0.000760100
0.008863600,0.001500500,0.000744600
0.007328800,0.001854200,0.001242800
0.007537400,0.000955800,0.000780300
0.006457900,0.001009100,0.001217300
0.007348000,0.000927900,0.000744000
0.007015600,0.001078200,0.000913800
0.006477700,0.001103100,0.000789300
0.006292700,0.001477100,0.001228300
0.006451200,0.000920200,0.000914200
0.006466400,0.001758900,0.000883300
0.006925700,0.000951800,0.000763500
0.006637700,0.001300100,0.000887200
0.008440800,0.000962500,0.000774300
0.006591500,0.001473900,0.001258300
0.006831300,0.001499900,0.001275700
0.006419800,0.001341700,0.000791100
0.006207700,0.001584100,0.001270000
0.008021400,0.000923100,0.000733300
0.006960200,0.001609700,0.000900500
0.007681600,0.000974600,0.000767400
0.008210200,0.000975100,0.000767000
0.006947700,0.001493600,0.000901000
0.006502400,0.000964200,0.000740700
0.005991900,0.001531100,0.001337800
0.006331000,0.001612500,0.001277500
0.007078800,0.001439100,0.001215500
0.008055800,0.000931200,0.000786600
0.007132400,0.001913800,0.001011300
0.007934800,0.000960900,0.000750000
0.006951000,0.000939600,0.000761200
0.007308900,0.001509100,0.001252600
0.008455600,0.000978100,0.000737900
0.008062100,0.001763800,0.001574300
0.006666400,0.000916500,0.000724300
0.007092100,0.001532600,0.001240200
0.006501400,0.000862200,0.000737800
0.006004300,0.000932000,0.000774700
0.006784300,0.000936900,0.000771700
0.007333500,0.001748500,0.001318300
0.006870700,0.000981100,0.000782900
0.008140800,0.000903200,0.000744100
0.008550500,0.001393800,0.001242400
0.007417200,0.000899600,0.000725600
0.007315400,0.001511700,0.001242800
0.010129400,0.000957000,0.000726800
0.008215700,0.000884600,0.000762200
0.007362800,0.001515200,0.001215100
0.007574800,0.000878600,0.000714100
0.007613500,0.001371200,0.001202700
0.006960800,0.000909100,0.000712100
0.007676900,0.000951500,0.000781200
0.007428300,0.000963900,0.000785400
0.006932700,0.001567900,0.001258400
0.006787800,0.000903000,0.000760900
0.006557700,0.000967300,0.000751300
0.008859000,0.001618600,0.001231500
0.008172300,0.001555700,0.001271200
0.008326900,0.001236100,0.000821000
0.006710300,0.001288800,0.000805300
0.006868100,0.000868000,0.000742000
0.006606300,0.000877500,0.000750600
0.006651200,0.001542700,0.000784700
0.007512300,0.000895800,0.000761500
0.006633200,0.001771800,0.000968700
0.005727900,0.001405600,0.001209400
0.006733700,0.001051000,0.000798800
0.006060200,0.001434900,0.001270700
0.006497800,0.001257400,0.000874500
0.006546500,0.001563200,0.001295200
0.006189900,0.000901900,0.000770500
0.006389100,0.000929600,0.000749300
0.005503000,0.000885200,0.000768300
0.006239800,0.001254400,0.000885100
0.006839900,0.000977800,0.000771500
0.006176100,0.001433400,0.001241300
0.005942600,0.001751400,0.001217000
0.006386600,0.001081100,0.000821500
0.006912600,0.000897800,0.000733400
0.006871000,0.001680300,0.000970000
0.006313600,0.000943200,0.000976500
0.006164100,0.001705100,0.000814600
0.006889300,0.001445400,0.001216100
0.006212700,0.001553700,0.001200700
0.007146800,0.001565200,0.001526000
0.006137300,0.000956300,0.000759800
0.006929000,0.001498200,0.001222500
0.006057200,0.000912000,0.000826100
0.005656400,0.001399400,0.000958900
0.006944800,0.000907800,0.000778000
0.005908900,0.000871300,0.000745000
0.007177100,0.000884000,0.000751800
0.006008300,0.000893800,0.000746400
0.006053100,0.000875500,0.000745900
0.007238800,0.000888400,0.000740600
0.006286300,0.000967000,0.000776600
0.008739400,0.000905200,0.000795200
0.006522000,0.000889000,0.000741100
0.007909000,0.000993900,0.000771500
0.007382000,0.000930600,0.000757000
0.006340200,0.000932400,0.000757000
0.008072600,0.000926900,0.000760200
0.006793200,0.000932000,0.000755500
0.007236900,0.000888400,0.000767600
0.005828000,0.000923400,0.000762900
0.007251400,0.000906600,0.000749000
0.007786300,0.000981400,0.000756500
0.007068200,0.000875200,0.000749700
0.007074200,0.000990100,0.000762600
0.006466100,0.000964900,0.000761700
0.006599100,0.000960400,0.000754000
0.008361800,0.000898100,0.000744900
0.006977200,0.000921500,0.000768000
0.006852000,0.000960900,0.000768700
0.006619700,0.000919100,0.000745500
0.006957000,0.000905700,0.000759100
0.006530900,0.000929600,0.000745000
0.007269900,0.000957600,0.000854500
0.007261000,0.000904400,0.000742600
0.007290600,0.000920500,0.000736300
0.010595400,0.000909600,0.000844900
0.006809600,0.000923800,0.000746700
0.006558000,0.000900700,0.000779100
0.006871200,0.000937200,0.000766500
0.007187100,0.000919800,0.000785000
0.006665900,0.000925300,0.000759600
0.006733000,0.000911100,0.000740100
0.007242700,0.000887300,0.000753100
0.006972800,0.000909300,0.000772100
0.007293300,0.001579500,0.000786400
0.007325800,0.000878100,0.000791700
0.005970500,0.000896900,0.000746900
0.006957500,0.000941700,0.000781900
0.008776600,0.000900600,0.000743700
0.006826100,0.000944400,0.000804000
0.006482200,0.001683000,0.001301500
0.006110600,0.000913700,0.000747800
0.007409600,0.000922400,0.000752200
0.006871500,0.000910200,0.000750400
0.007620800,0.000935000,0.000749000
0.006764300,0.000930200,0.000753900
0.006824300,0.000897200,0.000803000
0.006586900,0.000884200,0.000749100
0.006279000,0.000961800,0.000755300
0.006680300,0.000904500,0.000751500
0.006849700,0.000912100,0.000755900
0.006717600,0.000917200,0.000748500
0.008684200,0.001101300,0.000780900
0.006721000,0.000933000,0.000746300
0.006824300,0.000904400,0.000752900
0.007323000,0.000916100,0.000758900
0.008379600,0.001073300,0.000746900
0.007518200,0.000939900,0.000754000
0.006814600,0.000962900,0.000753700
0.006759200,0.000943000,0.000761300
0.008206800,0.000982900,0.000773000
0.006372000,0.000907000,0.000789900
0.006744600,0.001764200,0.001222500
0.007785900,0.000885400,0.000732900
0.007533300,0.000966900,0.000752600
0.007258200,0.000913200,0.000756200
0.007117600,0.000922100,0.000745800
0.006585200,0.000902000,0.000769400
0.006872400,0.000965200,0.000735800
0.006885700,0.000866300,0.000744600
0.006760500,0.000892100,0.000754300
0.006044700,0.001523200,0.000754100
0.005702400,0.000885800,0.000760300
0.006525200,0.000889400,0.000750400
0.007008100,0.000917900,0.000747500
0.007867300,0.000901500,0.000747000
0.008983400,0.003953200,0.004034000
0.021868900,0.004204400,0.003884800
0.023108900,0.004170100,0.003837800
0.023211300,0.004252100,0.003832600
0.021368200,0.003627000,0.003454000
0.018574800,0.003595300,0.003314500
0.021532900,0.004254800,0.003823600
0.021214400,0.004277300,0.003928200
0.019605800,0.004285900,0.003865800
0.020547200,0.004201800,0.003797100
0.019816700,0.004161800,0.003827900
0.023356500,0.004219800,0.004340500
0.021522900,0.004277300,0.003955000
0.023060900,0.004397300,0.004802900
0.022662200,0.003678000,0.003268300
0.021183300,0.003632700,0.003300600
0.019507100,0.003568200,0.003280300
0.014930300,0.002440500,0.002125700
0.022314800,0.003754500,0.003507600
0.022583500,0.003706400,0.003723200
0.020836100,0.003396400,0.003888100
0.021689500,0.004170800,0.003610400
0.022162600,0.004422900,0.003908300
0.022521500,0.004239500,0.003460300
0.019523300,0.004258200,0.004071900
0.019051600,0.003932000,0.003423200
0.017518500,0.002559000,0.003335300
0.020492700,0.004211100,0.004339300
0.019280300,0.003703000,0.003330800
0.022034600,0.004204400,0.004409400
0.018754200,0.003736200,0.003329300
0.023878000,0.003798000,0.003505200
0.020943200,0.004199000,0.003824200
0.022158800,0.003613900,0.003294300
0.015815900,0.003467800,0.003812700
0.022221200,0.004381900,0.003861000
0.025003100,0.004280400,0.004398200
0.022896700,0.004202600,0.003871100
0.021469100,0.004272600,0.003900100
0.018059100,0.003788900,0.003306500
0.023223200,0.004133100,0.003351000
0.021025300,0.004198900,0.003635400
0.021787700,0.001718400,0.003819400
0.023742400,0.004079700,0.003999500
0.022359800,0.001598200,0.003879600
0.020217400,0.003630900,0.003337500
0.023744200,0.004477700,0.003833800
0.021571400,0.003640600,0.003308200
0.021500300,0.004210800,0.003759500
0.023348900,0.004217900,0.003864700
0.022424600,0.003734100,0.003318700
0.021455000,0.002436200,0.003695300
0.021213200,0.004220200,0.003845800
0.020825800,0.001692000,0.003863800
0.024130000,0.004249000,0.003304000
0.019086800,0.002209100,0.004338400
0.022427100,0.004188600,0.004341000
0.018372000,0.004515500,0.004223300
0.020696800,0.004181400,0.003810100
0.020156600,0.002968200,0.003859900
0.024057000,0.004178100,0.003857000
0.022250200,0.003587700,0.003805900
0.023738600,0.004278100,0.003913300
0.024605600,0.004268800,0.004382800
0.019329500,0.004313000,0.003825200
0.016747200,0.004183800,0.004105100
0.021864200,0.004431200,0.003890900
0.013489000,0.004178000,0.004053000
0.022469100,0.004529200,0.004027800
0.018305000,0.004235700,0.003919600
0.014534000,0.004386900,0.003896900
0.023485900,0.005127900,0.004463300
0.022270400,0.003797800,0.003454900
0.024283500,0.003859700,0.003433800
0.021200000,0.005259100,0.004228200
0.022758900,0.003747200,0.001374500
0.017560800,0.003836900,0.003311300
0.021813300,0.003849600,0.003975000
0.022372100,0.003581900,0.003426300
0.016170800,0.004518300,0.004139300
0.021800000,0.004109800,0.003873300
0.021704600,0.004020200,0.003258100
0.024077300,0.004326500,0.003348100
0.021807100,0.003836000,0.003312900
0.023744200,0.001921700,0.004002100
0.020277200,0.003951000,0.003336200
0.022590000,0.004281700,0.003655500
0.022528200,0.003693100,0.003317900
0.020892700,0.003712700,0.003447500
0.016371100,0.004412800,0.003928700
0.020308300,0.001737800,0.003731700
0.014793900,0.002622400,0.002368800
0.013187700,0.004850500,0.003928900
0.016905900,0.001656000,0.003398500
0.016724500,0.001534800,0.003380600
0.015075600,0.001639700,0.001323700
0.018492000,0.003882200,0.001597700
0.009858700,0.002831100,0.002985800
0.018591700,0.001975300,0.002982800
0.019144600,0.002695300,0.004301700
0.017922000,0.004817300,0.004263700
0.015417300,0.003437300,0.003086200
0.015302800,0.003052100,0.003760400
0.015871300,0.001558800,0.003265800
0.014193800,0.003624800,0.003338400
0.017786500,0.004308800,0.003383800
0.016305400,0.004010800,0.003285000
0.018623400,0.004451700,0.003646700
0.019971400,0.002630000,0.004237300
0.012934400,0.003331400,0.001703100
0.014115900,0.004564700,0.002883400
0.017643900,0.002876700,0.003638900
0.017305300,0.001627700,0.002161700
0.016001200,0.001588100,0.002878100
0.012658400,0.003921600,0.003388100
0.016248100,0.003001500,0.001473800
0.014145900,0.003348800,0.003861500
0.013973500,0.003862200,0.003318700
0.013756300,0.003694400,0.002433300
0.018433800,0.001828000,0.001773800
0.016188600,0.004446700,0.003740800
0.013719000,0.003978500,0.003522100
0.016373200,0.003750800,0.003282000
0.015114700,0.004083500,0.003402100
0.016860300,0.004071500,0.004388600
0.020019700,0.004742000,0.001350800
0.014804100,0.003808800,0.002854800
0.016826800,0.002987100,0.002451400
0.017075700,0.004321900,0.003900200
0.017629900,0.003702500,0.003200500
0.017505100,0.002983700,0.003400800
0.017063800,0.004319700,0.003014000
0.014619100,0.004236500,0.003919400
0.017120700,0.004077900,0.002830800
0.020088000,0.004711900,0.004057200
0.009826800,0.004602700,0.003675100
0.016853300,0.004252100,0.003926900
0.013483000,0.002141600,0.003432600
0.015509800,0.001496600,0.002874500
0.018701900,0.001840000,0.003643800
0.016529700,0.004410300,0.003968200
0.014299100,0.002376800,0.002522400
0.017209700,0.002080800,0.001791800
0.016364700,0.001675600,0.001356300
0.016223200,0.004399900,0.002827400
0.020829700,0.001502700,0.003001900
0.019034400,0.002524100,0.003293400
0.013026100,0.004267200,0.003789100
0.013684300,0.003531600,0.003437100
0.015955700,0.001646100,0.004505000
0.021237200,0.002324300,0.004318600
0.017646600,0.003800700,0.003363900
0.017954400,0.001630300,0.001358100
0.014920500,0.004796600,0.003551700
0.018065500,0.004055900,0.003399100
0.020046200,0.004126800,0.003554000
0.017386800,0.003186300,0.004014600
0.017303100,0.003282100,0.002260000
0.018490000,0.004107900,0.002636400
0.012688100,0.001507900,0.002671600
0.015578200,0.003500700,0.003822800
0.011945800,0.005303600,0.003971900
0.015581100,0.003878300,0.003888900
0.018193000,0.002106900,0.002948700
0.017969500,0.001764000,0.003822700
0.018094400,0.004264800,0.003941100
0.018330400,0.001855000,0.002833400
0.016502700,0.001654900,0.002872800
0.017918400,0.004305400,0.003852700
0.022884400,0.003829100,0.003979200
0.022278900,0.004232300,0.003898700
0.025128600,0.003658800,0.003298200
0.021996400,0.004600500,0.004005300
0.020965000,0.004221800,0.003822400
0.020745800,0.004279000,0.003488200
0.013901900,0.002760300,0.003591100
0.019948600,0.003760800,0.003644000
0.020088400,0.002644800,0.003935100
0.021186200,0.003613500,0.003308800
0.016799900,0.002407600,0.004055900
0.018171800,0.003322000,0.003281700
0.012291800,0.002222000,0.002087800
0.011973600,0.002258900,0.002300200
0.012865300,0.004209600,0.003360600
0.020255500,0.004220100,0.003803500
0.011416400,0.003170700,0.002729200
0.014614200,0.002553000,0.002475800
0.017664400,0.004110700,0.004216400
0.020641200,0.003186500,0.003683500
0.015054100,0.001638400,0.002911200
0.014865300,0.001479500,0.002753100
0.020240400,0.004363800,0.003875900
0.013332700,0.003717500,0.002131300
0.020406300,0.004853800,0.004041800
0.022305000,0.004604300,0.004326100
0.019395600,0.002136500,0.003067600
0.018308800,0.003924600,0.003548500
0.017463400,0.004589400,0.003916400
0.021816900,0.004744900,0.004109000
0.022672500,0.004224900,0.003883200
0.022471400,0.004504900,0.003690500
0.018644000,0.003535100,0.003750100
0.018729900,0.004232800,0.003685600
0.015777200,0.003677800,0.003443900
0.018990100,0.003727800,0.001403700
0.012002000,0.003114500,0.003855500
0.011319700,0.004512600,0.003958800
0.010932800,0.001908100,0.002013800
0.013396900,0.004504100,0.003725700
0.018109200,0.004233400,0.003336100
0.021770300,0.004196900,0.004771100
0.016744300,0.004097000,0.003847500
0.021526400,0.003721700,0.003362700
0.016173000,0.002589000,0.002258800
0.016427900,0.003691000,0.003280200
0.022801900,0.004200200,0.003820700
0.021730400,0.003293900,0.002813700
0.022491000,0.004474200,0.003490300
0.020852000,0.003214400,0.003414700
0.022173300,0.004331700,0.003914300
0.021152700,0.001507400,0.003670400
0.021369000,0.004301700,0.003963000
0.018132200,0.003761200,0.003412200
0.019128000,0.003084800,0.003013800
0.013270200,0.004187200,0.003784200
0.018533900,0.004258500,0.003876700
0.022502200,0.004644700,0.004016900
0.020805800,0.004169200,0.003952800
0.021990100,0.004289800,0.003958100
0.022434600,0.004199200,0.004016200
0.022209900,0.004234700,0.003976400
0.022232800,0.003612100,0.003385500
0.018723200,0.004118700,0.003989800
0.016991700,0.002706500,0.003845600
0.015183700,0.003003900,0.003184300
0.015486600,0.001651700,0.003475600
0.016763600,0.004453800,0.004023300
0.016806500,0.003827600,0.002722900
0.019530600,0.003502600,0.001341400
0.012923400,0.001626100,0.002242300
0.014342800,0.003642500,0.004266500
0.023937100,0.004563400,0.003948100
0.018012200,0.003664100,0.003332500
0.022258200,0.003979300,0.003429500
0.014057200,0.003807100,0.004196800
0.019290200,0.004331000,0.003972100
0.022426000,0.004580600,0.003939200
0.021864100,0.004225400,0.004285300
0.022362700,0.003831800,0.003630700
0.021493300,0.004203000,0.003854200
0.021760900,0.001563300,0.002770800
0.024808000,0.004956200,0.004205000
0.023467500,0.004683800,0.003393000
0.020578800,0.004335100,0.003826900
0.024309600,0.002379600,0.002829900
0.011759100,0.004224400,0.003912000
0.017034800,0.004247000,0.004049500
0.020515100,0.001488400,0.002352200
0.020193600,0.004284200,0.004332500
0.022914300,0.004611300,0.003907400
0.021028600,0.004108700,0.003388900
0.022230600,0.004223700,0.003876700
0.023227700,0.004666900,0.003866300
0.022050300,0.004260100,0.003891600
0.018157700,0.004271000,0.003857900
0.021681900,0.004146800,0.003517700
0.024621000,0.004332300,0.003846900
0.022539100,0.004275600,0.003890600
0.022482800,0.004480400,0.003854000
0.020633600,0.004255400,0.004092100
0.020903400,0.004246200,0.003896700
0.021117100,0.004389500,0.002622200
0.021961800,0.004244100,0.003877100
0.019292300,0.004256900,0.003883700
0.023781300,0.004425100,0.004018400
0.021450700,0.004270200,0.003856600
0.019733700,0.004594200,0.003956800
0.017797800,0.004259100,0.003976000
0.021730600,0.004239600,0.003838300
0.021240900,0.004304500,0.003876800
0.017106600,0.004629300,0.003992000
0.022030400,0.002973500,0.003893600
0.020433700,0.004248500,0.003861700
0.015622000,0.001617700,0.001503600
0.020820000,0.003859300,0.003374000
0.019606200,0.004265200,0.004280300
0.015292000,0.004187400,0.003438800
0.023234100,0.003755600,0.003609700
0.022991200,0.004303300,0.004116500
0.018348600,0.005033200,0.003383600
0.020576200,0.004676800,0.003674300
0.022473100,0.004313400,0.003704000
0.023515700,0.004865800,0.002571000
0.021194300,0.004057400,0.003448800
0.019405600,0.004344200,0.004784800
0.018912900,0.004706900,0.004390300
0.020386800,0.003963200,0.003586800
0.016649500,0.004331600,0.003996800
0.017530800,0.004663800,0.004174600
0.021014600,0.004370000,0.004302600
0.022628700,0.004372500,0.004228300
0.021923900,0.004533500,0.004206200
0.022462800,0.004624700,0.004100500
0.021810300,0.004399800,0.003466400
0.022756700,0.004659400,0.004075000
0.019063900,0.003893900,0.003663300
0.021767700,0.004315900,0.003886500
0.020084500,0.001686200,0.001339600
0.022504500,0.004663800,0.004760800
0.021000500,0.004521200,0.004661800
0.020840500,0.004364300,0.003981300
0.018794000,0.003142200,0.003574500
0.019594200,0.004400800,0.004078400
0.015734800,0.003752000,0.002286800
0.024166300,0.004638500,0.004036100
0.021459100,0.003866100,0.003520600
0.021732500,0.003316200,0.003445900
0.022798600,0.004255500,0.004428100
0.022359900,0.004305600,0.003860400
0.023378300,0.004278200,0.003865900
0.022065300,0.004192400,0.003818500
0.017836100,0.004126400,0.003380900
0.020191200,0.004330100,0.004756600
0.021795300,0.004257700,0.004083700
0.024546000,0.004448000,0.003941900
0.022470600,0.003651600,0.003410500
0.017203500,0.001473100,0.002920500
0.022471200,0.004246000,0.003861100
0.016160200,0.004336900,0.003872300
0.017667500,0.004337400,0.003921200
0.022246500,0.004860600,0.003732400
0.020271900,0.001747000,0.003562800
0.016789700,0.003798000,0.003547300
0.022485700,0.004235200,0.003490800
0.020602700,0.004305400,0.004105400
0.022529600,0.004087400,0.003505900
0.019931700,0.003756600,0.003402100
0.022897600,0.003806400,0.003494200
0.021704400,0.004614700,0.003968700
0.019067000,0.003742900,0.001425800
0.018357700,0.001866400,0.002423600
0.015161700,0.003490400,0.003055600
0.017499200,0.004029500,0.003348000
0.019481500,0.001716700,0.003427500
0.017432600,0.004288000,0.003144500
0.024438100,0.004295100,0.004798900
0.014346300,0.003832500,0.003952500
0.022222600,0.004494500,0.003908700
0.022515000,0.004206100,0.004075500
0.022258500,0.004239900,0.004045200
0.021056800,0.001529400,0.003345100
0.023115500,0.004739300,0.001787500
0.019928200,0.004223900,0.003881800
0.020991800,0.004238900,0.003845900
0.025026200,0.004498800,0.004086900
0.021894100,0.004286500,0.004115300
0.022935700,0.004226900,0.004239200
0.021884100,0.004268100,0.003842100
0.019625200,0.004234400,0.004001900
0.022728700,0.004476500,0.004432000
0.020924000,0.004208900,0.003837600
0.020802000,0.004316900,0.004219600
0.018383000,0.004132000,0.001900100
0.021266900,0.003590300,0.003336500
0.020489400,0.003627100,0.001442400
0.018938800,0.004259300,0.003850500
0.021837800,0.004271800,0.004119400
0.023077000,0.004281600,0.004487600
0.023021400,0.002520800,0.003853800
0.022202300,0.004392400,0.004080300
0.021792100,0.005061000,0.003951800
0.023458200,0.004282000,0.003901900
0.022907900,0.004323500,0.003903600
0.018611100,0.004171300,0.003836700
0.023034700,0.004190100,0.003990300
0.022529300,0.004515500,0.003561700
0.021692600,0.001606900,0.003496800
0.021591500,0.001583600,0.003861600
0.019502000,0.004348200,0.003858200
0.018415400,0.003819300,0.003294700
0.024593400,0.004495400,0.004196900
0.021793500,0.004102600,0.003662900
0.022475800,0.004515000,0.004024600
0.022127200,0.004413500,0.003875200
0.022399100,0.003773800,0.003533500
0.025359700,0.004241700,0.003840300
0.020906400,0.004304200,0.004006300
0.020819100,0.004303000,0.003843900
0.019072300,0.003675800,0.003464200
0.021108100,0.003669300,0.004144700
0.023888200,0.004304800,0.004115600
0.023574000,0.004308800,0.004060000
0.022979700,0.004426000,0.003834400
0.025033400,0.004327500,0.003873600
0.021279100,0.003986500,0.003459900
0.018264100,0.004305400,0.004418500
0.021451600,0.004204200,0.003847600
0.021965800,0.004301400,0.003928500
0.022832300,0.003661200,0.003264700
0.024314600,0.004229100,0.003921100
0.023157700,0.004204200,0.003845700
0.024128000,0.004251100,0.003397600
0.020997200,0.004626000,0.003935900
0.022308700,0.004188700,0.004041700
0.021724200,0.004097700,0.003923800
0.018554800,0.004271000,0.004332300
0.017828700,0.001485200,0.003503400
0.019134200,0.004264900,0.004115100
0.015803500,0.002220900,0.001881900
0.011715600,0.004309400,0.003874100
0.023731500,0.004251000,0.003795800
0.021399800,0.004344300,0.003883200
0.021273900,0.004289100,0.004380000
0.021593000,0.003850300,0.003320700
0.020557000,0.004365000,0.004487100
0.016507900,0.004172600,0.003825700
0.017098100,0.004161200,0.004105000
0.022601400,0.004315300,0.004023400
0.022391500,0.004897900,0.003986200
0.022398800,0.004209300,0.003909600
0.015169400,0.004580100,0.002263600
0.014634200,0.003014500,0.003811000
0.014732500,0.002841200,0.003844100
0.015718500,0.004232900,0.002059400
0.015794700,0.003944300,0.004004800
0.014631200,0.001508800,0.002776400
0.021327400,0.004202300,0.003339200
0.013865700,0.001771000,0.001501700
0.021937700,0.004503700,0.003883400
0.023244600,0.003691800,0.003888200
0.017866800,0.001639400,0.001393600
0.014992200,0.004888900,0.003251300
0.015283400,0.003070500,0.003083300
0.010899800,0.004778100,0.003980000
0.018383900,0.003139200,0.001549900
0.018398000,0.001666100,0.004196500
0.019840700,0.003825900,0.003748200
0.021750400,0.004859400,0.004101900
0.015506300,0.003272300,0.002203000
0.018187500,0.002656900,0.003838000
0.016283400,0.002909400,0.002698800
0.015506000,0.003100300,0.003473500
0.018168700,0.001857800,0.003144300
0.015909900,0.003841800,0.003354400
0.016229900,0.001549700,0.003682700
0.022625400,0.004362300,0.004710000
0.019166000,0.004638900,0.002086700
0.019729400,0.004063100,0.003382400
0.022568900,0.004234100,0.004155500
0.021632000,0.004001900,0.003372800
0.017371600,0.001529800,0.002081300
0.018110200,0.001662600,0.001419100
0.012637500,0.004296400,0.003835500
0.019548600,0.005045200,0.001470400
0.018317600,0.003165300,0.003878800
0.022275900,0.004373400,0.003884600
0.019737100,0.002791700,0.004369100
0.020521900,0.001736300,0.003848200
0.013452500,0.002571100,0.001559200
0.020085500,0.003932200,0.003520900
0.024470000,0.003632500,0.003293800
0.020541000,0.001850500,0.003359400
0.020237200,0.002181600,0.002484400
0.017289000,0.002741100,0.003869800
0.012833100,0.001989800,0.001312000
0.016420300,0.002660700,0.004064100
0.018305900,0.004391300,0.004613200
0.022558600,0.005120600,0.003814700
0.018167900,0.001650100,0.001515000
0.016386000,0.003570700,0.003976900
0.016121500,0.001493100,0.003098600
0.020281200,0.004125500,0.004367700
0.020027200,0.004266900,0.003880900
0.011000600,0.001525000,0.004310300
0.017507700,0.003829300,0.003911700
0.015011200,0.002026500,0.003682200
0.016884300,0.003727100,0.003878900
0.020767800,0.004496200,0.004223600
0.020428700,0.005025100,0.004213500
0.020204900,0.003654700,0.003448500
0.020502300,0.003575200,0.003331200
0.019127600,0.002206800,0.004237100
0.017423500,0.001702400,0.003894300
0.017551900,0.001647900,0.001508300
0.015561100,0.001704800,0.003302300
0.014550600,0.002025200,0.001752500
0.010779600,0.003044100,0.003843100
0.016692700,0.004921300,0.004228100
0.021488700,0.002741400,0.003383600
0.024255700,0.004434600,0.003861100
0.014798300,0.003734900,0.003359000
0.018272000,0.002089400,0.003928300
0.018452700,0.002193000,0.001845400
0.020793500,0.002252300,0.003860800
0.022028900,0.004538500,0.003913700
0.023562300,0.004346900,0.003625000
0.021597400,0.004306900,0.003903500
0.019990300,0.004307800,0.001435400
0.018255600,0.001525800,0.001316400
