family,k,m,order,j,n_bare,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
n_bare_edges,,,,,18,37,2,0,64,1.0,32,0,3,0,10.735215699999571,32,32,True,True,0,9164.210899999489,9144.795417785645,0.0,9151.023149490356,0.997881379812653,4554.26025390625,2.2280216217041016,4588.30714225769,0.0,VF2PostLayout,4588.30714225769,25,nonexistent solution,no better solution found,True,True,111,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,18,37,2,0,64,1.0,32,0,3,1,19.902923999999985,32,32,True,True,0,9191.0926999999,9173.603057861328,0.0,9178.637266159058,0.9980971095919235,4631.866216659546,2.002716064453125,4539.734125137329,0.0,VF2Layout,4631.866216659546,25,nonexistent solution,no better solution found,True,True,111,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,18,37,2,0,64,1.0,32,1,3,0,38.641330299999936,32,32,True,True,0,9288.815300000351,9270.17331123352,0.0,9277.180910110474,0.997993071434327,4613.144636154175,2.003908157348633,4655.024766921997,0.0,VF2PostLayout,4655.024766921997,25,nonexistent solution,no better solution found,True,True,111,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,18,37,2,0,64,1.0,32,1,3,1,47.933640399999604,32,32,True,True,0,9596.633799999836,9576.60961151123,0.0,9582.635879516602,0.997913415380234,4969.817161560059,2.0024776458740234,4604.789972305298,0.0,VF2Layout,4969.817161560059,25,nonexistent solution,no better solution found,True,True,111,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,18,37,2,0,64,1.0,32,2,3,0,67.02946259999953,32,32,True,True,0,9171.214599999985,9152.328491210938,0.0,9159.356594085693,0.9979407189109883,4549.072504043579,2.0020008087158203,4601.253986358643,0.0,VF2PostLayout,4601.253986358643,25,nonexistent solution,no better solution found,True,True,111,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,18,37,2,0,64,1.0,32,2,3,1,76.20416039999964,32,32,True,True,0,9282.647999999426,9263.63205909729,0.0,9270.714282989502,0.997951452979566,4620.676040649414,2.0546913146972656,4640.901327133179,0.0,VF2PostLayout,4640.901327133179,25,nonexistent solution,no better solution found,True,True,111,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,20,36,2,0,64,1.0,32,0,3,0,95.72379189999992,32,32,True,True,0,9650.365899999997,9631.369829177856,0.0,9636.435270309448,0.99803156988875,4487.114429473877,2.003908157348633,5142.251491546631,0.0,VF2PostLayout,5142.251491546631,25,nonexistent solution,no better solution found,True,True,111,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,20,36,2,0,64,1.0,32,0,3,1,105.3775227999995,32,32,True,True,0,9704.677800000354,9683.377504348755,0.0,9690.403699874878,0.9978051516917338,4490.306615829468,1.0709762573242188,5191.999912261963,0.0,VF2PostLayout,5191.999912261963,25,nonexistent solution,no better solution found,True,True,111,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,20,36,2,0,64,1.0,32,1,3,0,125.0501948000001,32,32,True,True,0,9714.191999999457,9694.334983825684,0.0,9702.666282653809,0.9979558756740885,4542.223215103149,2.0041465759277344,5150.107622146606,0.0,VF2PostLayout,5150.107622146606,25,nonexistent solution,no better solution found,True,True,111,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,20,36,2,0,64,1.0,32,1,3,1,134.7678304000001,32,32,True,True,0,9755.267700000331,9734.981060028076,0.0,9742.34652519226,0.9979204425141245,4510.515213012695,2.187967300415039,5222.277879714966,0.0,VF2PostLayout,5222.277879714966,25,nonexistent solution,no better solution found,True,True,111,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,20,36,2,0,64,1.0,32,2,3,0,154.42938709999999,32,32,True,True,0,9684.504500000003,9664.42608833313,0.0,9672.77479171753,0.9979267486873621,4487.121343612671,1.0166168212890625,5176.28812789917,0.0,VF2PostLayout,5176.28812789917,25,nonexistent solution,no better solution found,True,True,111,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,20,36,2,0,64,1.0,32,2,3,1,164.11725519999982,32,32,True,True,0,9779.6414000004,9759.722232818604,0.0,9767.879486083984,0.997963200656642,4542.008399963379,2.171754837036133,5215.5420780181885,0.0,VF2PostLayout,5215.5420780181885,25,nonexistent solution,no better solution found,True,True,111,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,22,36,2,0,64,1.0,32,0,3,0,182.99445579999974,32,32,True,True,0,8807.490799999869,8788.483142852783,0.0,8795.515775680542,0.9978418760145528,4387.469053268433,1.0018348693847656,4400.012254714966,0.0,VF2PostLayout,4400.012254714966,25,nonexistent solution,no better solution found,True,True,108,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,22,36,2,0,64,1.0,32,0,3,1,191.8052934999996,32,32,True,True,0,8894.271999999546,8874.487161636353,0.0,8881.71911239624,0.9977755528093593,4446.592569351196,2.3736953735351562,4425.520896911621,0.0,VF2Layout,4446.592569351196,25,nonexistent solution,no better solution found,True,True,108,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,22,36,2,0,64,1.0,32,1,3,0,210.00406529999964,32,32,True,True,0,8933.06659999962,8913.765668869019,0.0,8921.908140182495,0.9978393834956294,4478.564977645874,2.1812915802001953,4433.019399642944,0.0,VF2Layout,4478.564977645874,25,nonexistent solution,no better solution found,True,True,108,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,22,36,2,0,64,1.0,32,1,3,1,218.9404359,32,32,True,True,0,9026.335000000472,9008.088827133179,0.0,9013.314723968506,0.9979785624101817,4515.810012817383,3.017902374267578,4489.260911941528,0.0,VF2Layout,4515.810012817383,25,nonexistent solution,no better solution found,True,True,108,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,22,36,2,0,64,1.0,32,2,3,0,237.0810781,32,32,True,True,0,8949.804500000027,8930.67216873169,0.0,8936.692476272583,0.9978622626596662,4445.84321975708,1.47247314453125,4483.356475830078,0.0,VF2PostLayout,4483.356475830078,25,nonexistent solution,no better solution found,True,True,108,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,22,36,2,0,64,1.0,32,2,3,1,246.03426669999953,32,32,True,True,0,9060.569199999918,9041.707754135132,0.0,9048.286199569702,0.997918293492556,4488.471508026123,2.009153366088867,4551.22709274292,0.0,VF2PostLayout,4551.22709274292,25,nonexistent solution,no better solution found,True,True,108,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,24,35,2,0,64,1.0,32,0,3,0,264.19275819999984,32,32,True,True,0,8899.599999999737,8881.401538848877,0.0,8888.070344924927,0.9979551371802261,4451.566457748413,1.0018348693847656,4428.833246231079,0.0,VF2Layout,4451.566457748413,25,nonexistent solution,no better solution found,True,True,108,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,24,35,2,0,64,1.0,32,0,3,1,273.0956532,32,32,True,True,0,8939.388299999337,8920.331954956055,0.0,8927.705764770508,0.9978682719215494,4503.14998626709,2.071857452392578,4415.110111236572,0.0,VF2Layout,4503.14998626709,25,nonexistent solution,no better solution found,True,True,108,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,24,35,2,0,64,1.0,32,1,3,0,291.1302625999997,32,32,True,True,0,8934.534600000006,8917.10090637207,0.0,8924.129962921143,0.998048729518834,4436.011791229248,2.1696090698242188,4478.919506072998,0.0,VF2PostLayout,4478.919506072998,25,nonexistent solution,no better solution found,True,True,108,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,24,35,2,0,64,1.0,32,1,3,1,300.06809129999965,32,32,True,True,0,9088.164200000392,9070.343971252441,0.0,9076.926231384277,0.9980391827924995,4526.383876800537,2.004384994506836,4541.9557094573975,0.0,VF2PostLayout,4541.9557094573975,25,nonexistent solution,no better solution found,True,True,108,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,24,35,2,0,64,1.0,32,2,3,0,318.0459288000002,32,32,True,True,0,9088.814400000047,8984.304428100586,0.0,8992.273092269897,0.9885012535959079,4672.90472984314,2.2001266479492188,4309.199571609497,0.0,VF2Layout,4672.90472984314,25,nonexistent solution,no better solution found,True,True,108,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,24,35,2,0,64,1.0,32,2,3,1,327.13810099999955,32,32,True,True,0,8751.02440000046,8730.353832244873,0.0,8738.523244857788,0.9976379259374952,4407.910346984863,1.0066032409667969,4321.436882019043,0.0,VF2Layout,4407.910346984863,25,nonexistent solution,no better solution found,True,True,108,38,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
