spare,n,seed,arm,routing_optimization_level,repeat,time_ms,two_qubit_gates,depth,error,elapsed_since_start_s,fallback_count,cpu,python_version,qiskit_version,grid_rows,grid_cols,seed_transpiler
2,40,0,qiskit_opt3,,0,21.018200000071374,60,16,,196.23870750000015,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,qiskit_opt3,,1,22.385899999790126,60,16,,196.26278960000036,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,qiskit_opt3,,2,22.107999999661843,60,16,,196.2860628000003,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,1.0,0,11.875299999701383,60,23,,196.30977640000037,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,1.0,1,10.478300000158924,60,23,,196.32196569999996,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,1.0,2,11.574599999676138,60,23,,196.3352420000001,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,1.0,0,10.659600000053615,60,23,,196.3610119,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,1.0,1,10.50600000007762,60,23,,196.37324810000018,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,1.0,2,10.85030000012921,60,23,,196.38584500000024,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,2.0,0,12.77890000028492,60,16,,196.4141440000003,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,2.0,1,12.232600000061211,60,16,,196.42761090000022,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,2.0,2,12.16710000016974,60,16,,196.4409225000004,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,2.0,0,11.973399999988033,60,16,,196.46641720000025,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,2.0,1,12.526600000001054,60,16,,196.48014030000013,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,2.0,2,12.42050000018935,60,16,,196.49376080000002,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,3.0,0,24.87280000013925,60,16,,196.5437280000001,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,3.0,1,24.656799999775103,60,16,,196.56955570000036,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls0,3.0,2,25.749500000074477,60,16,,196.59716320000007,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,3.0,0,12.520599999788828,60,16,,196.62492840000004,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,3.0,1,17.071799999939685,60,16,,196.64343250000002,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,0,psf_zero_ls1,3.0,2,13.057699999990291,60,16,,196.65765060000012,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,qiskit_opt3,,0,20.267100000182836,60,16,,196.75718840000036,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,qiskit_opt3,,1,21.48090000036973,60,16,,196.78061640000033,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,qiskit_opt3,,2,23.192399999970803,60,16,,196.8049957000003,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,1.0,0,12.224099999912141,60,23,,196.83057390000022,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,1.0,1,10.58869999997114,60,23,,196.84289350000017,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,1.0,2,17.088199999761855,60,23,,196.86174130000018,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,1.0,0,10.647699999935867,60,23,,196.88475130000006,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,1.0,1,10.676800000055664,60,23,,196.89716620000036,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,1.0,2,10.701499999868247,60,23,,196.90956750000032,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,2.0,0,12.482799999816052,60,16,,196.93795530000034,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,2.0,1,11.869299999943905,60,16,,196.9509763000001,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,2.0,2,12.625500000012835,60,16,,196.96475750000036,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,2.0,0,11.816800000360672,60,16,,196.99068520000037,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,2.0,1,11.566200000288518,60,16,,197.0034056000004,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,2.0,2,12.060099999871454,60,16,,197.01663400000007,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,3.0,0,24.810899999920366,60,16,,197.0667070000004,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,3.0,1,29.867100000046776,60,16,,197.09775260000015,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls0,3.0,2,23.59200000000783,60,16,,197.12250930000027,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,3.0,0,12.01439999977083,60,16,,197.14910750000035,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,3.0,1,12.489900000218768,60,16,,197.16356190000033,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,1,psf_zero_ls1,3.0,2,16.500400000040827,60,16,,197.18122670000002,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,qiskit_opt3,,0,21.416600000065955,60,16,,197.28079260000004,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,qiskit_opt3,,1,23.935200000323675,60,16,,197.30589970000028,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,qiskit_opt3,,2,22.83529999976963,60,16,,197.32991600000014,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,1.0,0,11.326899999858142,60,23,,197.35352760000023,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,1.0,1,10.745300000053248,60,23,,197.36591240000007,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,1.0,2,10.455600000113918,60,23,,197.37854740000012,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,1.0,0,12.299200000143173,60,23,,197.40504450000026,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,1.0,1,16.500700000051438,60,23,,197.42320900000004,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,1.0,2,11.957199999869772,60,23,,197.4368846000002,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,2.0,0,12.388999999984662,60,16,,197.46419779999997,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,2.0,1,12.285499999961758,60,16,,197.47768280000037,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,2.0,2,13.87139999997089,60,16,,197.49362229999997,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,2.0,0,12.744199999815464,60,16,,197.51957340000035,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,2.0,1,11.288599999716098,60,16,,197.5319738000003,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,2.0,2,13.10139999986859,60,16,,197.54738410000027,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,3.0,0,23.77100000012433,60,16,,197.59527400000024,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,3.0,1,23.958400000083202,60,16,,197.62041660000023,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls0,3.0,2,22.938500000236672,60,16,,197.6445660000004,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,3.0,0,11.781800000335352,60,16,,197.67020070000035,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,3.0,1,11.914599999727216,60,16,,197.6832789,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
2,40,2,psf_zero_ls1,3.0,2,11.797300000125688,60,16,,197.6962595,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,qiskit_opt3,,0,22.51410000008036,57,16,,197.8078018000001,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,qiskit_opt3,,1,22.520699999859062,57,16,,197.83146280000028,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
