Round,Spare,Qubits,LayoutSearch,Seed,Arm,Time_s,Status,Error,FidelityCheck,FidelityDetail,Infidelity,TwoQubitGates,CouplingViolations,Depth,QiskitLevel,RoutingOptimizationLevel,Grid,Timestamp
4,8,34,True,1,psf_zero_ls1,0.015210099998512305,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:13.942866
4,8,34,-,2,qiskit_opt3,0.030914200000552228,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-16T23:26:14.050769
4,8,34,False,2,psf_zero_ls0,0.016131299998960458,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:14.083994
4,8,34,True,2,psf_zero_ls1,0.016247699999439646,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:14.102173
4,16,26,-,0,qiskit_opt3,0.03665119999823219,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-16T23:26:14.191558
4,16,26,False,0,psf_zero_ls0,0.013710699999137432,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:14.229752
4,16,26,True,0,psf_zero_ls1,0.014885399999911897,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:14.245935
4,16,26,-,1,qiskit_opt3,0.03736940000089817,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-16T23:26:14.332355
4,16,26,False,1,psf_zero_ls0,0.014337100001284853,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:14.370759
4,16,26,True,1,psf_zero_ls1,0.014770600000701961,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:14.387428
4,16,26,-,2,qiskit_opt3,0.03767069999958039,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-16T23:26:14.473883
4,16,26,False,2,psf_zero_ls0,0.014514000000417582,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:14.513522
4,16,26,True,2,psf_zero_ls1,0.014835300000413554,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:14.529624
4,24,18,-,0,qiskit_opt3,0.04506829999991169,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-16T23:26:14.594186
4,24,18,False,0,psf_zero_ls0,0.013576199999079108,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:14.640818
4,24,18,True,0,psf_zero_ls1,0.013230500000645407,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:14.656035
4,24,18,-,1,qiskit_opt3,0.03847229999882984,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-16T23:26:14.719822
4,24,18,False,1,psf_zero_ls0,0.013213899999755085,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:14.759904
4,24,18,True,1,psf_zero_ls1,0.012553999998999643,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:14.774977
4,24,18,-,2,qiskit_opt3,0.039927300000272226,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-16T23:26:14.837222
4,24,18,False,2,psf_zero_ls0,0.013350999999602209,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:14.878362
4,24,18,True,2,psf_zero_ls1,0.013153799998690374,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:14.893656
5,0,42,-,0,qiskit_opt3,6.6927121999997325,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-16T23:26:15.020734
5,0,42,False,0,psf_zero_ls0,0.028273399999307003,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-16T23:26:21.716527
5,0,42,True,0,psf_zero_ls1,0.023625599998922553,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-16T23:26:21.747485
5,0,42,-,1,qiskit_opt3,6.965845500000796,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-16T23:26:21.884717
5,0,42,False,1,psf_zero_ls0,0.028314600000157952,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-16T23:26:28.853267
5,0,42,True,1,psf_zero_ls1,0.02344910000101663,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-16T23:26:28.884743
5,0,42,-,2,qiskit_opt3,6.787401900000987,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-16T23:26:29.021560
5,0,42,False,2,psf_zero_ls0,0.02929000000040105,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-16T23:26:35.811363
5,0,42,True,2,psf_zero_ls1,0.024411200000031386,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-16T23:26:35.843725
5,2,40,-,0,qiskit_opt3,0.026833300000362215,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-16T23:26:35.979454
5,2,40,False,0,psf_zero_ls0,0.017026600000463077,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-16T23:26:36.008751
5,2,40,True,0,psf_zero_ls1,0.01712969999971392,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-16T23:26:36.028914
5,2,40,-,1,qiskit_opt3,0.044004599998515914,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-16T23:26:36.182244
5,2,40,False,1,psf_zero_ls0,0.016752900000938098,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-16T23:26:36.228472
5,2,40,True,1,psf_zero_ls1,0.025771200000235694,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-16T23:26:36.250048
5,2,40,-,2,qiskit_opt3,0.027720899999621906,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-16T23:26:36.395047
5,2,40,False,2,psf_zero_ls0,0.017317600000751554,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-16T23:26:36.425727
5,2,40,True,2,psf_zero_ls1,0.017242400001123315,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-16T23:26:36.444987
5,4,38,-,0,qiskit_opt3,0.028169299999717623,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-16T23:26:36.566553
5,4,38,False,0,psf_zero_ls0,0.016751799999838113,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-16T23:26:36.596815
5,4,38,True,0,psf_zero_ls1,0.016343199999028002,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-16T23:26:36.616898
5,4,38,-,1,qiskit_opt3,0.02778779999971448,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-16T23:26:36.736497
5,4,38,False,1,psf_zero_ls0,0.01709370000025956,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-16T23:26:36.766815
5,4,38,True,1,psf_zero_ls1,0.016504799999893294,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-16T23:26:36.785899
5,4,38,-,2,qiskit_opt3,0.02866129999893019,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-16T23:26:36.915507
5,4,38,False,2,psf_zero_ls0,0.01661450000028708,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-16T23:26:36.946899
5,4,38,True,2,psf_zero_ls1,0.01688579999972717,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-16T23:26:36.965966
5,8,34,-,0,qiskit_opt3,0.031365099999675294,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-16T23:26:37.075698
5,8,34,False,0,psf_zero_ls0,0.016054199999416596,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:37.108844
5,8,34,True,0,psf_zero_ls1,0.01649109999925713,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:37.128034
5,8,34,-,1,qiskit_opt3,0.03097219999835943,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-16T23:26:37.235476
5,8,34,False,1,psf_zero_ls0,0.015301199999157689,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:37.269624
5,8,34,True,1,psf_zero_ls1,0.01560330000029353,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:37.286916
5,8,34,-,2,qiskit_opt3,0.031457099999897764,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-16T23:26:37.393738
5,8,34,False,2,psf_zero_ls0,0.016381499999624793,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:37.427936
5,8,34,True,2,psf_zero_ls1,0.016470599999593105,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-16T23:26:37.447037
5,16,26,-,0,qiskit_opt3,0.03728199999932258,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-16T23:26:37.535674
5,16,26,False,0,psf_zero_ls0,0.014233500000045751,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:37.574820
5,16,26,True,0,psf_zero_ls1,0.015338999999585212,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:37.590886
5,16,26,-,1,qiskit_opt3,0.03648380000049656,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-16T23:26:37.678497
5,16,26,False,1,psf_zero_ls0,0.014152899999317015,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:37.716674
5,16,26,True,1,psf_zero_ls1,0.014519099999233731,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:37.732907
5,16,26,-,2,qiskit_opt3,0.037614400000165915,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-16T23:26:37.818230
5,16,26,False,2,psf_zero_ls0,0.015111499998965883,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:37.857385
5,16,26,True,2,psf_zero_ls1,0.015717599999334197,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-16T23:26:37.875655
5,24,18,-,0,qiskit_opt3,0.04147879999982251,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-16T23:26:37.943411
5,24,18,False,0,psf_zero_ls0,0.01289360000009765,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:37.986718
5,24,18,True,0,psf_zero_ls1,0.013244699999631848,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:38.000774
5,24,18,-,1,qiskit_opt3,0.03952179999942018,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-16T23:26:38.065814
5,24,18,False,1,psf_zero_ls0,0.013155099999494269,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:38.107481
5,24,18,True,1,psf_zero_ls1,0.01327829999900132,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:38.121516
5,24,18,-,2,qiskit_opt3,0.038651499999105,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-16T23:26:38.189561
5,24,18,False,2,psf_zero_ls0,0.013492599999153754,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:38.229230
5,24,18,True,2,psf_zero_ls1,0.01367740000023332,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-16T23:26:38.244273
