Workload,Arm,Family,Qubits,Seed,Reps,Status,Time_min_s,Time_median_s,Time_stdev_s,Final_2Q_Gates,Final_Depth,Coupling_Violations,Off_Basis,PSF_Blocks,Peak_RSS_MB,RSS_Delta_MB,TraceMalloc_Peak_MB,Equiv_Infidelity,Platform,Python,Qiskit,StartMethod,CPU
passthrough,qiskit_opt3,Qiskit,50,3,3,success,2.0122782999987976,2.013994899998579,0.049617573910750404,46447,15606,0,,,419.73046875,1.296875,0.21428775787353516,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,50,3,3,success,0.31725960000039777,0.3259769000014785,0.013809357897344271,49314,14657,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,288.8515625,0.44140625,0.2503938674926758,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,50,3,3,success,1.441627600001084,1.4829912000004697,0.19342683239665984,46456,15230,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,375.39453125,8.9453125,0.25920581817626953,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,100,1,3,success,0.7167773000001034,0.7419783999994252,0.018344101421791898,111132,21138,0,,,337.3359375,13.20703125,0.2897300720214844,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,100,1,3,success,7.259959900000467,7.453811899998982,0.8989592121219203,105361,21674,0,,,470.33203125,93.30078125,0.32007408142089844,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,100,1,3,success,5.25237879999986,5.687747900001341,0.6978608313748591,105634,21948,0,,,475.078125,23.1875,0.3213996887207031,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,100,1,3,success,0.8922019000001455,0.9524801999996271,0.03968205009056273,111132,21138,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,365.484375,0.13671875,0.42369842529296875,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,100,1,3,success,6.520951700000296,7.622728299998926,1.306880076210699,105361,21674,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,453.7734375,32.58984375,0.437347412109375,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,100,2,3,success,0.941046699999788,0.9854665000002569,0.028209837080882698,133079,26044,0,,,360.39453125,56.66015625,0.2897806167602539,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,100,2,3,success,6.105843899998945,8.308913299999404,2.0517354299328545,127479,27575,0,,,460.015625,65.5390625,0.33823394775390625,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,100,2,3,success,6.2695308000002115,7.929609500000879,1.0641434195904582,127342,27615,0,,,500.55859375,2.8828125,0.3198099136352539,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,100,2,3,success,1.364965899998424,1.469064900000376,0.08878812770073079,133079,26044,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,360.7578125,32.1875,0.44850730895996094,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,100,2,3,success,6.265769499999806,7.393782299999657,0.9072539515044791,127479,27575,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,462.23828125,41.63671875,0.49434852600097656,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,100,3,3,success,0.8211718999991717,1.0050296999997954,0.11256367177812415,141861,27269,0,,,369.0859375,0.15625,0.2987327575683594,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,100,3,3,success,7.954235399998652,8.829169399999955,0.7139868037802143,134670,29494,0,,,486.7890625,20.6796875,0.31989479064941406,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,100,3,3,success,6.599716900000203,7.289153100000476,0.9416237224071735,135753,29552,0,,,503.81640625,0.09765625,0.33892154693603516,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,100,3,3,success,1.3041683999999805,1.3298784000016894,0.06917346590254507,141861,27269,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,374.609375,56.79296875,0.39521312713623047,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,100,3,3,success,8.541091200000665,8.755568800001129,0.5673827294975856,134670,29494,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,423.59765625,46.1953125,0.41597938537597656,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,156,1,3,success,3.218992599999183,3.7605989999992744,0.7005465458446306,223178,34773,0,,,391.6796875,62.94140625,0.3499574661254883,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,156,1,3,success,17.212994899999103,20.3570806000007,1.8378206895406253,215537,35513,0,,,562.42578125,98.3984375,0.36620616912841797,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,156,1,3,success,20.569606799999747,24.868128899999647,3.3824434639859837,212829,35530,0,,,590.5078125,8.23046875,0.3923969268798828,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,156,1,3,success,2.5441620999990846,3.8601548000006005,0.9711363414613787,223178,34773,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,414.47265625,79.16796875,0.5419178009033203,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,156,1,3,success,14.362009200000102,15.822981699999218,4.135407927888419,215537,35513,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,539.3046875,45.71875,0.5656194686889648,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,156,2,3,success,3.6404629000007844,4.454436600000918,0.6922550725308312,268669,43613,0,,,444.5234375,100.7265625,0.3497657775878906,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,156,2,3,success,17.56900250000035,19.166190899999492,1.5209937065617083,257412,44667,0,,,595.5390625,86.45703125,0.3909330368041992,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,156,2,3,success,21.416395599999305,21.49776639999982,0.06935436053491392,257441,43940,0,,,630.07421875,138.23046875,0.3654928207397461,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,156,2,3,success,1.9581693000000087,2.047207800000251,1.8033855957920575,268669,43613,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,412.8203125,75.0078125,0.5888195037841797,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,156,2,3,success,17.625517799999216,17.690231399999902,0.057775170539280864,257412,44667,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,491.98828125,46.04296875,0.5906848907470703,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,156,3,3,success,1.8348280999998678,1.8656339999997726,1.2237859539319962,278465,43526,0,,,421.1171875,77.29296875,0.35069751739501953,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,156,3,3,success,18.31735789999948,18.459007600000405,0.12360449829007732,268802,46491,0,,,536.6328125,39.875,0.36620330810546875,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,156,3,3,success,21.272675000000163,21.456898999998884,0.18845023006234846,268953,46454,0,,,660.06640625,126.22265625,0.3686647415161133,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,156,3,3,success,1.8274123999999574,1.8955091999996512,1.3593259450156123,278465,43526,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,422.6875,84.640625,0.4814186096191406,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,156,3,3,success,18.41899050000029,18.672640000000683,0.16552901960405533,268802,46491,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,528.890625,46.375,0.5103521347045898,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,300,1,3,success,12.434517800000322,12.939621600000464,0.2949107737637188,624556,76863,0,,,585.76171875,137.03515625,0.6852340698242188,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,300,1,3,success,61.3653106999991,61.59463349999896,1.7864514734775905,606875,78381,0,,,788.9296875,186.9375,0.7414007186889648,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,300,1,3,success,70.05908679999993,70.47248249999939,0.27502727544972777,604115,78608,0,,,902.765625,177.48828125,0.7410249710083008,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,300,1,3,success,12.55104510000092,12.853938800000833,0.2163857168531653,624556,76863,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,497.3359375,75.15234375,1.0446357727050781,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,300,1,3,success,61.476385399999344,61.84036970000125,0.233775556725712,606875,78381,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,672.95703125,60.74609375,1.1206140518188477,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,300,2,3,success,14.597673800000848,14.773946799999976,0.12849904240206014,741029,93904,0,,,641.48828125,133.21484375,0.6842355728149414,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,300,2,3,success,65.44828280000002,65.48730740000065,0.10428822454602166,713593,99233,0,,,821.23828125,60.3125,0.7405843734741211,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,300,2,3,success,69.4228893999989,84.9020244000003,9.871916019305976,715397,98987,0,,,1089.67578125,73.37890625,0.7407550811767578,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,300,2,3,success,7.621936700001243,7.981604799999332,0.5768801716530094,741029,93904,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,682.4375,193.03515625,1.2572402954101562,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,300,2,3,success,56.63859719999891,58.97416429999976,1.4077387764927196,713593,99233,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,913.7421875,85.015625,1.149327278137207,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,300,3,3,success,14.211299799999324,15.156113100001676,0.5716442358090141,778634,99508,0,,,837.23828125,254.6796875,0.6854896545410156,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,300,3,3,success,54.81027410000024,60.17056700000103,7.387204398840589,754199,103090,0,,,1017.5234375,22.29296875,0.7407360076904297,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,300,3,3,success,74.691612300001,78.70957579999958,5.759229751307643,753647,103582,0,,,1141.7734375,101.8828125,0.7440814971923828,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,300,3,3,success,6.752829099999872,7.0717390999998315,0.9271595511549124,778634,99508,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,575.484375,85.0,0.9748067855834961,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,300,3,3,success,82.39067470000009,83.76248699999996,4.088925883729261,754199,103090,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,981.35546875,22.5546875,1.0326471328735352,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
