Topology,AvgDegree,Physical,Spare,Qubits,Arm,Level,PSF_RL,Reps,TimeBudget_s,PerAttemptCallLimit,PSFInitialLayoutMode,SmartSearch_s,SmartFound,SmartPhase,SmartOrder,SmartOrderingsTried,Status,Time_min_s,Time_median_s,Time_max_s,Spread_max_over_min,Final_2Q_Gates,Final_Depth,Coupling_Violations,Platform,Python,CPU,CPU_count,StartMethod,qiskit,rustworkx,networkx,numpy,core_ext
grid,3.5,64,0,64,qiskit_opt2,2,2,1,2.0,50000,True,,,,,,success,0.7286497999994026,0.7286497999994026,0.7286497999994026,1.0,96,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,0,64,qiskit_opt2_smart1,2,2,1,2.0,50000,True,0.01392900000064401,True,1.0,bfs_from_min_degree,2.0,success,0.02558859999953711,0.02558859999953711,0.02558859999953711,1.0,96,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,0,64,qiskit_opt2_smart,2,2,1,2.0,50000,True,0.008861899999828893,True,1.0,bfs_from_min_degree,2.0,success,0.0227020000002085,0.0227020000002085,0.0227020000002085,1.0,96,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,0,64,psf_rl2,2,2,1,2.0,50000,True,,,,,,success,0.7390261999989889,0.7390261999989889,0.7390261999989889,1.0,96,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,0,64,psf_rl2_smart1,2,2,1,2.0,50000,True,0.00983029999952123,True,1.0,bfs_from_min_degree,2.0,success,0.02506569999968633,0.02506569999968633,0.02506569999968633,1.0,96,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,0,64,psf_rl2_smart,2,2,1,2.0,50000,True,0.009030700000948855,True,1.0,bfs_from_min_degree,2.0,success,0.027193199999601347,0.027193199999601347,0.027193199999601347,1.0,96,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,40,24,qiskit_opt2,2,2,1,2.0,50000,True,,,,,,success,0.016752999999880558,0.016752999999880558,0.016752999999880558,1.0,36,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,40,24,qiskit_opt2_smart1,2,2,1,2.0,50000,True,0.0009156999985862058,True,1.0,bfs_from_max_degree,1.0,success,0.012573699999848031,0.012573699999848031,0.012573699999848031,1.0,36,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,40,24,qiskit_opt2_smart,2,2,1,2.0,50000,True,0.0017739999984769383,True,1.0,bfs_from_max_degree,1.0,success,0.012144199999966077,0.012144199999966077,0.012144199999966077,1.0,36,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
grid,3.5,64,40,24,psf_rl2,2,2,1,2.0,50000,True,,,,,,success,0.015001600000687176,0.015001600000687176,0.015001600000687176,1.0,36,16,0,Windows-10-10.0.26100-SP0,3.11.9,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",14,spawn,2.5.2,0.18.1,3.6.1,2.4.6,psf_zero_core.cp311-win_amd64.pyd:418304
