gc_mode,iteration,timestamp,rss_mb,w1_load_build_ms,w1_compile_ms,w1_simulate_ms,w1_total_ms,w1_z_00,w1_correct_00,w1_q0_00,w1_2q_00,w1_fp_00,w1_z_01,w1_correct_01,w1_q0_01,w1_2q_01,w1_fp_01,w1_z_10,w1_correct_10,w1_q0_10,w1_2q_10,w1_fp_10,w1_z_11,w1_correct_11,w1_q0_11,w1_2q_11,w1_fp_11,w2_synth_verify_ms,w2_compile_ms,w2_simulate_ms,w2_total_ms,w2_fallbacks,w2_gpu_worst,w2_synth_fp,w2_routed_fp,w2_2q,w2_tvd,platform
none,45,1790313262.888919,702.6171875,3.393602994037792,76.67086299625225,3971.9557579956017,4052.020223985892,-0.925,1,112,9,206b23e28556b8c1,0.926,1,112,9,ea25dd0e78956716,0.9125,1,112,9,51e7b224ddb318d1,-0.9295,1,112,9,230bd81105cb6279,208.77889799885452,15.041673992527649,881.479853997007,1105.3004259883892,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.0495068179629165,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,46,1790313268.0204375,702.6171875,3.4035439894068986,79.60971500142477,4005.5960600147955,4088.609319005627,-0.9185,1,112,9,206b23e28556b8c1,0.902,1,112,9,ea25dd0e78956716,0.9125,1,112,9,51e7b224ddb318d1,-0.9235,1,112,9,230bd81105cb6279,208.4596770000644,16.06307501788251,808.6563250108156,1033.1790770287625,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.054006817962916516,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,47,1790313273.1245148,702.08984375,5.487426009494811,80.9296460065525,3960.9968079894315,4047.413880005479,-0.9175,1,112,9,206b23e28556b8c1,0.9175,1,112,9,ea25dd0e78956716,0.9245,1,112,9,51e7b224ddb318d1,-0.9205,1,112,9,230bd81105cb6279,182.0978930045385,14.865743985865265,851.6585360048339,1048.6221729952376,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.0513068179629165,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,48,1790313278.2170048,701.31640625,3.4015630080830306,43.59510200447403,4007.0387510058936,4054.0354160184506,-0.9185,1,112,9,206b23e28556b8c1,0.92,1,112,9,ea25dd0e78956716,0.915,1,112,9,51e7b224ddb318d1,-0.929,1,112,9,230bd81105cb6279,201.61390001885593,14.76988400099799,814.2698209849186,1030.6536050047725,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05180946863884975,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,49,1790313283.3195155,701.31640625,3.3471529895905405,75.3466309979558,3978.0286850000266,4056.722468987573,-0.917,1,112,9,206b23e28556b8c1,0.918,1,112,9,ea25dd0e78956716,0.92,1,112,9,51e7b224ddb318d1,-0.906,1,112,9,230bd81105cb6279,203.64918300765567,15.108253981452435,817.4399840063415,1036.1974209954496,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05093593494450699,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,50,1790313288.415388,701.31640625,5.818016012199223,79.65087500633672,3969.3328859866597,4054.8017770051956,-0.928,1,112,9,206b23e28556b8c1,0.9265,1,112,9,ea25dd0e78956716,0.9035,1,112,9,51e7b224ddb318d1,-0.934,1,112,9,230bd81105cb6279,202.0239010162186,14.360742992721498,816.5358630067203,1032.9205070156604,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04935946863884973,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,51,1790313293.0365167,701.2890625,3.4773030201904476,63.78596997819841,3608.174744003918,3675.438017002307,-0.918,1,112,9,206b23e28556b8c1,0.927,1,112,9,ea25dd0e78956716,0.9125,1,112,9,51e7b224ddb318d1,-0.919,1,112,9,230bd81105cb6279,161.01784197962843,15.557385020656511,761.9799809763208,938.5552079766057,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04950681796291647,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,52,1790313298.1173556,701.2890625,3.5490739974193275,67.92407398461364,3872.3648640152533,3943.8380119972862,-0.9145,1,112,9,206b23e28556b8c1,0.9075,1,112,9,ea25dd0e78956716,0.921,1,112,9,51e7b224ddb318d1,-0.9275,1,112,9,230bd81105cb6279,206.7638949956745,15.14822500757873,907.1119980071671,1129.0241180104204,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05135946863884975,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,53,1790313303.01845,700.69140625,3.6531329969875515,78.43230399885215,3781.4990089973435,3863.584445993183,-0.931,1,112,9,206b23e28556b8c1,0.922,1,112,9,ea25dd0e78956716,0.9115,1,112,9,51e7b224ddb318d1,-0.9315,1,112,9,230bd81105cb6279,169.45682000368834,14.05969398911111,845.8927200117614,1029.4092340045609,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.051959468638849746,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,54,1790313308.0161195,700.69140625,3.596692986320704,74.92881099460647,3878.2292999967467,3956.754803977674,-0.909,1,112,9,206b23e28556b8c1,0.921,1,112,9,ea25dd0e78956716,0.916,1,112,9,51e7b224ddb318d1,-0.921,1,112,9,230bd81105cb6279,201.00980999995954,14.796494011534378,817.038152978057,1032.844456989551,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.050106817962916494,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,55,1790313313.124369,700.69140625,3.4024530032183975,69.72973598749377,3984.2921000090428,4057.424288999755,-0.9135,1,112,9,206b23e28556b8c1,0.9145,1,112,9,ea25dd0e78956716,0.9225,1,112,9,51e7b224ddb318d1,-0.924,1,112,9,230bd81105cb6279,205.620144988643,14.697994018206373,822.5727079843637,1042.890846991213,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05105946863884975,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,56,1790313318.2162304,700.69140625,3.4363140002824366,76.85642200522125,3872.8620049951132,3953.154741000617,-0.927,1,112,9,206b23e28556b8c1,0.914,1,112,9,ea25dd0e78956716,0.9255,1,112,9,51e7b224ddb318d1,-0.925,1,112,9,230bd81105cb6279,206.5515359863639,15.83960501011461,908.2581689872313,1130.6493099837098,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05365681796291651,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,57,1790313323.4134781,700.69140625,3.3941730216611177,77.43904300150461,3981.438557995716,4062.271774018882,-0.923,1,112,9,206b23e28556b8c1,0.9185,1,112,9,ea25dd0e78956716,0.917,1,112,9,51e7b224ddb318d1,-0.92,1,112,9,230bd81105cb6279,201.63675100775436,16.39966497896239,909.022581006866,1127.0589969935827,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05145681796291647,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,58,1790313328.521882,700.69140625,3.36606299970299,80.45945598860271,3982.402927998919,4066.2284469872247,-0.9195,1,112,9,206b23e28556b8c1,0.9125,1,112,9,ea25dd0e78956716,0.9085,1,112,9,51e7b224ddb318d1,-0.912,1,112,9,230bd81105cb6279,203.25725199654698,14.34556400636211,815.0204610137735,1032.6232770166826,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.051006817962916506,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,59,1790313333.6259694,700.69140625,5.413805018179119,80.3962659847457,3969.4499759934843,4055.260046996409,-0.924,1,112,9,206b23e28556b8c1,0.918,1,112,9,ea25dd0e78956716,0.9115,1,112,9,51e7b224ddb318d1,-0.9225,1,112,9,230bd81105cb6279,207.59752701269463,15.182133996859193,816.2092019920237,1038.9888630015776,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.048406817962916494,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,60,1790313338.7237105,700.69140625,5.437974992673844,80.04085498396307,3962.580760009587,4048.0595899862237,-0.915,1,112,9,206b23e28556b8c1,0.912,1,112,9,ea25dd0e78956716,0.9025,1,112,9,51e7b224ddb318d1,-0.9365,1,112,9,230bd81105cb6279,203.73446299345233,15.745865006465465,822.2680279868655,1041.7483559867833,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05405681796291648,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,61,1790313344.0191438,700.171875,3.426934010349214,74.86364000942558,4083.289663976757,4161.580237996532,-0.9115,1,112,9,206b23e28556b8c1,0.919,1,112,9,ea25dd0e78956716,0.916,1,112,9,51e7b224ddb318d1,-0.926,1,112,9,230bd81105cb6279,207.96983697800897,15.53184402291663,900.7771229953505,1124.278803996276,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.049406817962916495,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,62,1790313349.2217355,699.5625,5.442134977784008,81.83437801199034,3973.3032700023614,4060.5797829921357,-0.926,1,112,9,206b23e28556b8c1,0.9165,1,112,9,ea25dd0e78956716,0.9085,1,112,9,51e7b224ddb318d1,-0.924,1,112,9,230bd81105cb6279,207.0807060226798,15.551474993117154,909.9550810060464,1132.5872620218433,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05060946863884972,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,63,1790313354.3168266,699.5625,5.399565998231992,78.56118399649858,3968.0668850196525,4052.027635014383,-0.912,1,112,9,206b23e28556b8c1,0.9105,1,112,9,ea25dd0e78956716,0.924,1,112,9,51e7b224ddb318d1,-0.918,1,112,9,230bd81105cb6279,205.8825150015764,14.448293979512528,814.9198510218412,1035.25066000293,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.0520068179629165,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,64,1790313359.4233038,699.5625,3.3800129895098507,74.99748101690784,3978.579724993324,4056.9572189997416,-0.9235,1,112,9,206b23e28556b8c1,0.905,1,112,9,ea25dd0e78956716,0.921,1,112,9,51e7b224ddb318d1,-0.921,1,112,9,230bd81105cb6279,206.40297498903237,15.388545027235523,819.9161759985145,1041.7076960147824,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04940946863884975,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,65,1790313364.5218325,699.5625,3.476653015241027,77.20125300693326,3971.5497879951727,4052.227694017347,-0.923,1,112,9,206b23e28556b8c1,0.92,1,112,9,ea25dd0e78956716,0.912,1,112,9,51e7b224ddb318d1,-0.923,1,112,9,230bd81105cb6279,194.30809398181736,14.962084009312093,831.6065870167222,1040.8767650078516,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04790681796291652,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,66,1790313369.6252556,699.5625,3.3987440110649914,76.70000201324001,3968.6920159729198,4048.7907619972248,-0.92,1,112,9,206b23e28556b8c1,0.923,1,112,9,ea25dd0e78956716,0.9205,1,112,9,51e7b224ddb318d1,-0.9185,1,112,9,230bd81105cb6279,205.61427500797436,14.946873998269439,826.3798019906972,1046.940950996941,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.0535568179629165,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,67,1790313374.7202811,699.5625,3.4304629953112453,77.60090302326716,3971.99110899237,4053.0224750109483,-0.93,1,112,9,206b23e28556b8c1,0.9145,1,112,9,ea25dd0e78956716,0.921,1,112,9,51e7b224ddb318d1,-0.9125,1,112,9,230bd81105cb6279,192.96218300587498,16.0176049976144,825.3242609789595,1034.3040489824489,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.0561068179629165,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,68,1790313379.917146,699.5625,3.3889830228872597,77.99255399731919,3977.184463001322,4058.5660000215285,-0.92,1,112,9,206b23e28556b8c1,0.9135,1,112,9,ea25dd0e78956716,0.919,1,112,9,51e7b224ddb318d1,-0.9225,1,112,9,230bd81105cb6279,204.95045397547074,16.108245006762445,909.3883509922307,1130.4470499744639,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04597479608665544,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,69,1790313385.021337,699.5625,3.3675430167932063,79.14570497814566,3978.84710499784,4061.3603529927786,-0.921,1,112,9,206b23e28556b8c1,0.909,1,112,9,ea25dd0e78956716,0.92,1,112,9,51e7b224ddb318d1,-0.9235,1,112,9,230bd81105cb6279,195.5385449982714,14.99019400216639,824.5705009903759,1035.0992399908137,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05170681796291648,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,70,1790313390.21503,699.5625,3.365722979651764,79.11200501257554,3973.955699999351,4056.4334279915784,-0.922,1,112,9,206b23e28556b8c1,0.9145,1,112,9,ea25dd0e78956716,0.912,1,112,9,51e7b224ddb318d1,-0.9245,1,112,9,230bd81105cb6279,208.12115698936395,14.850004023173824,904.7501570021268,1127.7213180146646,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05490681796291651,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,71,1790313395.421267,699.5625,5.44452597387135,78.45853400067426,3987.4742230167612,4071.377282991307,-0.928,1,112,9,206b23e28556b8c1,0.9105,1,112,9,ea25dd0e78956716,0.9125,1,112,9,51e7b224ddb318d1,-0.919,1,112,9,230bd81105cb6279,203.43226299155504,16.031904990086332,905.8522470004391,1125.3164149820805,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.054606817962916505,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,72,1790313400.5203366,699.5625,5.353945016395301,81.19329699547961,3969.2304159980267,4055.7776580099016,-0.9205,1,112,9,206b23e28556b8c1,0.9165,1,112,9,ea25dd0e78956716,0.9205,1,112,9,51e7b224ddb318d1,-0.918,1,112,9,230bd81105cb6279,197.91473698569462,14.916284009814262,822.3134279833175,1035.1444489788264,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.054159468638849725,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,73,1790313405.71735,699.5625,3.475003002677113,77.34448299743235,3977.874394011451,4058.6938800115604,-0.9235,1,112,9,206b23e28556b8c1,0.913,1,112,9,ea25dd0e78956716,0.9175,1,112,9,51e7b224ddb318d1,-0.9235,1,112,9,230bd81105cb6279,207.2033660078887,15.16965398332104,908.0585500050802,1130.43156999629,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.053156817962916506,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,74,1790313410.9281898,699.5625,3.36355299805291,80.11237598839216,3977.136783010792,4060.612711997237,-0.916,1,112,9,206b23e28556b8c1,0.9225,1,112,9,ea25dd0e78956716,0.9155,1,112,9,51e7b224ddb318d1,-0.9155,1,112,9,230bd81105cb6279,201.9824110029731,15.882865991443396,922.8037429857068,1140.6690199801233,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05010681796291648,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,75,1790313416.026647,699.5625,5.499624996446073,81.43947698408738,3961.1289980239235,4048.068100004457,-0.93,1,112,9,206b23e28556b8c1,0.9095,1,112,9,ea25dd0e78956716,0.917,1,112,9,51e7b224ddb318d1,-0.916,1,112,9,230bd81105cb6279,205.06455400027335,16.530465974938124,820.9980370011181,1042.5930569763295,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.052509468638849734,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,76,1790313421.128816,699.5625,3.450983000220731,76.85110298916698,3968.0389749992173,4048.341060988605,-0.938,1,112,9,206b23e28556b8c1,0.9145,1,112,9,ea25dd0e78956716,0.9225,1,112,9,51e7b224ddb318d1,-0.9225,1,112,9,230bd81105cb6279,210.28490900062025,16.381416004151106,819.2124549823347,1045.878779987106,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.048135934944507006,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,77,1790313426.31652,699.5625,3.4163730160798877,74.66131099499762,3972.0789789862465,4050.156662997324,-0.926,1,112,9,206b23e28556b8c1,0.9265,1,112,9,ea25dd0e78956716,0.9085,1,112,9,51e7b224ddb318d1,-0.9155,1,112,9,230bd81105cb6279,198.54656798997894,16.172294999705628,915.9426770056598,1130.6615399953444,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.051959468638849725,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,78,1790313431.6194234,699.5625,3.3741630031727254,80.33241599332541,4076.363678002963,4160.070256999461,-0.914,1,112,9,206b23e28556b8c1,0.92,1,112,9,ea25dd0e78956716,0.912,1,112,9,51e7b224ddb318d1,-0.918,1,112,9,230bd81105cb6279,209.74113899865188,14.670433010905981,907.9329299856909,1132.3445019952487,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05210946863884972,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,79,1790313436.731475,699.5625,5.915106012253091,80.11940598953515,3973.254539014306,4059.289051016094,-0.916,1,112,9,206b23e28556b8c1,0.915,1,112,9,ea25dd0e78956716,0.93,1,112,9,51e7b224ddb318d1,-0.9105,1,112,9,230bd81105cb6279,202.0221910206601,15.001943975221366,827.5255729968194,1044.5497079927009,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04930946863884975,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,80,1790313441.8455782,699.5625,3.3504029852338135,75.35287100472488,3966.7997639917303,4045.503037981689,-0.925,1,112,9,206b23e28556b8c1,0.917,1,112,9,ea25dd0e78956716,0.927,1,112,9,51e7b224ddb318d1,-0.9195,1,112,9,230bd81105cb6279,197.0912370015867,14.711254014400765,841.7200660041999,1053.5225570201874,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05105946863884973,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,81,1790313447.0246885,699.5625,3.4278029925189912,78.38064400129952,3951.6776200034656,4033.486066997284,-0.9225,1,112,9,206b23e28556b8c1,0.9165,1,112,9,ea25dd0e78956716,0.9195,1,112,9,51e7b224ddb318d1,-0.9225,1,112,9,230bd81105cb6279,208.20194701082073,14.554713998222724,913.4020739875268,1136.1587349965703,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.0534068179629165,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,82,1790313452.1527772,699.5625,5.43606499559246,80.42104600463063,3965.4810919892043,4051.3382029894274,-0.918,1,112,9,206b23e28556b8c1,0.922,1,112,9,ea25dd0e78956716,0.9145,1,112,9,51e7b224ddb318d1,-0.92,1,112,9,230bd81105cb6279,209.49230800033547,14.446023997152224,843.2423979975283,1067.180729995016,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.051356817962916496,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,83,1790313457.2465954,699.5625,5.533625982934609,63.238909002393484,3954.387481993763,4023.160016979091,-0.9365,1,112,9,206b23e28556b8c1,0.9295,1,112,9,ea25dd0e78956716,0.924,1,112,9,51e7b224ddb318d1,-0.915,1,112,9,230bd81105cb6279,203.9556430245284,14.792153990129009,830.6017660070211,1049.3495630216785,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05325681796291648,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,84,1790313462.4161417,699.5625,3.3554440014995635,76.59897199482657,3953.092481009662,4033.0468970059883,-0.923,1,112,9,206b23e28556b8c1,0.9335,1,112,9,ea25dd0e78956716,0.9095,1,112,9,51e7b224ddb318d1,-0.9215,1,112,9,230bd81105cb6279,205.28662399738096,15.345564985182136,908.2105290144682,1128.8427179970313,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04740681796291649,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,85,1790313467.4259934,699.5625,3.424832975724712,76.29615301266313,3883.676875004312,3963.3978609927,-0.918,1,112,9,206b23e28556b8c1,0.9125,1,112,9,ea25dd0e78956716,0.926,1,112,9,51e7b224ddb318d1,-0.927,1,112,9,230bd81105cb6279,194.31669398909435,14.389953023055568,829.5743159833364,1038.2809629954863,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04975681796291651,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,86,1790313472.623205,699.5625,3.470683004707098,77.01378301135264,3973.636290000286,4054.1207560163457,-0.927,1,112,9,206b23e28556b8c1,0.922,1,112,9,ea25dd0e78956716,0.9095,1,112,9,51e7b224ddb318d1,-0.9135,1,112,9,230bd81105cb6279,206.74205498653464,15.276195015758276,913.3265239943285,1135.3447739966214,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05030946863884973,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,87,1790313477.8299446,699.5625,3.3146330097224563,76.31295200553723,3976.72181300004,4056.3493980153,-0.9215,1,112,9,206b23e28556b8c1,0.932,1,112,9,ea25dd0e78956716,0.926,1,112,9,51e7b224ddb318d1,-0.9265,1,112,9,230bd81105cb6279,207.42749702185392,14.906083990354091,918.7164189934265,1141.0500000056345,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05005681796291648,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,88,1790313482.6348867,699.5625,5.31117498758249,81.13846700871363,3760.1925780181773,3846.6422200144734,-0.923,1,112,9,206b23e28556b8c1,0.911,1,112,9,ea25dd0e78956716,0.9165,1,112,9,51e7b224ddb318d1,-0.9145,1,112,9,230bd81105cb6279,137.62851999490522,14.412252989131957,799.6681870135944,951.7089599976316,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05095681796291649,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,89,1790313487.8121839,699.5625,3.417393018025905,79.45723499869928,3959.4516469805967,4042.326274997322,-0.9145,1,112,9,206b23e28556b8c1,0.917,1,112,9,ea25dd0e78956716,0.9205,1,112,9,51e7b224ddb318d1,-0.923,1,112,9,230bd81105cb6279,206.6732060047798,14.688544004457071,905.5984459992032,1126.96019600844,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.049224796086655434,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,90,1790313492.9191446,699.5625,3.377683024154976,78.6293439741712,3980.1263870031107,4062.133414001437,-0.925,1,112,9,206b23e28556b8c1,0.9185,1,112,9,ea25dd0e78956716,0.919,1,112,9,51e7b224ddb318d1,-0.9125,1,112,9,230bd81105cb6279,182.61944298865274,14.981514017563313,838.5915139806457,1036.1924709868617,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05445946863884974,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,91,1790313498.1150591,699.5625,3.3923540031537414,77.50031299656257,3978.277733986033,4059.1704009857494,-0.9095,1,112,9,206b23e28556b8c1,0.907,1,112,9,ea25dd0e78956716,0.91,1,112,9,51e7b224ddb318d1,-0.9255,1,112,9,230bd81105cb6279,203.15176199073903,14.625573996454477,910.6593220203649,1128.4366580075584,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.0510568179629165,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,92,1790313503.2329917,700.0625,3.341203002491966,79.73623601719737,3979.954435984837,4063.0318750045262,-0.917,1,112,9,206b23e28556b8c1,0.918,1,112,9,ea25dd0e78956716,0.9215,1,112,9,51e7b224ddb318d1,-0.925,1,112,9,230bd81105cb6279,206.65630599251017,14.710263989400119,824.8910500260536,1046.2576200079639,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05380946863884975,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,93,1790313508.0949435,700.0625,13.188532990170643,76.97929200367071,3745.75751501834,3835.9253400121816,-0.914,1,112,9,206b23e28556b8c1,0.9145,1,112,9,ea25dd0e78956716,0.92,1,112,9,51e7b224ddb318d1,-0.9145,1,112,9,230bd81105cb6279,189.40655901678838,14.37141399946995,813.7194199953228,1017.4973930115812,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.051135934944506994,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,94,1790313513.221196,700.0625,3.7685630086343735,77.95746400370263,3906.9000470044557,3988.6260740167927,-0.923,1,112,9,206b23e28556b8c1,0.9235,1,112,9,ea25dd0e78956716,0.917,1,112,9,51e7b224ddb318d1,-0.924,1,112,9,230bd81105cb6279,206.42772599239834,15.48447401728481,906.1131079797633,1128.0253079894464,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.050556817962916493,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,95,1790313518.323422,700.0625,5.437055020593107,80.28894598828629,3971.6535180050414,4057.379519013921,-0.926,1,112,9,206b23e28556b8c1,0.9115,1,112,9,ea25dd0e78956716,0.9175,1,112,9,51e7b224ddb318d1,-0.92,1,112,9,230bd81105cb6279,206.86476601986215,14.637833985034376,815.0924610090442,1036.5950610139407,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05420681796291649,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,96,1790313523.5192294,700.0625,3.467643022304401,73.35102898650803,3979.373415990267,4056.1920879990794,-0.923,1,112,9,206b23e28556b8c1,0.9115,1,112,9,ea25dd0e78956716,0.923,1,112,9,51e7b224ddb318d1,-0.9125,1,112,9,230bd81105cb6279,209.40703901578672,15.48923397785984,905.0794370123185,1129.975710005965,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05210946863884974,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,97,1790313528.8291228,700.0625,5.411095975432545,80.71714601828717,4172.050467983354,4258.178709977074,-0.9195,1,112,9,206b23e28556b8c1,0.9135,1,112,9,ea25dd0e78956716,0.923,1,112,9,51e7b224ddb318d1,-0.9265,1,112,9,230bd81105cb6279,207.375495985616,14.704764005728066,820.0592460052576,1042.1395059966017,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.04900681796291648,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,98,1790313534.015977,700.0625,5.292435002047569,80.306506017223,3963.8242709916085,4049.423212010879,-0.9315,1,112,9,206b23e28556b8c1,0.9175,1,112,9,ea25dd0e78956716,0.9195,1,112,9,51e7b224ddb318d1,-0.9215,1,112,9,230bd81105cb6279,207.54388699424453,16.45541499601677,905.5262269976083,1129.5255289878696,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.05100681796291651,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
none,99,1790313539.1210005,700.0625,3.4159630013164133,79.44278602371924,3974.1069699812215,4056.965719006257,-0.9285,1,112,9,206b23e28556b8c1,0.9195,1,112,9,ea25dd0e78956716,0.9345,1,112,9,51e7b224ddb318d1,-0.921,1,112,9,230bd81105cb6279,192.6572619995568,14.784853992750868,832.8641479893122,1040.3062639816198,0,7.362443987801726e-13,67e846e1433ad3db,d4b27c1f74e7534c,6,0.047606817962916506,Linux-6.8.0-64-generic-x86_64-with-glibc2.39
