part,spare,seed,mode,rep,component,seconds,count
A,0,3,instrumented,1,A0 compile_for_hardware [total],0.0825820169999929,
A,0,3,instrumented,1,"A1c  compile other (to_matrix, compose, loop)",0.0020824340000444863,
A,0,3,instrumented,1,"A1b.4 synthesize other (tolist, verify, checks)",0.0018270449999135963,
A,0,3,instrumented,1,"A5 compile_for_hardware other (pair collection, import)",0.0005489540000098714,
A,0,3,instrumented,1,refine_triggered,,18
A,0,3,instrumented,1,cx_cache_hit,,0
A,0,3,instrumented,1,cx_cache_miss,,60
A,0,3,instrumented,2,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.0074510240000336125,1
A,0,3,instrumented,2,A1b.1 core decompose (Rust),0.0008098819997712781,60
A,0,3,instrumented,2,A1b.2 polish (check + Gauss-Newton),0.014826529999993454,60
A,0,3,instrumented,2,A1b.3a cx core lookup/build,0.01960800300014398,60
A,0,3,instrumented,2,A1b.3 build circuit (incl. CX core),0.026438893000147345,60
A,0,3,instrumented,2,A1b  synthesize [all blocks],0.0441172339996001,60
A,0,3,instrumented,2,A1 psf.compile [total],0.05370873799995479,1
A,0,3,instrumented,2,A2a  matching check (networkx),0.0022410070000091764,1
A,0,3,instrumented,2,A2b  orderings,0.00020756399999299902,1
A,0,3,instrumented,2,A2c  relabel graph,7.617400001436181e-05,2
A,0,3,instrumented,2,A2d  vf2_mapping (rustworkx),0.012893079999969359,2
A,0,3,instrumented,2,A2 layout search [total],0.015528216000006978,1
A,0,3,instrumented,2,A3 layout map -> list,9.777999991911202e-06,1
A,0,3,instrumented,2,A4 qiskit transpile L1 [total],0.013671078000015768,1
A,0,3,instrumented,2,A0 compile_for_hardware [total],0.08337180299997726,
A,0,3,instrumented,2,"A1c  compile other (to_matrix, compose, loop)",0.0021404800003210767,
A,0,3,instrumented,2,"A1b.4 synthesize other (tolist, verify, checks)",0.002041928999688025,
A,0,3,instrumented,2,"A5 compile_for_hardware other (pair collection, import)",0.00045399300000781295,
A,0,3,instrumented,2,refine_triggered,,18
A,0,3,instrumented,2,cx_cache_hit,,0
A,0,3,instrumented,2,cx_cache_miss,,60
A,0,3,instrumented,3,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.009271430000012515,1
A,0,3,instrumented,3,A1b.1 core decompose (Rust),0.0007141480000427691,60
A,0,3,instrumented,3,A1b.2 polish (check + Gauss-Newton),0.015020714000002044,60
A,0,3,instrumented,3,A1b.3a cx core lookup/build,0.01895467599985068,60
A,0,3,instrumented,3,A1b.3 build circuit (incl. CX core),0.025770408000141742,60
A,0,3,instrumented,3,A1b  synthesize [all blocks],0.043327416000011,60
A,0,3,instrumented,3,A1 psf.compile [total],0.054987797000023875,1
A,0,3,instrumented,3,A2a  matching check (networkx),0.0022221209999884195,1
A,0,3,instrumented,3,A2b  orderings,0.00020894699997597854,1
A,0,3,instrumented,3,A2c  relabel graph,7.726699999466291e-05,2
A,0,3,instrumented,3,A2d  vf2_mapping (rustworkx),0.012866760000008526,2
A,0,3,instrumented,3,A2 layout search [total],0.015484233000051972,1
A,0,3,instrumented,3,A3 layout map -> list,9.928999986641429e-06,1
A,0,3,instrumented,3,A4 qiskit transpile L1 [total],0.014044701999978315,1
A,0,3,instrumented,3,A0 compile_for_hardware [total],0.08496859899997844,
A,0,3,instrumented,3,"A1c  compile other (to_matrix, compose, loop)",0.002388951000000361,
A,0,3,instrumented,3,"A1b.4 synthesize other (tolist, verify, checks)",0.0018221459998244427,
A,0,3,instrumented,3,"A5 compile_for_hardware other (pair collection, import)",0.00044193799993763605,
A,0,3,instrumented,3,refine_triggered,,18
A,0,3,instrumented,3,cx_cache_hit,,0
A,0,3,instrumented,3,cx_cache_miss,,60
A,0,3,instrumented,4,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.008470234000014898,1
A,0,3,instrumented,4,A1b.1 core decompose (Rust),0.0007263780000243969,60
A,0,3,instrumented,4,A1b.2 polish (check + Gauss-Newton),0.01505277700039187,60
A,0,3,instrumented,4,A1b.3a cx core lookup/build,0.01947818699994741,60
A,0,3,instrumented,4,A1b.3 build circuit (incl. CX core),0.026145755999891662,60
A,0,3,instrumented,4,A1b  synthesize [all blocks],0.04386078000015914,60
A,0,3,instrumented,4,A1 psf.compile [total],0.05442727299998751,1
A,0,3,instrumented,4,A2a  matching check (networkx),0.002202883999984806,1
A,0,3,instrumented,4,A2b  orderings,0.00021623100002443607,1
A,0,3,instrumented,4,A2c  relabel graph,8.868899999470159e-05,2
A,0,3,instrumented,4,A2d  vf2_mapping (rustworkx),0.012756832000036411,2
A,0,3,instrumented,4,A2 layout search [total],0.01537680800004182,1
A,0,3,instrumented,4,A3 layout map -> list,1.2183000023924251e-05,1
A,0,3,instrumented,4,A4 qiskit transpile L1 [total],0.015319890000000669,1
A,0,3,instrumented,4,A0 compile_for_hardware [total],0.08562774699998954,
A,0,3,instrumented,4,"A1c  compile other (to_matrix, compose, loop)",0.0020962589998134717,
A,0,3,instrumented,4,"A1b.4 synthesize other (tolist, verify, checks)",0.001935868999851209,
A,0,3,instrumented,4,"A5 compile_for_hardware other (pair collection, import)",0.0004915929999356194,
A,0,3,instrumented,4,refine_triggered,,18
A,0,3,instrumented,4,cx_cache_hit,,0
A,0,3,instrumented,4,cx_cache_miss,,60
A,0,4,plain,0,total,0.0844774370000323,1
A,0,4,plain,1,total,0.08507994600000757,1
A,0,4,plain,2,total,0.08357648099996595,1
A,0,4,plain,3,total,0.0847453800000153,1
A,0,4,plain,4,total,0.0847057160000304,1
A,0,4,instrumented,0,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.008361501999957,1
A,0,4,instrumented,0,A1b.1 core decompose (Rust),0.0007326030000172068,60
A,0,4,instrumented,0,A1b.2 polish (check + Gauss-Newton),0.014956440999867482,60
A,0,4,instrumented,0,A1b.3a cx core lookup/build,0.018675389999827985,60
A,0,4,instrumented,0,A1b.3 build circuit (incl. CX core),0.025574171999778628,60
A,0,4,instrumented,0,A1b  synthesize [all blocks],0.04315347200008546,60
A,0,4,instrumented,0,A1 psf.compile [total],0.05356628700002375,1
A,0,4,instrumented,0,A2a  matching check (networkx),0.0022206279999750222,1
A,0,4,instrumented,0,A2b  orderings,0.00021287399999891932,1
A,0,4,instrumented,0,A2c  relabel graph,7.475199998907556e-05,2
A,0,4,instrumented,0,A2d  vf2_mapping (rustworkx),0.012515702999962741,2
A,0,4,instrumented,0,A2 layout search [total],0.015134948000024906,1
A,0,4,instrumented,0,A3 layout map -> list,9.93899999457426e-06,1
A,0,4,instrumented,0,A4 qiskit transpile L1 [total],0.015270114000031754,1
A,0,4,instrumented,0,A0 compile_for_hardware [total],0.08443300600004022,
A,0,4,instrumented,0,"A1c  compile other (to_matrix, compose, loop)",0.002051312999981292,
A,0,4,instrumented,0,"A1b.4 synthesize other (tolist, verify, checks)",0.0018902560004221414,
A,0,4,instrumented,0,"A5 compile_for_hardware other (pair collection, import)",0.00045171799996523987,
A,0,4,instrumented,0,refine_triggered,,20
A,0,4,instrumented,0,cx_cache_hit,,0
A,0,4,instrumented,0,cx_cache_miss,,60
A,0,4,instrumented,1,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.009236846000021615,1
A,0,4,instrumented,1,A1b.1 core decompose (Rust),0.0007299859998965985,60
A,0,4,instrumented,1,A1b.2 polish (check + Gauss-Newton),0.01525332699992532,60
A,0,4,instrumented,1,A1b.3a cx core lookup/build,0.018907415000114725,60
A,0,4,instrumented,1,A1b.3 build circuit (incl. CX core),0.025564089999932094,60
A,0,4,instrumented,1,A1b  synthesize [all blocks],0.04352409000011903,60
A,0,4,instrumented,1,A1 psf.compile [total],0.054894860999979755,1
A,0,4,instrumented,1,A2a  matching check (networkx),0.0022179230000460848,1
A,0,4,instrumented,1,A2b  orderings,0.00021552000004021465,1
A,0,4,instrumented,1,A2c  relabel graph,7.657599996946374e-05,2
A,0,4,instrumented,1,A2d  vf2_mapping (rustworkx),0.012459404999958679,2
A,0,4,instrumented,1,A2 layout search [total],0.015079804000038166,1
A,0,4,instrumented,1,A3 layout map -> list,1.0299999985363684e-05,1
A,0,4,instrumented,1,A4 qiskit transpile L1 [total],0.014505863000010777,1
A,0,4,instrumented,1,A0 compile_for_hardware [total],0.08497939500000484,
A,0,4,instrumented,1,"A1c  compile other (to_matrix, compose, loop)",0.0021339249998391097,
A,0,4,instrumented,1,"A1b.4 synthesize other (tolist, verify, checks)",0.0019766870003650183,
A,0,4,instrumented,1,"A5 compile_for_hardware other (pair collection, import)",0.0004885669999907805,
A,0,4,instrumented,1,refine_triggered,,20
A,0,4,instrumented,1,cx_cache_hit,,0
A,0,4,instrumented,1,cx_cache_miss,,60
A,0,4,instrumented,2,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.00808148099997652,1
A,0,4,instrumented,2,A1b.1 core decompose (Rust),0.0007105449999471602,60
A,0,4,instrumented,2,A1b.2 polish (check + Gauss-Newton),0.015687671000080172,60
A,0,4,instrumented,2,A1b.3a cx core lookup/build,0.018830134999859638,60
A,0,4,instrumented,2,A1b.3 build circuit (incl. CX core),0.02534370199981595,60
A,0,4,instrumented,2,A1b  synthesize [all blocks],0.04372274799999332,60
A,0,4,instrumented,2,A1 psf.compile [total],0.053878069999996114,1
A,0,4,instrumented,2,A2a  matching check (networkx),0.0022425600000133272,1
A,0,4,instrumented,2,A2b  orderings,0.0002166019999663149,1
A,0,4,instrumented,2,A2c  relabel graph,7.622399999718255e-05,2
A,0,4,instrumented,2,A2d  vf2_mapping (rustworkx),0.012439378000010493,2
A,0,4,instrumented,2,A2 layout search [total],0.015106443999968633,1
A,0,4,instrumented,2,A3 layout map -> list,9.798999997201463e-06,1
A,0,4,instrumented,2,A4 qiskit transpile L1 [total],0.015440748999992593,1
A,0,4,instrumented,2,A0 compile_for_hardware [total],0.08488656899999114,
A,0,4,instrumented,2,"A1c  compile other (to_matrix, compose, loop)",0.0020738410000262775,
A,0,4,instrumented,2,"A1b.4 synthesize other (tolist, verify, checks)",0.0019808300001500356,
A,0,4,instrumented,2,"A5 compile_for_hardware other (pair collection, import)",0.0004515070000365995,
A,0,4,instrumented,2,refine_triggered,,20
A,0,4,instrumented,2,cx_cache_hit,,0
A,0,4,instrumented,2,cx_cache_miss,,60
A,0,4,instrumented,3,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.00885952900000575,1
A,0,4,instrumented,3,A1b.1 core decompose (Rust),0.0007029420000890241,60
A,0,4,instrumented,3,A1b.2 polish (check + Gauss-Newton),0.015206434000049285,60
A,0,4,instrumented,3,A1b.3a cx core lookup/build,0.01839310800005478,60
A,0,4,instrumented,3,A1b.3 build circuit (incl. CX core),0.02477846499999714,60
A,0,4,instrumented,3,A1b  synthesize [all blocks],0.04267558700007612,60
A,0,4,instrumented,3,A1 psf.compile [total],0.05355061799997429,1
A,0,4,instrumented,3,A2a  matching check (networkx),0.0021338629999831937,1
A,0,4,instrumented,3,A2b  orderings,0.00021457799999780036,1
A,0,4,instrumented,3,A2c  relabel graph,7.649499997341991e-05,2
A,0,4,instrumented,3,A2d  vf2_mapping (rustworkx),0.012518989999932728,2
A,0,4,instrumented,3,A2 layout search [total],0.01505162000000837,1
A,0,4,instrumented,3,A3 layout map -> list,1.0048999968148564e-05,1
A,0,4,instrumented,3,A4 qiskit transpile L1 [total],0.015663261999975475,1
A,0,4,instrumented,3,A0 compile_for_hardware [total],0.0847597389999919,
A,0,4,instrumented,3,"A1c  compile other (to_matrix, compose, loop)",0.0020155019998924217,
A,0,4,instrumented,3,"A1b.4 synthesize other (tolist, verify, checks)",0.001987745999940671,
A,0,4,instrumented,3,"A5 compile_for_hardware other (pair collection, import)",0.00048419000006560964,
A,0,4,instrumented,3,refine_triggered,,20
A,0,4,instrumented,3,cx_cache_hit,,0
A,0,4,instrumented,3,cx_cache_miss,,60
A,0,4,instrumented,4,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.008886740000036752,1
A,0,4,instrumented,4,A1b.1 core decompose (Rust),0.0007647480002219709,60
A,0,4,instrumented,4,A1b.2 polish (check + Gauss-Newton),0.015195205000225087,60
A,0,4,instrumented,4,A1b.3a cx core lookup/build,0.01867473699991251,60
A,0,4,instrumented,4,A1b.3 build circuit (incl. CX core),0.02506495699981315,60
A,0,4,instrumented,4,A1b  synthesize [all blocks],0.04302044600007093,60
A,0,4,instrumented,4,A1 psf.compile [total],0.05399901900000259,1
A,0,4,instrumented,4,A2a  matching check (networkx),0.002234794999992573,1
A,0,4,instrumented,4,A2b  orderings,0.0002170520000390752,1
A,0,4,instrumented,4,A2c  relabel graph,9.219599996868055e-05,2
A,0,4,instrumented,4,A2d  vf2_mapping (rustworkx),0.012571007999952144,2
A,0,4,instrumented,4,A2 layout search [total],0.01522816600004262,1
A,0,4,instrumented,4,A3 layout map -> list,1.0801000030369323e-05,1
A,0,4,instrumented,4,A4 qiskit transpile L1 [total],0.013627346000021134,1
A,0,4,instrumented,4,A0 compile_for_hardware [total],0.08333592500002851,
A,0,4,instrumented,4,"A1c  compile other (to_matrix, compose, loop)",0.002091832999894905,
A,0,4,instrumented,4,"A1b.4 synthesize other (tolist, verify, checks)",0.001995535999810727,
A,0,4,instrumented,4,"A5 compile_for_hardware other (pair collection, import)",0.00047059299993179593,
A,0,4,instrumented,4,refine_triggered,,20
A,0,4,instrumented,4,cx_cache_hit,,0
A,0,4,instrumented,4,cx_cache_miss,,60
A,8,0,plain,0,total,0.07054336900000635,1
A,8,0,plain,1,total,0.06861134100000754,1
A,8,0,plain,2,total,0.06970546700000568,1
A,8,0,plain,3,total,0.06934813399999484,1
A,8,0,plain,4,total,0.06881696499999634,1
A,8,0,instrumented,0,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.00739535299999261,1
A,8,0,instrumented,0,A1b.1 core decompose (Rust),0.0007011860001284731,56
A,8,0,instrumented,0,A1b.2 polish (check + Gauss-Newton),0.015613807000192992,56
A,8,0,instrumented,0,A1b.3a cx core lookup/build,0.017760536999901433,56
A,8,0,instrumented,0,A1b.3 build circuit (incl. CX core),0.024130870999954368,56
A,8,0,instrumented,0,A1b  synthesize [all blocks],0.04242431600027885,56
A,8,0,instrumented,0,A1 psf.compile [total],0.05209371500001225,1
A,8,0,instrumented,0,A2a  matching check (networkx),0.0023262990000034733,1
A,8,0,instrumented,0,A2b  orderings,0.0002198270000235425,1
A,8,0,instrumented,0,A2c  relabel graph,3.662900002154856e-05,1
A,8,0,instrumented,0,A2d  vf2_mapping (rustworkx),0.00013477599998168444,1
A,8,0,instrumented,0,A2 layout search [total],0.002820778000000246,1
A,8,0,instrumented,0,A3 layout map -> list,9.43800000641204e-06,1
A,8,0,instrumented,0,A4 qiskit transpile L1 [total],0.013079147000041758,1
A,8,0,instrumented,0,A0 compile_for_hardware [total],0.06845522800000481,
A,8,0,instrumented,0,"A1c  compile other (to_matrix, compose, loop)",0.0022740459997407925,
A,8,0,instrumented,0,"A1b.4 synthesize other (tolist, verify, checks)",0.001978452000003017,
A,8,0,instrumented,0,"A5 compile_for_hardware other (pair collection, import)",0.0004521499999441403,
A,8,0,instrumented,0,refine_triggered,,20
A,8,0,instrumented,0,cx_cache_hit,,0
A,8,0,instrumented,0,cx_cache_miss,,56
A,8,0,instrumented,1,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.007999936000032903,1
A,8,0,instrumented,1,A1b.1 core decompose (Rust),0.0006790809999870362,56
A,8,0,instrumented,1,A1b.2 polish (check + Gauss-Newton),0.014917350999667178,56
A,8,0,instrumented,1,A1b.3a cx core lookup/build,0.017789433999951143,56
A,8,0,instrumented,1,A1b.3 build circuit (incl. CX core),0.02395954100018116,56
A,8,0,instrumented,1,A1b  synthesize [all blocks],0.04148121500008983,56
A,8,0,instrumented,1,A1 psf.compile [total],0.05147571700001663,1
A,8,0,instrumented,1,A2a  matching check (networkx),0.002115238000044428,1
A,8,0,instrumented,1,A2b  orderings,0.00022252200000139055,1
A,8,0,instrumented,1,A2c  relabel graph,3.753100003223153e-05,1
A,8,0,instrumented,1,A2d  vf2_mapping (rustworkx),0.00011813399999027752,1
A,8,0,instrumented,1,A2 layout search [total],0.002593115999957263,1
A,8,0,instrumented,1,A3 layout map -> list,9.176999981264089e-06,1
A,8,0,instrumented,1,A4 qiskit transpile L1 [total],0.013123553000013999,1
A,8,0,instrumented,1,A0 compile_for_hardware [total],0.06763279200004035,
A,8,0,instrumented,1,"A1c  compile other (to_matrix, compose, loop)",0.0019945659998938936,
A,8,0,instrumented,1,"A1b.4 synthesize other (tolist, verify, checks)",0.0019252420002544568,
A,8,0,instrumented,1,"A5 compile_for_hardware other (pair collection, import)",0.00043122900007119824,
A,8,0,instrumented,1,refine_triggered,,20
A,8,0,instrumented,1,cx_cache_hit,,0
A,8,0,instrumented,1,cx_cache_miss,,56
A,8,0,instrumented,2,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.007919417999971756,1
A,8,0,instrumented,2,A1b.1 core decompose (Rust),0.0006883450000145785,56
A,8,0,instrumented,2,A1b.2 polish (check + Gauss-Newton),0.014802979999899435,56
A,8,0,instrumented,2,A1b.3a cx core lookup/build,0.017594911999822216,56
A,8,0,instrumented,2,A1b.3 build circuit (incl. CX core),0.023762235000162946,56
A,8,0,instrumented,2,A1b  synthesize [all blocks],0.041140395999832435,56
A,8,0,instrumented,2,A1 psf.compile [total],0.05103127699999277,1
A,8,0,instrumented,2,A2a  matching check (networkx),0.002150674999995772,1
A,8,0,instrumented,2,A2b  orderings,0.00021867500004191243,1
A,8,0,instrumented,2,A2c  relabel graph,3.6740000041390886e-05,1
A,8,0,instrumented,2,A2d  vf2_mapping (rustworkx),0.0001174930000047425,1
A,8,0,instrumented,2,A2 layout search [total],0.0026238030000058643,1
A,8,0,instrumented,2,A3 layout map -> list,9.137000006376184e-06,1
A,8,0,instrumented,2,A4 qiskit transpile L1 [total],0.013627695000025142,1
A,8,0,instrumented,2,A0 compile_for_hardware [total],0.06773623699996278,
A,8,0,instrumented,2,"A1c  compile other (to_matrix, compose, loop)",0.001971463000188578,
A,8,0,instrumented,2,"A1b.4 synthesize other (tolist, verify, checks)",0.0018868359997554762,
A,8,0,instrumented,2,"A5 compile_for_hardware other (pair collection, import)",0.00044432499993263264,
A,8,0,instrumented,2,refine_triggered,,20
A,8,0,instrumented,2,cx_cache_hit,,0
A,8,0,instrumented,2,cx_cache_miss,,56
A,8,0,instrumented,3,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.00873646499996994,1
A,8,0,instrumented,3,A1b.1 core decompose (Rust),0.0006927300001393633,56
A,8,0,instrumented,3,A1b.2 polish (check + Gauss-Newton),0.014999907000230905,56
A,8,0,instrumented,3,A1b.3a cx core lookup/build,0.018152872999678493,56
A,8,0,instrumented,3,A1b.3 build circuit (incl. CX core),0.024502760000132184,56
A,8,0,instrumented,3,A1b  synthesize [all blocks],0.04221402199982549,56
A,8,0,instrumented,3,A1 psf.compile [total],0.0530006129999947,1
A,8,0,instrumented,3,A2a  matching check (networkx),0.0021000390000267544,1
A,8,0,instrumented,3,A2b  orderings,0.0002206089999958749,1
A,8,0,instrumented,3,A2c  relabel graph,3.7711999993916834e-05,1
A,8,0,instrumented,3,A2d  vf2_mapping (rustworkx),0.000119357000016862,1
A,8,0,instrumented,3,A2 layout search [total],0.0025781370000004245,1
A,8,0,instrumented,3,A3 layout map -> list,9.097000031488278e-06,1
A,8,0,instrumented,3,A4 qiskit transpile L1 [total],0.015182158000015988,1
A,8,0,instrumented,3,A0 compile_for_hardware [total],0.07117228900000327,
A,8,0,instrumented,3,"A1c  compile other (to_matrix, compose, loop)",0.0020501260001992705,
A,8,0,instrumented,3,"A1b.4 synthesize other (tolist, verify, checks)",0.0020186249993230376,
A,8,0,instrumented,3,"A5 compile_for_hardware other (pair collection, import)",0.0004022839999606731,
A,8,0,instrumented,3,refine_triggered,,20
A,8,0,instrumented,3,cx_cache_hit,,0
A,8,0,instrumented,3,cx_cache_miss,,56
A,8,0,instrumented,4,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.0074305400000298505,1
A,8,0,instrumented,4,A1b.1 core decompose (Rust),0.0006769590000317294,56
A,8,0,instrumented,4,A1b.2 polish (check + Gauss-Newton),0.015075575999901503,56
A,8,0,instrumented,4,A1b.3a cx core lookup/build,0.01787958299979664,56
A,8,0,instrumented,4,A1b.3 build circuit (incl. CX core),0.024473772000021654,56
A,8,0,instrumented,4,A1b  synthesize [all blocks],0.042216901000017515,56
A,8,0,instrumented,4,A1 psf.compile [total],0.051711575000013,1
A,8,0,instrumented,4,A2a  matching check (networkx),0.0021102679999671636,1
A,8,0,instrumented,4,A2b  orderings,0.0002222930000357337,1
A,8,0,instrumented,4,A2c  relabel graph,3.7471000041477964e-05,1
A,8,0,instrumented,4,A2d  vf2_mapping (rustworkx),0.00013590800000429226,1
A,8,0,instrumented,4,A2 layout search [total],0.002606841000044824,1
A,8,0,instrumented,4,A3 layout map -> list,9.217000012995413e-06,1
A,8,0,instrumented,4,A4 qiskit transpile L1 [total],0.014603098999998565,1
A,8,0,instrumented,4,A0 compile_for_hardware [total],0.06935514900004591,
A,8,0,instrumented,4,"A1c  compile other (to_matrix, compose, loop)",0.002064133999965634,
A,8,0,instrumented,4,"A1b.4 synthesize other (tolist, verify, checks)",0.0019905940000626288,
A,8,0,instrumented,4,"A5 compile_for_hardware other (pair collection, import)",0.00042441699997652904,
A,8,0,instrumented,4,refine_triggered,,20
A,8,0,instrumented,4,cx_cache_hit,,0
A,8,0,instrumented,4,cx_cache_miss,,56
A,8,1,plain,0,total,0.06941313900000523,1
A,8,1,plain,1,total,0.06874293399999942,1
A,8,1,plain,2,total,0.0648817759999929,1
A,8,1,plain,3,total,0.06965286799999149,1
A,8,1,plain,4,total,0.06872115400000212,1
A,8,1,instrumented,0,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.00909489600002189,1
A,8,1,instrumented,0,A1b.1 core decompose (Rust),0.0006947949996742864,56
A,8,1,instrumented,0,A1b.2 polish (check + Gauss-Newton),0.014005130999919402,56
A,8,1,instrumented,0,A1b.3a cx core lookup/build,0.018074087999877975,56
A,8,1,instrumented,0,A1b.3 build circuit (incl. CX core),0.024304226000083418,56
A,8,1,instrumented,0,A1b  synthesize [all blocks],0.04070715499989319,56
A,8,1,instrumented,0,A1 psf.compile [total],0.05200129399997877,1
A,8,1,instrumented,0,A2a  matching check (networkx),0.0021346139999991465,1
A,8,1,instrumented,0,A2b  orderings,0.0002317909999760559,1
A,8,1,instrumented,0,A2c  relabel graph,3.786199999922246e-05,1
A,8,1,instrumented,0,A2d  vf2_mapping (rustworkx),0.00012428600001612722,1
A,8,1,instrumented,0,A2 layout search [total],0.0026311270000292097,1
A,8,1,instrumented,0,A3 layout map -> list,9.43800000641204e-06,1
A,8,1,instrumented,0,A4 qiskit transpile L1 [total],0.014117085999998835,1
A,8,1,instrumented,0,A0 compile_for_hardware [total],0.06929724799999804,
A,8,1,instrumented,0,"A1c  compile other (to_matrix, compose, loop)",0.0021992430000636887,
A,8,1,instrumented,0,"A1b.4 synthesize other (tolist, verify, checks)",0.0017030030002160856,
A,8,1,instrumented,0,"A5 compile_for_hardware other (pair collection, import)",0.0005383029999848077,
A,8,1,instrumented,0,refine_triggered,,16
A,8,1,instrumented,0,cx_cache_hit,,0
A,8,1,instrumented,0,cx_cache_miss,,56
A,8,1,instrumented,1,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.008539369999994051,1
A,8,1,instrumented,1,A1b.1 core decompose (Rust),0.0007801669998457328,56
A,8,1,instrumented,1,A1b.2 polish (check + Gauss-Newton),0.01387534200000573,56
A,8,1,instrumented,1,A1b.3a cx core lookup/build,0.018936917000075937,56
A,8,1,instrumented,1,A1b.3 build circuit (incl. CX core),0.02544280000006438,56
A,8,1,instrumented,1,A1b  synthesize [all blocks],0.04182370500006982,56
A,8,1,instrumented,1,A1 psf.compile [total],0.052505512000038834,1
A,8,1,instrumented,1,A2a  matching check (networkx),0.0023562449999872115,1
A,8,1,instrumented,1,A2b  orderings,0.00023894399998880544,1
A,8,1,instrumented,1,A2c  relabel graph,4.123899998376146e-05,1
A,8,1,instrumented,1,A2d  vf2_mapping (rustworkx),0.00011905599995998273,1
A,8,1,instrumented,1,A2 layout search [total],0.00286601300001621,1
A,8,1,instrumented,1,A3 layout map -> list,1.3045000002875895e-05,1
A,8,1,instrumented,1,A4 qiskit transpile L1 [total],0.01568867600002477,1
A,8,1,instrumented,1,A0 compile_for_hardware [total],0.07158008900000823,
A,8,1,instrumented,1,"A1c  compile other (to_matrix, compose, loop)",0.0021424369999749615,
A,8,1,instrumented,1,"A1b.4 synthesize other (tolist, verify, checks)",0.001725396000153978,
A,8,1,instrumented,1,"A5 compile_for_hardware other (pair collection, import)",0.0005068429999255386,
A,8,1,instrumented,1,refine_triggered,,16
A,8,1,instrumented,1,cx_cache_hit,,0
A,8,1,instrumented,1,cx_cache_miss,,56
A,8,1,instrumented,2,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.008792671999970025,1
A,8,1,instrumented,2,A1b.1 core decompose (Rust),0.0007229930002381479,56
A,8,1,instrumented,2,A1b.2 polish (check + Gauss-Newton),0.013310573999831377,56
A,8,1,instrumented,2,A1b.3a cx core lookup/build,0.018610365999848,56
A,8,1,instrumented,2,A1b.3 build circuit (incl. CX core),0.025088330000130554,56
A,8,1,instrumented,2,A1b  synthesize [all blocks],0.04084358700026769,56
A,8,1,instrumented,2,A1 psf.compile [total],0.05187509900002851,1
A,8,1,instrumented,2,A2a  matching check (networkx),0.002208766000023843,1
A,8,1,instrumented,2,A2b  orderings,0.0002709749999780797,1
A,8,1,instrumented,2,A2c  relabel graph,3.885400002445749e-05,1
A,8,1,instrumented,2,A2d  vf2_mapping (rustworkx),0.0001347560000226622,1
A,8,1,instrumented,2,A2 layout search [total],0.0027713329999983216,1
A,8,1,instrumented,2,A3 layout map -> list,1.1652000011963537e-05,1
A,8,1,instrumented,2,A4 qiskit transpile L1 [total],0.016318656999999348,1
A,8,1,instrumented,2,A0 compile_for_hardware [total],0.07147047000000839,
A,8,1,instrumented,2,"A1c  compile other (to_matrix, compose, loop)",0.002238839999790798,
A,8,1,instrumented,2,"A1b.4 synthesize other (tolist, verify, checks)",0.0017216900000676105,
A,8,1,instrumented,2,"A5 compile_for_hardware other (pair collection, import)",0.0004937289999702443,
A,8,1,instrumented,2,refine_triggered,,16
A,8,1,instrumented,2,cx_cache_hit,,0
A,8,1,instrumented,2,cx_cache_miss,,56
A,8,1,instrumented,3,A1a  consolidate (Collect2qBlocks+ConsolidateBlocks),0.008542015999978503,1
A,8,1,instrumented,3,A1b.1 core decompose (Rust),0.0007805389999475665,56
A,8,1,instrumented,3,A1b.2 polish (check + Gauss-Newton),0.014271437999923364,56
A,8,1,instrumented,3,A1b.3a cx core lookup/build,0.0192465180000454,56
A,8,1,instrumented,3,A1b.3 build circuit (incl. CX core),0.026010266000128013,56
A,8,1,instrumented,3,A1b  synthesize [all blocks],0.042838120000226354,56
A,8,1,instrumented,3,A1 psf.compile [total],0.0536598250000111,1
A,8,1,instrumented,3,A2a  matching check (networkx),0.002186884000025202,1
A,8,1,instrumented,3,A2b  orderings,0.00023609799995938374,1
A,8,1,instrumented,3,A2c  relabel graph,3.7722000001849665e-05,1
A,8,1,instrumented,3,A2d  vf2_mapping (rustworkx),0.00011753400002589842,1
A,8,1,instrumented,3,A2 layout search [total],0.002687695000020085,1
A,8,1,instrumented,3,A3 layout map -> list,9.578000003784837e-06,1
A,8,1,instrumented,3,A4 qiskit transpile L1 [total],0.0160867719999942,1
