condition,seed,iteration,loss
ideal,0,79,3.7378666763089626e-05
ideal,0,80,3.529630991518722e-05
ideal,0,81,3.33483646638895e-05
ideal,0,82,3.1533299359112055e-05
ideal,0,83,2.9848289282837942e-05
ideal,0,84,2.828936891502307e-05
ideal,0,85,2.6851608718886184e-05
ideal,0,86,2.5529303542598364e-05
ideal,0,87,2.431616177274949e-05
ideal,0,88,2.3205486657063103e-05
ideal,0,89,2.2190343511366077e-05
ideal,0,90,2.1263708663006325e-05
ideal,0,91,2.04185978449538e-05
ideal,0,92,1.9648173278942775e-05
ideal,0,93,1.8945829859356023e-05
ideal,0,94,1.8305261688541606e-05
ideal,0,95,1.772051076020575e-05
ideal,0,96,1.7185999890323336e-05
ideal,0,97,1.669655210895143e-05
ideal,0,98,1.6247398700768498e-05
ideal,0,99,1.583417796292064e-05
ideal,0,100,1.5452926569992516e-05
ideal,0,101,1.5100065227702925e-05
ideal,0,102,1.4772380078310362e-05
ideal,0,103,1.4467001106980297e-05
ideal,0,104,1.4181378597046232e-05
ideal,0,105,1.3913258500145684e-05
ideal,0,106,1.3660657424458029e-05
ideal,0,107,1.3421837803119661e-05
ideal,0,108,1.3195283682624442e-05
ideal,0,109,1.2979677467446032e-05
ideal,0,110,1.2773877868773905e-05
ideal,0,111,1.2576899232142134e-05
ideal,0,112,1.2387892356742053e-05
ideal,0,113,1.2206126868859258e-05
ideal,0,114,1.2030975169915047e-05
ideal,0,115,1.1861897945985587e-05
ideal,0,116,1.1698431198565283e-05
ideal,0,117,1.1540174735555648e-05
ideal,0,118,1.138678204508931e-05
ideal,0,119,1.1237951463697071e-05
ideal,0,120,1.1093418542242683e-05
ideal,0,121,1.095294950868302e-05
ideal,0,122,1.0816335725070434e-05
ideal,0,123,1.0683389036618237e-05
ideal,0,124,1.0553937913180225e-05
ideal,0,125,1.04278242875746e-05
ideal,0,126,1.0304901000098342e-05
ideal,0,127,1.0185029764887935e-05
ideal,0,128,1.0068079580020148e-05
ideal,0,129,9.953925510473403e-06
ideal,0,130,9.842447780008929e-06
ideal,0,131,9.733531114976133e-06
ideal,0,132,9.627064290058143e-06
ideal,0,133,9.52293983242833e-06
ideal,0,134,9.42105384689739e-06
ideal,0,135,9.32130593045795e-06
ideal,0,136,9.223599149798327e-06
ideal,0,137,9.12784006007463e-06
ideal,0,138,9.033938747464942e-06
ideal,0,139,8.941808881715441e-06
ideal,0,140,8.851367768096523e-06
ideal,0,141,8.762536390919784e-06
ideal,0,142,8.675239443136934e-06
ideal,0,143,8.589405338440994e-06
ideal,0,144,8.504966203787802e-06
ideal,0,145,8.421857851654436e-06
ideal,0,146,8.34001973219923e-06
ideal,0,147,8.25939486630716e-06
ideal,0,148,8.179929760951688e-06
ideal,0,149,8.101574308786292e-06
ideal,0,150,8.024281673993716e-06
ideal,0,151,7.948008166593846e-06
ideal,0,152,7.872713107367158e-06
ideal,0,153,7.798358685631668e-06
ideal,0,154,7.724909811835665e-06
ideal,0,155,7.652333966900193e-06
ideal,0,156,7.580601050148616e-06
ideal,0,157,7.5096832273022685e-06
ideal,0,158,7.439554779935549e-06
ideal,0,159,7.370191957823349e-06
ideal,0,160,7.3015728348982725e-06
ideal,0,161,7.233677169978389e-06
ideal,0,162,7.1664862728406955e-06
ideal,0,163,7.0999828763046675e-06
ideal,0,164,7.03415101464761e-06
ideal,0,165,6.968975908836932e-06
ideal,0,166,6.904443858583131e-06
ideal,0,167,6.8405421415495925e-06
ideal,0,168,6.77725891955065e-06
ideal,0,169,6.714583151746661e-06
ideal,0,170,6.652504514774689e-06
ideal,0,171,6.591013329521079e-06
ideal,0,172,6.53010049439766e-06
ideal,0,173,6.469757424786026e-06
ideal,0,174,6.409975998400112e-06
ideal,0,175,6.350748506199387e-06
ideal,0,176,6.292067608503468e-06
ideal,0,177,6.233926296003726e-06
ideal,0,178,6.176317855206353e-06
ideal,0,179,6.1192358380341104e-06
ideal,0,180,6.0626740351630915e-06
ideal,0,181,6.006626452749899e-06
ideal,0,182,5.9510872922243025e-06
ideal,0,183,5.896050932754324e-06
ideal,0,184,5.841511916151925e-06
ideal,0,185,5.787464933831703e-06
ideal,0,186,5.7339048156191375e-06
ideal,0,187,5.680826520099432e-06
ideal,0,188,5.628225126314697e-06
ideal,0,189,5.576095826566173e-06
ideal,0,190,5.524433920161421e-06
ideal,0,191,5.473234807899242e-06
ideal,0,192,5.4224939872330404e-06
ideal,0,193,5.372207047850861e-06
ideal,0,194,5.322369667734616e-06
ideal,0,195,5.272977609462685e-06
ideal,0,196,5.224026716783563e-06
ideal,0,197,5.175512911348317e-06
ideal,0,198,5.1274321895851405e-06
ideal,0,199,5.079780619715055e-06
ideal,1,0,1.390701843010461
ideal,1,1,1.1759332412758907
ideal,1,2,0.9237003221655116
ideal,1,3,0.6666353446363726
ideal,1,4,0.449255899266367
ideal,1,5,0.30910970264266746
ideal,1,6,0.25709062722893816
ideal,1,7,0.25824061167192164
ideal,1,8,0.2679822594487894
ideal,1,9,0.2729691283798822
ideal,1,10,0.27214897693521284
ideal,1,11,0.26605315549449976
ideal,1,12,0.2561049015512457
ideal,1,13,0.24264365242609004
ideal,1,14,0.2230264866066644
ideal,1,15,0.194188460410916
ideal,1,16,0.15695635834118796
ideal,1,17,0.11638122539278431
ideal,1,18,0.07873484026821112
ideal,1,19,0.048627378301269265
ideal,1,20,0.02773100651313063
ideal,1,21,0.015082228555350168
ideal,1,22,0.008375143732611737
ideal,1,23,0.005303835585650058
ideal,1,24,0.00427923718766204
ideal,1,25,0.004493764049037966
ideal,1,26,0.005647258874387765
ideal,1,27,0.007612039754207743
ideal,1,28,0.010180816727966426
ideal,1,29,0.012957406944409462
ideal,1,30,0.015402480398103975
ideal,1,31,0.016992621183017274
ideal,1,32,0.017399996318017565
ideal,1,33,0.016594647933531725
ideal,1,34,0.014823748467398314
ideal,1,35,0.012493600749024097
ideal,1,36,0.010023078623770429
ideal,1,37,0.007733635713623648
ideal,1,38,0.005805661509166056
ideal,1,39,0.004292537895867147
ideal,1,40,0.0031636974534657164
ideal,1,41,0.0023494925292559905
ideal,1,42,0.0017733107473808527
ideal,1,43,0.0013684646781212625
ideal,1,44,0.0010837209962590675
ideal,1,45,0.0008825602115766981
ideal,1,46,0.000740009610604524
ideal,1,47,0.0006392032485911781
ideal,1,48,0.0005685678889497287
ideal,1,49,0.0005198344452126673
ideal,1,50,0.0004867724701206684
ideal,1,51,0.00046445940104512264
ideal,1,52,0.0004489038515010766
ideal,1,53,0.00043687910320687766
ideal,1,54,0.0004258624640994969
ideal,1,55,0.0004140102931624737
ideal,1,56,0.00040012629379879985
ideal,1,57,0.00038360273433694323
ideal,1,58,0.000364330870373362
ideal,1,59,0.000342587978384074
ideal,1,60,0.0003189141766497701
ideal,1,61,0.0002939932631846676
ideal,1,62,0.00026854937791542864
ideal,1,63,0.00024326695521154957
ideal,1,64,0.0002187366713036876
ideal,1,65,0.00019542603428688272
ideal,1,66,0.00017367051943808918
ideal,1,67,0.00015367983855889595
ideal,1,68,0.0001355538240600954
ideal,1,69,0.00011930311589375737
ideal,1,70,0.00010487095644693287
ideal,1,71,9.215359774020668e-05
ideal,1,72,8.101789369294293e-05
ideal,1,73,7.131548369421741e-05
ideal,1,74,6.28935501807407e-05
ideal,1,75,5.5602480383472185e-05
ideal,1,76,4.930093162075916e-05
ideal,1,77,4.385884504963391e-05
ideal,1,78,3.915892234985547e-05
ideal,1,79,3.509700998166693e-05
ideal,1,80,3.158175157560796e-05
ideal,1,81,2.8533786147565682e-05
ideal,1,82,2.588469641567124e-05
ideal,1,83,2.3575850858765884e-05
ideal,1,84,2.1557235646154954e-05
ideal,1,85,1.978633693026896e-05
ideal,1,86,1.8227108294468042e-05
ideal,1,87,1.6849040320625108e-05
ideal,1,88,1.562633739157851e-05
ideal,1,89,1.4537199364561037e-05
ideal,1,90,1.3563201367508609e-05
ideal,1,91,1.2688762701114196e-05
ideal,1,92,1.1900694953916524e-05
ideal,1,93,1.1187819441121373e-05
ideal,1,94,1.0540644598747245e-05
ideal,1,95,9.951094763218226e-06
ideal,1,96,9.412282683030212e-06
ideal,1,97,8.918319045552154e-06
ideal,1,98,8.464153199045229e-06
ideal,1,99,8.045440076134134e-06
ideal,1,100,7.658429065883887e-06
ideal,1,101,7.299871233278446e-06
ideal,1,102,6.9669418511392755e-06
ideal,1,103,6.65717569517528e-06
ideal,1,104,6.3684129676075225e-06
ideal,1,105,6.098754065844987e-06
ideal,1,106,5.8465217086838845e-06
ideal,1,107,5.610229181546112e-06
ideal,1,108,5.388553670474777e-06
ideal,1,109,5.180313829035403e-06
ideal,1,110,4.984450867348151e-06
ideal,1,111,4.800012573554661e-06
ideal,1,112,4.626139778685887e-06
ideal,1,113,4.462054859271931e-06
ideal,1,114,4.3070519415572484e-06
ideal,1,115,4.160488528485651e-06
ideal,1,116,4.0217783183832685e-06
ideal,1,117,3.890385023560151e-06
ideal,1,118,3.7658170297454185e-06
ideal,1,119,3.6476227642489002e-06
ideal,1,120,3.535386662978806e-06
ideal,1,121,3.428725645048389e-06
ideal,1,122,3.3272860187552004e-06
ideal,1,123,3.2307407555516844e-06
ideal,1,124,3.1387870788322233e-06
ideal,1,125,3.051144323217331e-06
ideal,1,126,2.967552026980218e-06
ideal,1,127,2.8877682263040106e-06
ideal,1,128,2.81156792488882e-06
ideal,1,129,2.7387417165763757e-06
ideal,1,130,2.669094541986732e-06
ideal,1,131,2.6024445630089445e-06
ideal,1,132,2.5386221413764184e-06
ideal,1,133,2.477468909442529e-06
ideal,1,134,2.4188369230291043e-06
ideal,1,135,2.3625878874695915e-06
ideal,1,136,2.3085924493012035e-06
ideal,1,137,2.2567295468578053e-06
ideal,1,138,2.2068858140205672e-06
ideal,1,139,2.158955031968101e-06
ideal,1,140,2.1128376244477607e-06
ideal,1,141,2.068440192548202e-06
ideal,1,142,2.025675085478067e-06
ideal,1,143,1.9844600041285817e-06
ideal,1,144,1.9447176346483538e-06
ideal,1,145,1.9063753094534364e-06
ideal,1,146,1.8693646934366074e-06
ideal,1,147,1.833621493242221e-06
ideal,1,148,1.7990851878092697e-06
ideal,1,149,1.7656987784462687e-06
ideal,1,150,1.7334085569298005e-06
ideal,1,151,1.7021638901667269e-06
ideal,1,152,1.6719170202245107e-06
ideal,1,153,1.6426228784743212e-06
ideal,1,154,1.6142389128235907e-06
ideal,1,155,1.5867249270398807e-06
ideal,1,156,1.5600429312526308e-06
ideal,1,157,1.5341570028248391e-06
ideal,1,158,1.5090331568052307e-06
ideal,1,159,1.4846392252706715e-06
ideal,1,160,1.4609447449066032e-06
ideal,1,161,1.4379208522252325e-06
ideal,1,162,1.4155401858782546e-06
ideal,1,163,1.3937767955317475e-06
ideal,1,164,1.3726060568569188e-06
ideal,1,165,1.3520045921849836e-06
ideal,1,166,1.3319501964223909e-06
ideal,1,167,1.3124217678616993e-06
ideal,1,168,1.2933992435401085e-06
ideal,1,169,1.2748635388203859e-06
ideal,1,170,1.2567964908929025e-06
ideal,1,171,1.2391808059578016e-06
ideal,1,172,1.2220000097720259e-06
ideal,1,173,1.2052384013925684e-06
ideal,1,174,1.1888810098499465e-06
ideal,1,175,1.1729135535627223e-06
ideal,1,176,1.157322402313054e-06
ideal,1,177,1.1420945415993885e-06
ideal,1,178,1.1272175392103737e-06
ideal,1,179,1.1126795138612075e-06
ideal,1,180,1.0984691057637211e-06
ideal,1,181,1.084575448988371e-06
ideal,1,182,1.070988145509518e-06
ideal,1,183,1.0576972408171547e-06
ideal,1,184,1.0446932009858846e-06
ideal,1,185,1.0319668911101157e-06
ideal,1,186,1.0195095550232068e-06
ideal,1,187,1.0073127961933517e-06
ideal,1,188,9.95368559758612e-07
ideal,1,189,9.836691155636006e-07
ideal,1,190,9.722070422218385e-07
ideal,1,191,9.609752120481179e-07
ideal,1,192,9.499667768692491e-07
ideal,1,193,9.391751546173344e-07
ideal,1,194,9.285940166992897e-07
ideal,1,195,9.182172760303486e-07
ideal,1,196,9.080390757634598e-07
ideal,1,197,8.980537786129935e-07
ideal,1,198,8.882559567620451e-07
ideal,1,199,8.786403823205332e-07
ideal,2,0,0.5972995909021716
ideal,2,1,0.4394154634654042
ideal,2,2,0.30887353998524425
ideal,2,3,0.20652844610373575
ideal,2,4,0.13607096179170988
ideal,2,5,0.09038512505621615
ideal,2,6,0.059403469970522184
ideal,2,7,0.03783223535017349
ideal,2,8,0.023043281557480384
ideal,2,9,0.013436173460507732
ideal,2,10,0.007611485340850128
ideal,2,11,0.00429079829072936
ideal,2,12,0.0024751689977371414
ideal,2,13,0.001503140167735952
ideal,2,14,0.0009859796691641535
ideal,2,15,0.0007103217597625876
ideal,2,16,0.0005625372157951996
ideal,2,17,0.0004827389731634119
ideal,2,18,0.0004396466231493512
ideal,2,19,0.00041735677267823056
ideal,2,20,0.00040835771081957874
ideal,2,21,0.0004097047187105684
ideal,2,22,0.0004208160205786386
ideal,2,23,0.0004421827899416781
ideal,2,24,0.0004746513358092212
ideal,2,25,0.0005190364134961931
ideal,2,26,0.000575846233077469
ideal,2,27,0.0006449555983686164
ideal,2,28,0.0007251861386495009
ideal,2,29,0.0008139177761728257
ideal,2,30,0.0009069899957862446
ideal,2,31,0.0009991408288036996
ideal,2,32,0.0010849998057915339
ideal,2,33,0.0011602920324408454
ideal,2,34,0.0012226940640149863
ideal,2,35,0.0012719243802008038
ideal,2,36,0.001309069784733746
ideal,2,37,0.0013355330668098865
ideal,2,38,0.0013521035375738482
ideal,2,39,0.001358510773620267
ideal,2,40,0.0013535731789217562
ideal,2,41,0.0013358221075707077
ideal,2,42,0.001304324160201497
ideal,2,43,0.001259367268640873
ideal,2,44,0.0012027433652839746
ideal,2,45,0.0011375352103322823
ideal,2,46,0.00106751751119598
ideal,2,47,0.0009964128703301377
ideal,2,48,0.0009272520682989649
ideal,2,49,0.0008620007062903842
ideal,2,50,0.0008014945039501767
ideal,2,51,0.0007456291155230189
ideal,2,52,0.0006937003202128516
ideal,2,53,0.000644782039098578
ideal,2,54,0.000598047800468355
ideal,2,55,0.0005529742946518124
ideal,2,56,0.0005094062871095769
ideal,2,57,0.00046750208105591703
ideal,2,58,0.00042760692654001775
ideal,2,59,0.0003901099469135104
ideal,2,60,0.0003553286858861795
ideal,2,61,0.00032344316846526753
ideal,2,62,0.0002944797487801474
ideal,2,63,0.00026833143106343876
ideal,2,64,0.0002447971843128003
ideal,2,65,0.0002236252301150605
ideal,2,66,0.0002045505143346271
ideal,2,67,0.00018732175022491423
ideal,2,68,0.00017171725135188613
ideal,2,69,0.00015755106795997236
ideal,2,70,0.00014467199999917635
ideal,2,71,0.00013295827136181697
ideal,2,72,0.00012231033515646322
ideal,2,73,0.00011264368326355397
ideal,2,74,0.00010388284337667208
ideal,2,75,9.595710572838315e-05
ideal,2,76,8.879802214608664e-05
ideal,2,77,8.233840059509756e-05
ideal,2,78,7.65123703887231e-05
ideal,2,79,7.12560775132709e-05
ideal,2,80,6.650863554374744e-05
ideal,2,81,6.221305934422995e-05
ideal,2,82,5.8317012911412585e-05
ideal,2,83,5.477329054845093e-05
ideal,2,84,5.1540015028587036e-05
ideal,2,85,4.858057803196313e-05
ideal,2,86,4.586337102600769e-05
ideal,2,87,4.336136394273616e-05
ideal,2,88,4.105158899526628e-05
ideal,2,89,3.891458128331544e-05
ideal,2,90,3.6933818997342337e-05
ideal,2,91,3.5095195835185784e-05
ideal,2,92,3.338654795674608e-05
ideal,2,93,3.179724831435711e-05
ideal,2,94,3.031787310105955e-05
ideal,2,95,2.8939938692489653e-05
ideal,2,96,2.7655702921954444e-05
ideal,2,97,2.6458021731639244e-05
ideal,2,98,2.5340250953101122e-05
ideal,2,99,2.4296182871660393e-05
ideal,2,100,2.3320007979832385e-05
ideal,2,101,2.2406293602782063e-05
ideal,2,102,2.154997261052079e-05
ideal,2,103,2.0746337006686867e-05
ideal,2,104,1.9991032658851764e-05
ideal,2,105,1.9280052721082418e-05
ideal,2,106,1.8609728356908316e-05
ideal,2,107,1.7976716190001095e-05
ideal,2,108,1.7377982506841672e-05
ideal,2,109,1.6810784635777734e-05
ideal,2,110,1.62726501639067e-05
ideal,2,111,1.5761354760173136e-05
ideal,2,112,1.5274899382755895e-05
ideal,2,113,1.4811487589714543e-05
ideal,2,114,1.4369503568929024e-05
ideal,2,115,1.394749137680827e-05
ideal,2,116,1.3544135740830686e-05
ideal,2,117,1.315824465196005e-05
ideal,2,118,1.2788733855267805e-05
ideal,2,119,1.243461324879655e-05
ideal,2,120,1.2094975121495513e-05
ideal,2,121,1.1768984103471825e-05
ideal,2,122,1.1455868663240481e-05
ideal,2,123,1.1154913965705297e-05
ideal,2,124,1.086545589796475e-05
ideal,2,125,1.0586876074778679e-05
ideal,2,126,1.0318597648637168e-05
ideal,2,127,1.0060081767639695e-05
ideal,2,128,9.81082454598582e-06
ideal,2,129,9.570354434197186e-06
ideal,2,130,9.33822989783167e-06
ideal,2,131,9.114037333717678e-06
ideal,2,132,8.897389170171884e-06
ideal,2,133,8.687922112688291e-06
ideal,2,134,8.485295508472936e-06
ideal,2,135,8.289189812465617e-06
ideal,2,136,8.099305144359054e-06
ideal,2,137,7.915359930411574e-06
ideal,2,138,7.737089627109722e-06
ideal,2,139,7.56424552486745e-06
ideal,2,140,7.396593630596713e-06
ideal,2,141,7.233913627771108e-06
ideal,2,142,7.075997911997398e-06
ideal,2,143,6.922650699405268e-06
ideal,2,144,6.7736872043069095e-06
ideal,2,145,6.628932882131327e-06
ideal,2,146,6.488222732830492e-06
ideal,2,147,6.351400660058584e-06
ideal,2,148,6.218318880965091e-06
ideal,2,149,6.088837381885273e-06
ideal,2,150,5.962823415199957e-06
ideal,2,151,5.8401510331738e-06
ideal,2,152,5.720700655004165e-06
ideal,2,153,5.604358663675814e-06
ideal,2,154,5.491017029891148e-06
ideal,2,155,5.380572960602561e-06
ideal,2,156,5.272928570309472e-06
ideal,2,157,5.167990573348585e-06
ideal,2,158,5.0656699960536e-06
ideal,2,159,4.965881907521549e-06
ideal,2,160,4.868545168211964e-06
ideal,2,161,4.773582195436448e-06
ideal,2,162,4.680918745099114e-06
ideal,2,163,4.590483708888629e-06
ideal,2,164,4.5022089262338135e-06
ideal,2,165,4.416029010252382e-06
ideal,2,166,4.331881186959365e-06
ideal,2,167,4.249705146898286e-06
ideal,2,168,4.1694429083955835e-06
ideal,2,169,4.091038691595996e-06
ideal,2,170,4.014438802405245e-06
ideal,2,171,3.939591525562723e-06
ideal,2,172,3.866447025949742e-06
ideal,2,173,3.7949572574280718e-06
ideal,2,174,3.725075878367789e-06
ideal,2,175,3.6567581732417865e-06
ideal,2,176,3.5899609796329144e-06
ideal,2,177,3.5246426200010487e-06
ideal,2,178,3.4607628377908846e-06
ideal,2,179,3.398282737326712e-06
ideal,2,180,3.337164727152194e-06
ideal,2,181,3.27737246640676e-06
ideal,2,182,3.2188708140196575e-06
ideal,2,183,3.161625780363022e-06
ideal,2,184,3.1056044812857894e-06
ideal,2,185,3.050775094223708e-06
ideal,2,186,2.9971068163056296e-06
ideal,2,187,2.9445698243346487e-06
ideal,2,188,2.893135236548644e-06
ideal,2,189,2.842775076015316e-06
ideal,2,190,2.793462235664518e-06
ideal,2,191,2.7451704448282736e-06
ideal,2,192,2.697874237282042e-06
ideal,2,193,2.6515489206738375e-06
ideal,2,194,2.6061705473455824e-06
ideal,2,195,2.561715886442738e-06
ideal,2,196,2.51816239729868e-06
ideal,2,197,2.4754882040056042e-06
ideal,2,198,2.4336720711619918e-06
ideal,2,199,2.3926933807177902e-06
ideal,3,0,0.6419127429432352
ideal,3,1,0.4417481397609865
ideal,3,2,0.2817071740225589
ideal,3,3,0.15966479673365924
ideal,3,4,0.0764249016708006
ideal,3,5,0.03213749239704505
ideal,3,6,0.014142152950243143
ideal,3,7,0.008915989491030462
ideal,3,8,0.009233332946438785
ideal,3,9,0.012324824447394321
ideal,3,10,0.01670108094655139
ideal,3,11,0.021077093473848892
ideal,3,12,0.024456990434827262
ideal,3,13,0.026066612576444638
ideal,3,14,0.02550213783245053
ideal,3,15,0.023138693069062306
ideal,3,16,0.019861837897925977
ideal,3,17,0.01649048183733015
ideal,3,18,0.013495605453984007
ideal,3,19,0.011037817744321301
ideal,3,20,0.00912138794147935
ideal,3,21,0.007705385961355407
ideal,3,22,0.006740462353229835
ideal,3,23,0.00616240886757068
ideal,3,24,0.005870604399581826
ideal,3,25,0.005715063015678806
ideal,3,26,0.005520272653782053
ideal,3,27,0.005151574979048391
ideal,3,28,0.004577084234202551
ideal,3,29,0.0038670425509563424
ideal,3,30,0.0031343028458273936
ideal,3,31,0.0024713992458727965
ideal,3,32,0.0019240229579972675
ideal,3,33,0.001498033430312798
ideal,3,34,0.00117796565929621
ideal,3,35,0.0009418059260739471
ideal,3,36,0.0007686349440638648
ideal,3,37,0.0006413295534467296
ideal,3,38,0.0005469282572544246
ideal,3,39,0.0004761485920403024
ideal,3,40,0.0004226612363788741
ideal,3,41,0.0003823228767710476
ideal,3,42,0.00035244320466678577
ideal,3,43,0.0003311340896404926
ideal,3,44,0.000316784020464968
ideal,3,45,0.0003076977089984098
ideal,3,46,0.0003019331561912015
ideal,3,47,0.00029734809579655836
ideal,3,48,0.0002918275273921845
ideal,3,49,0.0002836106448744786
ideal,3,50,0.0002715946544890641
ideal,3,51,0.0002554963163348848
ideal,3,52,0.00023580991668848382
ideal,3,53,0.00021358642910352212
ideal,3,54,0.0001901255146602882
ideal,3,55,0.0001666868858343044
ideal,3,56,0.00014429373363705346
ideal,3,57,0.00012364825435738825
ideal,3,58,0.0001051379897890355
ideal,3,59,8.889461425459553e-05
ideal,3,60,7.486992097340739e-05
ideal,3,61,6.290617476544225e-05
ideal,3,62,5.2790647219642586e-05
ideal,3,63,4.4292827582554625e-05
ideal,3,64,3.718711051628416e-05
ideal,3,65,3.126499592928907e-05
ideal,3,66,2.6340475577140855e-05
ideal,3,67,2.2251369055629817e-05
ideal,3,68,1.8858457016133292e-05
ideal,3,69,1.6043547577344587e-05
ideal,3,70,1.370712835626025e-05
ideal,3,71,1.1765956511912417e-05
ideal,3,72,1.0150765021259851e-05
ideal,3,73,8.804167226071268e-06
ideal,3,74,7.678790424385813e-06
ideal,3,75,6.735642522005844e-06
ideal,3,76,5.94270193466968e-06
ideal,3,77,5.2737138972637075e-06
ideal,3,78,4.707172988272029e-06
ideal,3,79,4.225470470220306e-06
ideal,3,80,3.8141851791984865e-06
ideal,3,81,3.4614977010240856e-06
ideal,3,82,3.1577091327135325e-06
ideal,3,83,2.894847606448515e-06
ideal,3,84,2.6663477664877517e-06
ideal,3,85,2.466790398561408e-06
ideal,3,86,2.2916913197953766e-06
ideal,3,87,2.1373303841181483e-06
ideal,3,88,2.0006130112581357e-06
ideal,3,89,1.8789579963524443e-06
ideal,3,90,1.7702065067316384e-06
ideal,3,91,1.6725481371027558e-06
ideal,3,92,1.5844606929927787e-06
ideal,3,93,1.5046610271762709e-06
ideal,3,94,1.4320647856106052e-06
ideal,3,95,1.3657533483871056e-06
ideal,3,96,1.3049465954533495e-06
ideal,3,97,1.2489804015898593e-06
ideal,3,98,1.197287983993252e-06
ideal,3,99,1.1493843994526049e-06
ideal,3,100,1.1048536260757833e-06
ideal,3,101,1.0633377737977451e-06
ideal,3,102,1.0245280546684816e-06
ideal,3,103,9.881572129944064e-07
ideal,3,104,9.539931703410357e-07
ideal,3,105,9.218336844249198e-07
ideal,3,106,8.915018562552608e-07
ideal,3,107,8.628423483875791e-07
ideal,3,108,8.357182002594253e-07
ideal,3,109,8.10008145512094e-07
ideal,3,110,7.856043515937239e-07
ideal,3,111,7.624105148196133e-07
ideal,3,112,7.403402545824063e-07
ideal,3,113,7.193157593078465e-07
ideal,3,114,6.992666441481111e-07
ideal,3,115,6.801289866497302e-07
ideal,3,116,6.618445118544841e-07
ideal,3,117,6.443599028170788e-07
ideal,3,118,6.276262162098088e-07
ideal,3,119,6.115983859693162e-07
ideal,3,120,5.962348005739016e-07
ideal,3,121,5.814969419060388e-07
ideal,3,122,5.673490755560582e-07
ideal,3,123,5.537579841417941e-07
ideal,3,124,5.406927365208491e-07
ideal,3,125,5.281244870434842e-07
ideal,3,126,5.160262999331413e-07
ideal,3,127,5.043729947346898e-07
ideal,3,128,4.931410094478642e-07
ideal,3,129,4.823082785810563e-07
ideal,3,130,4.71854123819192e-07
ideal,3,131,4.617591554069253e-07
ideal,3,132,4.5200518269675054e-07
ideal,3,133,4.4257513257053726e-07
ideal,3,134,4.334529746881438e-07
ideal,3,135,4.2462365267553e-07
ideal,3,136,4.1607302055607786e-07
ideal,3,137,4.0778778381412877e-07
ideal,3,138,3.997554446183198e-07
ideal,3,139,3.9196425075972654e-07
ideal,3,140,3.844031480102195e-07
ideal,3,141,3.770617355615114e-07
ideal,3,142,3.699302243273691e-07
ideal,3,143,3.629993978887039e-07
ideal,3,144,3.562605758863177e-07
