global_call_index,elapsed_since_start_s,arm,seed,repeat,time_ms,error,fallback_count,gc_gen0_count_before,gc_gen0_count_after,gc_collections_gen0_before,gc_collections_gen1_before,gc_collections_gen2_before,gc_collections_gen0_after,gc_collections_gen1_after,gc_collections_gen2_after,top_pass_name,top_pass_time_ms,top_pass_share,n_passes,total_pass_time_ms,disable_gc,routing_optimization_level,grid_rows,grid_cols,seed_transpiler,cpu,python_version,qiskit_version,is_outlier,_median_ms_nosearch,_median_ms_search
31,6.472021399999903,search,100,11,16.351600000007238,,0,3,0,679,60,5,682,61,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
32,6.488060800000085,search,100,12,16.016300000046613,,0,3,0,682,61,5,686,61,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
33,6.5052301000000625,search,100,13,17.146799999864015,,0,3,0,686,61,5,690,61,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
34,6.522885299999871,search,100,14,17.63189999996939,,0,3,0,690,61,5,693,62,5,ApplyLayout,2.0072460174560547,1.0,36,2.0072460174560547,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
35,6.539863100000048,search,100,15,16.948199999887947,,0,3,0,693,62,5,697,62,5,BasisTranslator,2.0089149475097656,1.0,36,2.0089149475097656,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
36,6.5562660999999025,search,100,16,16.367499999887514,,0,3,0,697,62,5,701,62,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
37,6.572903799999949,search,100,17,16.610600000149134,,0,3,0,701,62,5,704,63,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
38,6.589136600000074,search,100,18,16.209099999969112,,0,3,0,704,63,5,708,63,5,BasisTranslator,15.896797180175781,1.0,36,15.896797180175781,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
39,6.605957600000011,search,100,19,16.793799999959447,,0,3,0,708,63,5,712,63,5,HighLevelSynthesis,16.114234924316406,1.0,36,16.114234924316406,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
40,6.67423430000008,nosearch,101,0,23.03770000003169,,0,2,0,718,64,5,721,64,5,VF2PostLayout,16.749143600463867,1.0,39,16.749143600463867,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
