iteration,engine,time_s,depth,cx_count,signature
201,Qiskit_L3,0.007814099999905011,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
201,TKET,0.04252150000002075,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
201,PSF-Zero,0.0005556000000979111,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
202,Qiskit_L3,0.007610999999997148,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
202,TKET,0.04255600000010418,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
202,PSF-Zero,0.0004781000000093627,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
203,Qiskit_L3,0.007373500000085187,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
203,TKET,0.04215799999997216,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
203,PSF-Zero,0.00048289999995176913,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
204,Qiskit_L3,0.007335800000191739,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
204,TKET,0.0423815999999988,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
204,PSF-Zero,0.00044449999995777034,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
205,Qiskit_L3,0.007392200000140292,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
205,TKET,0.04217069999981504,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
205,PSF-Zero,0.00045599999998557905,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
206,Qiskit_L3,0.007261599999992541,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
206,TKET,0.0425275000000056,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
206,PSF-Zero,0.00047360000007756753,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
207,Qiskit_L3,0.007039000000077067,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
207,TKET,0.04216709999991508,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
207,PSF-Zero,0.0004426999998941028,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
208,Qiskit_L3,0.0070769000001291715,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
208,TKET,0.04179110000018227,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
208,PSF-Zero,0.00043520000008356874,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
209,Qiskit_L3,0.007087000000183252,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
209,TKET,0.04221099999995204,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
209,PSF-Zero,0.00045969999996486877,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
210,Qiskit_L3,0.10270590000004631,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
210,TKET,0.04211750000013126,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
210,PSF-Zero,0.0004569000000174128,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
211,Qiskit_L3,0.007233499999983906,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
211,TKET,0.042179399999895395,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
211,PSF-Zero,0.0005021999998007232,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
212,Qiskit_L3,0.007419900000058988,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
212,TKET,0.04224599999997736,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
212,PSF-Zero,0.0004624000000603701,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
213,Qiskit_L3,0.007421900000053938,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
213,TKET,0.04210889999990286,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
213,PSF-Zero,0.00044870000010632793,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
214,Qiskit_L3,0.006922199999962686,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
214,TKET,0.04289599999992788,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
214,PSF-Zero,0.0005398000000695902,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
215,Qiskit_L3,0.0073972000000139815,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
215,TKET,0.04222740000000158,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
215,PSF-Zero,0.00047420000009879004,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
216,Qiskit_L3,0.007048700000041208,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
216,TKET,0.041935399999829315,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
216,PSF-Zero,0.0004321999999774562,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
217,Qiskit_L3,0.0073347000000012486,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
217,TKET,0.04256390000000465,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
217,PSF-Zero,0.0004389999999148131,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
218,Qiskit_L3,0.007399900000109483,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
218,TKET,0.042260899999973844,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
218,PSF-Zero,0.00048460000016348204,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
219,Qiskit_L3,0.007299500000044645,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
219,TKET,0.04198120000000927,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
219,PSF-Zero,0.0004764000000250235,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
220,Qiskit_L3,0.007329000000027008,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
220,TKET,0.042056899999806774,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
220,PSF-Zero,0.0004417000000103144,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
221,Qiskit_L3,0.007063799999968978,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
221,TKET,0.04218979999996009,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
221,PSF-Zero,0.000475600000072518,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
222,Qiskit_L3,0.008006100000102379,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
222,TKET,0.04221460000007937,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
222,PSF-Zero,0.0005103999999391817,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
223,Qiskit_L3,0.007265799999913725,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
223,TKET,0.04270390000010593,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
223,PSF-Zero,0.0004896000000371714,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
224,Qiskit_L3,0.00733740000009675,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
224,TKET,0.0522251000002143,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
224,PSF-Zero,0.0005903999999645748,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
225,Qiskit_L3,0.012019999999893116,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
225,TKET,0.04267549999985931,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
225,PSF-Zero,0.0005462999999963358,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
226,Qiskit_L3,0.007636000000047716,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
226,TKET,0.041876300000012634,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
226,PSF-Zero,0.000513299999965966,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
227,Qiskit_L3,0.007681400000137728,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
227,TKET,0.042782200000146986,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
227,PSF-Zero,0.0004956000000220229,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
228,Qiskit_L3,0.007500700000036886,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
228,TKET,0.04318039999998291,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
228,PSF-Zero,0.0005461000000650529,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
229,Qiskit_L3,0.0073984000000564265,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
229,TKET,0.042222099999889906,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
229,PSF-Zero,0.0004857999999785534,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
230,Qiskit_L3,0.007209300000113217,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
230,TKET,0.04181940000012219,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
230,PSF-Zero,0.0005032000001392589,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
231,Qiskit_L3,0.006971499999963271,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
231,TKET,0.042410400000107984,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
231,PSF-Zero,0.000527700000020559,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
232,Qiskit_L3,0.007665999999971973,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
232,TKET,0.042242999999871245,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
232,PSF-Zero,0.0005016000000068743,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
233,Qiskit_L3,0.007447100000035789,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
233,TKET,0.042351800000005824,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
233,PSF-Zero,0.00047879999988253985,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
234,Qiskit_L3,0.007267799999908675,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
234,TKET,0.04244679999987966,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
234,PSF-Zero,0.0005438999999114458,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
235,Qiskit_L3,0.0076237000000674016,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
235,TKET,0.04242090000002463,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
235,PSF-Zero,0.0004578000000492466,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
236,Qiskit_L3,0.007234800000105679,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
236,TKET,0.041826999999784675,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
236,PSF-Zero,0.00042689999986578187,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
237,Qiskit_L3,0.006894000000102096,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
237,TKET,0.04212200000006305,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
237,PSF-Zero,0.0004933000000164611,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
238,Qiskit_L3,0.007558499999959167,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
238,TKET,0.042323200000055294,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
238,PSF-Zero,0.00046640000005027105,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
239,Qiskit_L3,0.007374300000037692,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
239,TKET,0.042118599999867,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
239,PSF-Zero,0.00045649999992747325,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
240,Qiskit_L3,0.007190099999888844,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
240,TKET,0.0422928000000411,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
240,PSF-Zero,0.0004937999999583553,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
241,Qiskit_L3,0.007192900000063673,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
241,TKET,0.04233320000003005,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
241,PSF-Zero,0.0005309999999099091,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
242,Qiskit_L3,0.007294300000012299,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
242,TKET,0.04224729999987176,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
242,PSF-Zero,0.0004972999997789884,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
243,Qiskit_L3,0.007382499999948777,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
243,TKET,0.042456800000081785,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
243,PSF-Zero,0.0005214000000250962,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
244,Qiskit_L3,0.007507199999963632,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
244,TKET,0.041994700000032026,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
244,PSF-Zero,0.0004514999998264102,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
245,Qiskit_L3,0.0072880000000168366,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
245,TKET,0.042029100000036124,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
245,PSF-Zero,0.00043819999996230763,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
246,Qiskit_L3,0.007160299999895869,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
246,TKET,0.04219580000017231,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
246,PSF-Zero,0.00047010000002956076,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
247,Qiskit_L3,0.007153199999947901,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
247,TKET,0.042441600000074686,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
247,PSF-Zero,0.00047829999994064565,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
248,Qiskit_L3,0.007395499999802269,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
248,TKET,0.04230680000000575,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
248,PSF-Zero,0.0004572000000280241,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
249,Qiskit_L3,0.0071547000000009575,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
249,TKET,0.04268230000002404,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
249,PSF-Zero,0.0005010999998376064,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
250,Qiskit_L3,0.007793300000003001,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
250,TKET,0.042408300000033705,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
250,PSF-Zero,0.0005172000001039123,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
251,Qiskit_L3,0.007434400000192909,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
251,TKET,0.04232780000006642,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
251,PSF-Zero,0.0004521000000750064,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
252,Qiskit_L3,0.007556600000043545,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
252,TKET,0.04272279999986495,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
252,PSF-Zero,0.00046529999985978066,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
253,Qiskit_L3,0.007407000000057451,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
253,TKET,0.04239810000012767,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
253,PSF-Zero,0.0005098999999972875,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
254,Qiskit_L3,0.007977300000220566,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
254,TKET,0.042392099999915445,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
254,PSF-Zero,0.00045090000003256137,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
255,Qiskit_L3,0.00702169999999569,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
255,TKET,0.04194009999991977,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
255,PSF-Zero,0.0004530999999587948,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
256,Qiskit_L3,0.006986099999949147,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
256,TKET,0.0423060999999052,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
256,PSF-Zero,0.0004940999999689666,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
257,Qiskit_L3,0.007408799999893745,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
257,TKET,0.04265589999999975,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
257,PSF-Zero,0.0004857999999785534,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
258,Qiskit_L3,0.007411900000079186,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
258,TKET,0.04195340000001124,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
258,PSF-Zero,0.0004458000000795437,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
259,Qiskit_L3,0.007211000000097556,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
259,TKET,0.041961299999911716,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
259,PSF-Zero,0.00044439999987844203,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
260,Qiskit_L3,0.007205499999827225,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
260,TKET,0.043113299999959054,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
260,PSF-Zero,0.0005002000000331464,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
261,Qiskit_L3,0.007504400000016176,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
261,TKET,0.04202490000011494,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
261,PSF-Zero,0.00044969999999011634,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
262,Qiskit_L3,0.007320899999967878,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
262,TKET,0.04227120000018658,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
262,PSF-Zero,0.0004956999998739775,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
263,Qiskit_L3,0.007239100000106191,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
263,TKET,0.04267160000017611,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
263,PSF-Zero,0.0005107999998017476,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
264,Qiskit_L3,0.00734110000007604,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
264,TKET,0.04231579999986934,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
264,PSF-Zero,0.0004672000000027765,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
265,Qiskit_L3,0.007004100000131075,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
265,TKET,0.042501200000060635,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
265,PSF-Zero,0.00045439999985319446,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
266,Qiskit_L3,0.007131999999955951,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
266,TKET,0.04223079999997026,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
266,PSF-Zero,0.0004624999999123247,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
267,Qiskit_L3,0.0075395000001208246,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
267,TKET,0.04283779999991566,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
267,PSF-Zero,0.0004796999999143736,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
268,Qiskit_L3,0.0075824000000466185,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
268,TKET,0.04212439999992057,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
268,PSF-Zero,0.0004433999999946536,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
269,Qiskit_L3,0.00708729999996649,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
269,TKET,0.04212039999993067,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
269,PSF-Zero,0.0004845000000841537,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
270,Qiskit_L3,0.007727799999884155,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
270,TKET,0.04239639999991596,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
270,PSF-Zero,0.00048029999993559613,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
271,Qiskit_L3,0.007497599999851445,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
271,TKET,0.04202220000001944,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
271,PSF-Zero,0.0004495000000588334,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
272,Qiskit_L3,0.007170900000119218,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
272,TKET,0.0425811000000067,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
272,PSF-Zero,0.000479600000062419,9,0,dd177abb207f83382336ee35752bed3e34f870181d96ccd4326a4ea1c52cb605
273,Qiskit_L3,0.007497099999909551,16,3,ab0adba075df1d0c2121f351153c24beeadbbd476908bb2a652d393932076be4
273,TKET,0.04197620000013558,7,3,5f4989e6fbb69dfc1e13bd1fbf1bde6392a4d95f49f407488806eda24fae0a0c
