Threads,Seed,Qubits,Layer,Status,Time_min_s,Time_median_s,Platform,Python,StartMethod,CPU,CPU_count,Qiskit,numpy,Fixture,core_file,core_bytes,core_ext,blas
1,2,15,canonical_verifyTrue,success,0.002183600000023489,0.0025088000000437205,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,15,cx_verifyFalse,success,0.0011809999999741194,0.0012510999999904016,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,15,cx_verifyTrue,success,0.0020178999999984626,0.0020686999999952604,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,50,prep,success,0.00042139999999335487,0.0004627000000141379,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,50,canonical_verifyFalse,success,0.003560699999979988,0.004107799999985673,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,50,canonical_verifyTrue,success,0.0065298000000098,0.007451199999991331,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,50,cx_verifyFalse,success,0.0036661999999978434,0.0038945999999668857,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,50,cx_verifyTrue,success,0.006698200000016641,0.006807700000024397,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,156,prep,success,0.0013531000000170934,0.0014630999999667438,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,156,canonical_verifyFalse,success,0.010964100000023791,0.011498000000017328,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,156,canonical_verifyTrue,success,0.01993819999995594,0.020968299999992723,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,156,cx_verifyFalse,success,0.0123962999999776,0.012806099999977505,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,2,156,cx_verifyTrue,success,0.02031360000000859,0.02079529999997476,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,-1,core_raw,success,0.0019382000000405242,0.0019549000000438355,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,-1,core_raw_checked,skipped,,,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,-1,numpy_ref,success,0.003873400000031779,0.003978200000005927,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,-1,synth_1block_canonical,success,0.010313200000041434,0.01044000000001688,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,-1,synth_1block_cx,success,0.010650900000030106,0.010880199999974138,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,15,prep,success,0.0001705999999899177,0.0001814999999965039,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,15,canonical_verifyFalse,success,0.0011170999999876585,0.0011562999999910062,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,15,canonical_verifyTrue,success,0.001892600000019229,0.002051599999958853,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,15,cx_verifyFalse,success,0.0012545000000159234,0.001256500000010874,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,15,cx_verifyTrue,success,0.0019742000000064763,0.002105699999958688,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,50,prep,success,0.0004224999999564716,0.0004289000000312626,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,50,canonical_verifyFalse,success,0.003415099999983795,0.00361920000000282,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,50,canonical_verifyTrue,success,0.006418899999971472,0.006572499999947468,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,50,cx_verifyFalse,success,0.0035965000000146574,0.003879300000050989,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,50,cx_verifyTrue,success,0.006541700000013861,0.0070074999999860665,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,156,prep,success,0.0013071000000195454,0.0013801999999714099,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,156,canonical_verifyFalse,success,0.010329699999999775,0.01042080000001988,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,156,canonical_verifyTrue,success,0.01928090000001248,0.019520600000021204,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,156,cx_verifyFalse,success,0.011118900000042231,0.011310600000001614,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
1,3,156,cx_verifyTrue,success,0.01980199999997012,0.02019710000001851,Windows-10-10.0.26100-SP0,3.10.11,spawn,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",12,2.5.2,2.2.6,test1v3,__init__.py,135,psf_zero_core.cp310-win_amd64.pyd:324608,scipy-openblas
